CHR	startp	endp	n.sgRNAs	avg.logFC	guideIdx
1	161071890	161071966	3	-3.2028	6656, 6658
1	161072134	161168123	36	-0.1184	6659, 6694
1	161176275	161179708	5	-1.2026	6695, 6699
1	161187818	161277195	27	-0.0053	6700, 6726
1	161298208	161332220	9	-0.932	6727, 6735
1	161335314	163138115	125	0.0751	6736, 6860
1	163295942	163309250	4	-4.0138	6861, 6864
1	163310146	173772603	328	0.0306	6865, 7192
1	173772602	173780355	4	-1.2357	7193, 7196
1	173795838	174945268	37	-0.0721	7197, 7233
1	174947954	174987627	14	-0.835	7234, 7247
1	175048790	182785934	197	-0.0071	7248, 7444
1	182822503	182845288	5	-0.9903	7445, 7449
1	182908478	186275945	99	-0.0808	7450, 7548
1	186277511	186342573	5	-1.6938	7549, 7553
1	186344047	193094282	66	-0.1219	7554, 7619
1	193094323	193111100	4	-1.9522	7620, 7623
1	193150073	200573002	106	-0.0283	7624, 7729
1	200573016	200635239	7	-1.5015	7730, 7736
1	200635645	205053383	323	-0.0065	7737, 8059
1	205070731	205073113	5	-1.6173	8060, 8064
1	205138683	210006599	246	0.0648	8065, 8310
1	210010257	210010557	4	-1.5377	8311, 8314
1	210194474	212002505	48	0.0489	8315, 8362
1	212151790	212194564	5	-1.1681	8363, 8367
1	212220505	212241971	5	-3.302	8368, 8372
1	212502585	212870397	36	0.1362	8373, 8408
1	212960924	212964984	5	-1.4269	8409, 8413
1	212969859	217955542	79	0.0833	8414, 8492
1	217955537	218478381	6	-0.9443	8493, 8498
1	218520146	220101570	15	0.0158	8499, 8513
1	220180636	220192405	3	-4.0374	8514, 8516
1	220195721	224377841	121	-0.0335	8517, 8637
1	224482020	224484214	2	-3.6693	8638, 8639
1	224488337	226179022	59	-0.1016	8640, 8698
1	226180624	226186931	4	-2.5794	8699, 8702
1	226252166	228295484	86	-0.1275	8703, 8788
1	228333714	228335250	5	-2.0863	8789, 8793
1	228345590	229568795	57	-0.0527	8794, 8850
1	229613376	229643861	5	-2.213	8851, 8855
1	229676480	231299640	59	-0.1323	8856, 8914
1	231362717	231557040	23	-1.0641	8915, 8937
1	231557070	234745104	70	0.0435	8938, 9007
1	235283150	235318216	5	-1.1602	9008, 9012
1	235318328	235420496	9	-0.1712	9013, 9021
1	235505385	235505726	5	-2.0847	9022, 9026
1	235577739	236703984	42	-0.0691	9027, 9068
1	236738159	236767275	4	-2.1865	9069, 9072
1	236881167	244855206	114	0.0692	9073, 9186
1	244855241	245222706	13	-1.0324	9187, 9199
1	245222712	249212038	103	-0.1091	9200, 9302
2	46045	3604446	70	0.0352	9303, 9372
2	3623456	3625365	3	-3.4919	9373, 9375
2	3687904	9554362	54	-0.0563	9376, 9429
2	9570039	9581999	5	-2.2954	9430, 9434
2	9618377	9770436	15	-0.0082	9435, 9449
2	9991755	10095234	6	-0.9072	9450, 9455
2	10101431	10220249	14	0.1464	9456, 9469
2	10263116	10267281	5	-3.4451	9470, 9474
2	10282406	24285943	229	-0.1397	9475, 9703
2	24291228	24296965	5	-3.7776	9704, 9708
2	24303817	27352390	189	-0.1042	9709, 9897
2	27355746	27356521	5	-1.6564	9898, 9902
2	27360442	27565850	54	-0.2128	9903, 9956
2	27590879	27591250	4	-4.0627	9957, 9960
2	27591994	27609980	16	-0.4618	9961, 9976
2	27656302	27657637	4	-1.5842	9977, 9980
2	27659678	27858102	38	-0.0707	9981, 10018
2	27861771	27861887	3	-2.1917	10019, 10021
2	27878345	28812361	32	-0.1474	10022, 10053
2	28999768	29001881	5	-3.5007	10054, 10058
2	29039039	29093017	10	-0.1505	10059, 10068
2	29117664	29135549	5	-2.8065	10069, 10073
2	29222070	30143345	20	-0.0129	10074, 10093
2	30379604	30381589	5	-0.9025	10094, 10098
2	30457337	32168393	40	-0.0188	10099, 10138
2	32254686	32254776	4	-1.0851	10139, 10142
2	32289024	32702477	25	-0.0768	10143, 10167
2	32865398	32927969	5	-1.5422	10168, 10172
2	33360005	33468805	5	-0.0475	10173, 10177
2	33741647	33752287	5	-1.9023	10178, 10182
2	33810722	37414622	48	-0.1286	10183, 10230
2	37454822	37455617	3	-1.7434	10231, 10233
2	37458561	38976801	52	-0.3383	10234, 10285
2	38976805	38977216	3	-3.7682	10286, 10288
2	39006245	44079935	120	-0.1857	10289, 10408
2	44184550	44207066	5	-1.0073	10409, 10413
2	44428424	44457691	10	0.0252	10414, 10423
2	44502843	44933469	14	-0.4727	10424, 10437
2	44970750	45236181	11	0.1587	10438, 10448
2	45780839	46574097	11	-1.3398	10449, 10459
2	46574148	61607493	280	-0.2047	10460, 10739
2	61720163	62115537	14	-2.2369	10740, 10753
2	62132887	64863837	63	-0.1438	10754, 10816
2	64863849	65480892	24	-0.8197	10817, 10840
2	65543913	67630912	12	-0.003	10841, 10852
2	67631036	68385646	15	-1.0461	10853, 10867
2	68413760	69585546	59	-0.1843	10868, 10926
2	69590737	69650746	8	-0.8959	10927, 10934
2	69650756	70070363	17	-0.2044	10935, 10951
2	70122288	70123681	4	-1.5241	10952, 10955
2	70143297	70188651	9	-0.0209	10956, 10964
2	70315040	70315410	5	-1.4962	10965, 10969
2	70408584	71351613	69	-0.1181	10970, 11038
2	71360016	71361846	4	-1.3314	11039, 11042
2	71417022	73475007	61	-0.0462	11043, 11103
2	73476114	73477490	3	-4.8635	11104, 11106
2	73477484	75937760	199	-0.2753	11107, 11305
2	75937865	85133246	50	0.0307	11306, 11355
2	85262176	85273380	5	-0.8763	11356, 11360
2	85360964	85839037	63	-4e-4	11361, 11423
2	85850856	85852766	5	-3.2728	11424, 11428
2	85892889	96933663	211	-0.306	11429, 11639
2	96957159	96963178	3	-3.4281	11640, 11642
2	96969052	111907678	435	-0.3089	11643, 12077
2	112596015	112608420	4	-3.5031	12078, 12081
2	112702616	113309487	31	-0.2461	12082, 12112
2	113309497	113321990	4	-2.1607	12113, 12116
2	113343615	118577375	92	-0.165	12117, 12208
2	118578846	118579534	3	-3.2758	12209, 12211
2	118715987	122007219	96	-0.0861	12212, 12307
2	122488580	122494343	5	-2.5387	12308, 12312
2	122514869	127958894	29	-0.0824	12313, 12341
2	128044453	128050341	5	-1.6431	12342, 12346
2	128079752	128459553	35	-0.129	12347, 12381
2	128522482	128610609	9	-3.9401	12382, 12390
2	128610628	131487022	71	-0.5435	12391, 12461
2	131487160	131976272	23	-0.0011	12462, 12484
2	131981527	132289272	12	-0.4869	12485, 12496
2	133174763	136594407	67	0.019	12497, 12563
2	136617004	136740988	10	-2.1604	12564, 12573
2	136872980	162224067	270	-0.0859	12574, 12843
2	162226662	162242093	4	-3.1752	12844, 12847
2	162273087	169707813	125	-0.0644	12848, 12972
2	169732604	169745964	5	-3.5019	12973, 12977
2	169757995	170592389	53	-0.0231	12978, 13030
2	170661991	170663542	3	-1.4204	13031, 13033
2	170663537	172411136	49	-0.005	13034, 13082
2	172563874	172583319	5	-1.8719	13083, 13087
2	172671657	189963477	364	-0.0868	13088, 13451
2	190320037	190329915	5	-2.4206	13452, 13456
2	190430173	198001390	147	-0.0402	13457, 13603
2	198285771	198413085	20	-1.8467	13604, 13623
2	198413132	198540065	6	0.241	13624, 13629
2	198570288	198570907	5	-0.9024	13630, 13634
2	198622094	201369597	39	0.0625	13635, 13673
2	201369657	201757073	28	-0.3292	13674, 13701
2	201757066	201943725	14	0.0241	13702, 13715
2	201943718	201950208	3	-1.9241	13716, 13718
2	201994785	203084776	69	-0.0249	13719, 13787
2	203147162	203155104	5	-3.1031	13788, 13792
2	203329620	203760817	16	-0.1503	13793, 13808
2	203760910	203764286	3	-2.6387	13809, 13811
2	203765767	206921525	60	-0.0223	13812, 13871
2	207008745	207026119	8	-1.2186	13872, 13879
2	207041433	216964829	201	-0.0152	13880, 14080
2	216977830	216990721	5	-1.7244	14081, 14085
2	217148409	217285095	10	0.0904	14086, 14095
2	217364084	217364712	3	-4.6437	14096, 14098
2	217498464	219127880	37	-0.021	14099, 14135
2	219131229	219132301	3	-2.6385	14136, 14138
2	219134119	223497979	267	-4e-4	14139, 14405
2	223499220	223507638	4	-2.2501	14406, 14409
2	223553123	225266343	45	-0.0596	14410, 14454
2	225370806	225400266	5	-1.233	14455, 14459
2	225684220	231927039	140	0.0444	14460, 14599
2	231927233	231944286	4	-2.8859	14600, 14603
2	231974089	232263249	15	-0.3655	14604, 14618
2	232324986	232326672	5	-1.6789	14619, 14623
2	232393040	237489684	199	-0.0367	14624, 14822
2	237998529	237998638	4	-2.3079	14823, 14826
2	238002757	242598575	226	0.0234	14827, 15052
2	242618014	242619727	4	-2.25	15053, 15056
2	242625273	242814479	31	0.017	15057, 15087
3	369847	3144459	20	0.131	15088, 15107
3	3179043	3188161	5	-2.0752	15108, 15112
3	3197909	9833049	123	0.0935	15113, 15235
3	9839362	9845617	9	-0.9662	15236, 15244
3	9851853	9990949	41	0.0293	15245, 15285
3	10015335	10019121	5	-0.6954	15286, 15290
3	10080987	10183662	14	0.0391	15291, 15304
3	10183771	10183877	3	-1.235	15305, 15307
3	10251329	10331778	20	0.0984	15308, 15327
3	10353686	10357028	5	-1.7185	15328, 15332
3	10413588	12858174	75	-0.0452	15333, 15407
3	12880973	12881040	2	-3.3967	15408, 15409
3	12977362	23942539	208	-0.11	15410, 15617
3	23959478	23959964	2	-4.9786	15618, 15619
3	23996131	40457532	363	-0.014	15620, 15982
3	40499459	40502982	5	-2.2955	15983, 15987
3	40528434	42610464	50	0.0635	15988, 16037
3	42633033	42635939	4	-2.7497	16038, 16041
3	42674240	45000825	143	0.0824	16042, 16184
3	45030663	45038714	5	-1.5164	16185, 16189
3	45077005	45637404	25	-0.0944	16190, 16214
3	45751005	45764984	5	-1.7761	16215, 16219
3	45817256	47376287	143	0.0848	16220, 16362
3	47447502	47551708	15	-1.1927	16363, 16377
3	47618720	48631900	93	-0.1556	16378, 16470
3	48641003	48646652	4	-1.4329	16471, 16474
3	48646683	49114302	80	-0.0521	16475, 16554
3	49137832	49141885	5	-2.2388	16555, 16559
3	49153340	49756733	98	-0.0594	16560, 16657
3	49759915	49761052	5	-1.6014	16658, 16662
3	49764952	51930901	223	0.0285	16663, 16885
3	51970440	51971315	4	-1.9154	16886, 16889
3	51971711	52294472	62	0.0325	16890, 16951
3	52295394	52312246	4	-2.312	16952, 16955
3	52324513	52692325	54	-0.0046	16956, 17009
3	52721341	52725089	5	-2.1068	17010, 17014
3	52730287	63973946	271	-0.0813	17015, 17285
3	64004621	64008045	5	-3.4223	17286, 17290
3	64133054	69351543	75	-0.045	17291, 17365
3	69988310	70008484	5	-3.3607	17366, 17370
3	71064775	101085486	245	-0.0656	17371, 17615
3	101283757	101401726	18	-1.0895	17616, 17633
3	101445562	113380081	225	-0.0147	17634, 17858
3	113442267	113505141	10	-2.5937	17859, 17868
3	113627797	119379175	109	0.0489	17869, 17977
3	119394050	119396086	4	-0.8211	17978, 17981
3	119425713	120134843	29	0.0092	17982, 18010
3	120315306	120319990	5	-1.1275	18011, 18015
3	120365112	120424918	8	0.0346	18016, 18023
3	120428625	120489705	7	-1.402	18024, 18030
3	120628525	124456837	167	-0.0675	18031, 18197
3	124527984	124578282	5	-1.3056	18198, 18202
3	124732539	127323881	97	0.0189	18203, 18299
3	127324973	127327261	3	-2.1726	18300, 18302
3	127358200	127642833	20	-0.1301	18303, 18322
3	127774511	127831809	10	-3.4799	18323, 18332
3	127872481	128292470	20	0.0503	18333, 18352
3	128348943	128616499	15	-1.0164	18353, 18367
3	128706549	128853003	21	-0.018	18368, 18388
3	128853012	128979585	15	-1.5616	18389, 18403
3	128998693	133305476	144	-0.014	18404, 18547
3	133358852	133376678	5	-1.8801	18548, 18552
3	133467334	137849998	106	-0.0394	18553, 18658
3	137888998	137893480	5	-2.3982	18659, 18663
3	137942269	138763311	58	0.0528	18664, 18721
3	138763340	139069067	6	-0.6523	18722, 18727
3	139088193	139098275	5	-4.2267	18728, 18732
3	139180943	142136009	81	0.0822	18733, 18813
3	142151576	142285064	6	-1.5333	18814, 18819
3	142395051	142741776	22	-0.0082	18820, 18841
3	142747203	142747352	2	-3.4228	18842, 18843
3	142747390	153840739	242	0.0251	18844, 19085
3	154022730	154042016	4	-1.3987	19086, 19089
3	154042017	155571200	22	0.0612	19090, 19111
3	155571206	155628919	9	-0.6729	19112, 19120
3	156139399	156570772	20	0.0727	19121, 19140
3	156869978	156877789	5	-0.8036	19141, 19145
3	157154840	158320671	36	0.1427	19146, 19181
3	158363525	158369902	4	-1.3039	19182, 19185
3	158369909	160073917	50	0.0728	19186, 19235
3	160119800	160138596	5	-1.7776	19236, 19240
3	160156141	160945052	26	0.035	19241, 19266
3	160945117	160955995	3	-1.8091	19267, 19269
3	161063943	179137300	235	0.0579	19270, 19504
3	179287976	179294444	5	-3.4566	19505, 19509
3	179310507	179336220	11	-0.9468	19510, 19520
3	179408047	183823141	109	-0.0354	19521, 19629
3	183855458	183858397	4	-3.0051	19630, 19633
3	183873567	183884316	5	0.0843	19634, 19638
3	183896737	183898700	5	-1.7695	19639, 19643
3	183905479	184002894	31	-0.0268	19644, 19674
3	184019844	184021532	5	-3.1312	19675, 19679
3	184039325	184041680	5	-0.9235	19680, 19684
3	184059878	184076875	10	0.0982	19685, 19694
3	184082823	184083015	5	-1.8566	19695, 19699
3	184084511	184086001	4	-4.7145	19700, 19703
3	184090615	196612969	417	-0.0382	19704, 20120
3	196664414	196666270	7	-3.4542	20121, 20127
3	196674899	197707217	48	-0.0705	20128, 20175
4	265908	1803756	127	-0.0271	20176, 20302
4	1834482	1838303	3	-1.943	20303, 20305
4	1843308	2200412	27	-0.0376	20306, 20332
4	2209745	2242570	5	-1.7803	20333, 20337
4	2252843	2935357	45	0.0167	20338, 20382
4	2951708	2964885	4	-1.1313	20383, 20386
4	2990519	4199700	41	0.1033	20387, 20427
4	4199746	4228403	4	-0.9844	20428, 20431
4	4242074	4418988	20	0.1851	20432, 20451
4	4458933	4461216	5	-1.1171	20452, 20456
4	4861747	7056056	92	0.1174	20457, 20548
4	7062809	7064168	3	-2.8915	20549, 20551
4	7065810	17616399	189	0.0614	20552, 20740
4	17616399	17625256	4	-2.7177	20741, 20744
4	17706648	17805607	10	0.1468	20745, 20754
4	17812800	17819048	5	-1.2345	20755, 20759
4	17910915	23886492	31	0.2038	20760, 20790
4	24556453	24577909	3	-3.4471	20791, 20793
4	24577984	25351132	32	0.0752	20794, 20825
4	25381991	25396490	5	-2.2392	20826, 20830
4	25665913	54256763	393	0.0314	20831, 21223
4	54256779	54257225	2	-2.79	21224, 21225
4	54265937	57307938	79	-0.212	21226, 21304
4	57314654	57340516	6	-1.1726	21305, 21310
4	57349344	57843392	38	-0.3243	21311, 21348
4	57857003	57876606	5	-4.3318	21349, 21353
4	57976128	66467570	20	-0.0772	21354, 21373
4	68380091	68380404	4	-1.9382	21374, 21377
4	68384002	76861954	347	-0.1435	21378, 21724
4	76890448	76902550	5	-2.0031	21725, 21729
4	76925986	77003205	16	-0.0268	21730, 21745
4	77003197	77116960	11	-0.9111	21746, 21756
4	77134578	83970471	166	-0.1213	21757, 21922
4	83971029	83978562	4	-1.8166	21923, 21926
4	84026055	84391509	30	-0.364	21927, 21956
4	84502750	89393654	125	0.0062	21957, 22081
4	89442786	89573240	10	-0.7502	22082, 22091
4	89574202	99428866	103	-0.0964	22092, 22194
4	99806181	99812448	4	-3.174	22195, 22198
4	99917000	120528383	401	-0.1663	22199, 22599
4	120982079	120986962	5	-3.0063	22600, 22604
4	121738063	122682823	29	-0.1052	22605, 22633
4	122723865	122744665	10	-2.287	22634, 22643
4	122770048	128725223	82	-0.1839	22644, 22725
4	128806908	128807649	5	-1.5324	22726, 22730
4	128859969	140196555	65	-0.229	22731, 22795
4	140216230	140280904	7	-1.4312	22796, 22802
4	140375497	145628315	106	-0.0753	22803, 22908
4	145916714	146038543	10	-4.3177	22909, 22918
4	146067408	146823974	27	-0.0415	22919, 22945
4	147104145	147108434	2	-4.1903	22946, 22947
4	147108429	155412275	152	-0.0352	22948, 23099
4	155467024	155468986	5	-1.4762	23100, 23104
4	155486973	164394776	144	0.0663	23105, 23248
4	164428249	164435242	3	-1.8609	23249, 23251
4	164436505	177190145	194	0.0523	23252, 23445
4	177241319	177248356	5	-1.7328	23446, 23450
4	177632711	184585158	50	0.0528	23451, 23500
4	184598621	184601426	3	-2.0555	23501, 23503
4	184605972	190876209	143	0.0828	23504, 23646
5	143220	32739128	370	0.0375	23647, 24016
5	33453456	33456282	4	-3.1508	24017, 24020
5	33457356	34911835	37	0.145	24021, 24057
5	34911866	34916012	6	-0.6562	24058, 24063
5	34918564	34923324	3	-2.5745	24064, 24066
5	34935827	37245599	76	0.0571	24067, 24142
5	37328488	37341306	4	-1.3038	24143, 24146
5	37352897	37605182	5	-3.4648	24147, 24151
5	37605214	43040070	127	0.0321	24152, 24278
5	43122261	43161888	5	-1.6642	24279, 24283
5	43246069	43277428	5	0.0781	24284, 24288
5	43297189	43298981	5	-3.1597	24289, 24293
5	43382098	54603230	142	-0.0583	24294, 24435
5	54623570	54649011	4	-3.7344	24436, 24439
5	54649063	61657115	116	-0.0207	24440, 24555
5	61689837	61783677	10	-1.3337	24556, 24565
5	61875619	64766650	40	0.0588	24566, 24605
5	64824767	64868017	9	-2.2125	24606, 24614
5	64906815	68412289	58	0.0319	24615, 24672
5	68464040	74880647	180	-0.5623	24673, 24852
5	74880642	76933020	72	-0.0668	24853, 24924
5	76989096	77473184	9	-0.8784	24925, 24933
5	77523978	80600714	105	-0.0798	24934, 25038
5	80600774	80604411	4	-1.4188	25039, 25042
5	80640837	81474407	14	-0.1144	25043, 25056
5	81572231	81573586	5	-3.756	25057, 25061
5	81606008	96460215	183	-0.1429	25062, 25244
5	96508906	96514846	5	-2.0881	25245, 25249
5	98109756	112174650	125	-0.1635	25250, 25374
5	112198245	112200367	6	-2.7146	25375, 25380
5	112238142	132652345	416	-0.0683	25381, 25796
5	133295474	133536142	18	-1.0073	25797, 25814
5	133537532	137518921	173	-0.1157	25815, 25987
5	137536813	137548756	4	-3.8294	25988, 25991
5	137548851	137802916	31	-0.0227	25992, 26022
5	137847176	137909487	10	-3.1315	26023, 26032
5	138118981	138456770	15	-0.0911	26033, 26047
5	138651828	138653357	5	-1.125	26048, 26052
5	138699562	140021936	122	-0.1706	26053, 26174
5	140026839	140084064	36	-1.2978	26175, 26210
5	140166513	140699010	155	-0.0075	26211, 26365
5	140699261	140699467	4	-1.0597	26366, 26369
5	140710337	145483765	205	0.0069	26370, 26574
5	145523857	145544014	5	-2.6452	26575, 26579
5	145609317	149792197	198	-0.0025	26580, 26777
5	149826442	149826532	2	-4.3923	26778, 26779
5	149901082	150078157	18	-0.2833	26780, 26797
5	150078158	150080027	2	-4.969	26798, 26799
5	150110970	159822080	278	-0.1205	26800, 27077
5	159840601	159849747	6	-2.433	27078, 27083
5	159849753	167915742	54	-0.0491	27084, 27137
5	167919707	167922392	4	-1.6663	27138, 27141
5	167993125	168271615	10	-0.0052	27142, 27151
5	169020413	169021497	5	-1.5844	27152, 27156
5	169081455	172517952	112	-0.0511	27157, 27268
5	172573873	172581417	5	-1.0489	27269, 27273
5	172660150	175306930	58	0.0935	27274, 27331
5	175394176	175395080	4	-1.8017	27332, 27335
5	175395101	175793596	21	-0.1919	27336, 27356
5	175812250	175815447	5	-2.1749	27357, 27361
5	175815947	176730093	80	-0.1319	27362, 27441
5	176731706	176732937	3	-2.4748	27442, 27444
5	176734958	177580680	95	0.013	27445, 27539
5	177580670	177580722	3	-1.7584	27540, 27542
5	177631979	179020650	65	0.0514	27543, 27607
5	179044888	179048339	5	-1.0073	27608, 27612
5	179070464	180651672	126	0.0132	27613, 27738
5	180666171	180670700	5	-1.8776	27739, 27743
5	180687336	180687573	5	0.006	27744, 27748
6	311927	5086242	146	-0.0774	27749, 27894
6	5216849	5260902	4	-1.8446	27895, 27898
6	5369051	7393505	35	0.0658	27899, 27933
6	7398927	7404215	4	-1.9016	27934, 27937
6	7542262	8428247	38	-0.0051	27938, 27975
6	10404912	10529835	10	-0.7484	27976, 27985
6	10556794	10687392	15	0.0279	27986, 28000
6	10697697	10704770	5	-1.6066	28001, 28005
6	10726170	26027400	361	-0.0823	28006, 28366
6	26032067	27861412	289	-0.7865	28367, 28655
6	27861433	29797246	124	0.0667	28656, 28779
6	29910586	30036906	15	-0.7749	28780, 28794
6	30043127	30523435	49	-0.0322	28795, 28843
6	30525210	30633493	41	-0.7592	28844, 28884
6	30638203	30680519	15	-0.0936	28885, 28899
6	30690390	30691695	5	-2.7444	28900, 28904
6	30708023	31753518	260	-0.1034	28905, 29164
6	31760637	31766275	8	-3.0681	29165, 29172
6	31778797	33256729	265	-0.1678	29173, 29437
6	33257953	33258169	5	-3.5586	29438, 29442
6	33263795	35424080	163	-0.1473	29443, 29605
6	35436786	35437252	3	-4.8576	29606, 29608
6	35438013	36492229	105	-0.0469	29609, 29713
6	36564656	36566718	4	-4.7203	29714, 29717
6	36651970	36790848	10	0.0679	29718, 29727
6	36823777	36882203	9	-0.6098	29728, 29736
6	36882423	36946314	7	-0.1655	29737, 29743
6	36946366	37138798	11	0.2484	29744, 29754
6	37138959	37429422	23	-0.2681	29755, 29777
6	37452571	41774588	170	0.0679	29778, 29947
6	41877063	41898395	10	-1.7138	29948, 29957
6	41903788	43487179	194	-0.1272	29958, 30151
6	43487548	43488031	3	-2.5994	30152, 30154
6	43521114	43593584	15	-0.142	30155, 30169
6	43604169	43648874	14	-0.8678	30170, 30183
6	43655414	44329590	80	-0.0247	30184, 30263
