GENE	BF
ADRA1B	-17.765
ADRA1D	-14.110
ADRA2A	-13.879
ADRA2B	-18.866
ADRA2C	-13.389
ADRB1	-16.525
ADRB2	-7.959
ADRB3	-19.564
ADRBK1	-10.743
ADRBK2	-19.462
ADRM1	-7.898
ADSL	-3.712
ADSS	1.326
ADSSL1	-21.316
ADTRP	-21.347
AEBP1	-21.195
AEBP2	-22.023
AEN	-15.198
AES	-15.946
AFAP1	-18.420
AFAP1L1	-9.762
AFAP1L2	-15.697
AFF1	-10.841
AFF2	-15.109
AFF3	-20.671
AFF4	-16.066
AFG3L2	21.907
AFM	-16.736
AFMID	-12.899
AFP	-11.527
AFTPH	-13.325
AGA	-15.221
AGAP1	-21.472
AGAP2	-9.762
AGAP3	-30.179
AGAP5	-2.727
AGAP6	-3.534
AGAP7	-2.451
AGBL1	-15.442
AGBL2	-27.765
AGBL3	-14.211
AGBL4	-17.334
AGBL5	-16.150
AGER	-18.900
AGFG1	-12.651
AGFG2	-12.285
AGGF1	-11.128
AGK	-12.017
AGL	-8.667
AGMAT	-19.478
AGMO	-17.871
AGO1	-18.071
AGO2	-15.352
AGO3	-8.540
AGO4	-13.122
AGPAT1	-7.027
AGPAT2	-11.670
AGPAT3	-18.420
AGPAT4	-17.193
AGPAT5	-15.765
AGPAT6	-14.328
AGPAT9	-17.129
AGPS	-22.480
AGR2	-17.496
AGR3	-11.869
AGRN	-16.879
AGRP	-8.398
AGT	-26.095
AGTPBP1	-25.713
AGTR1	-13.006
AGTR2	-10.468
AGTRAP	-28.748
AGXT	-20.792
AGXT2	-15.820
AHCTF1	10.307
AHCY	-6.495
AHCYL1	-4.926
AHCYL2	-8.854
AHDC1	-13.716
AHI1	-8.575
AHNAK	-11.128
AHNAK2	-20.480
AHR	-0.314
AHRR	-19.374
AHSA1	-8.244
AHSA2	-6.809
AHSG	-13.004
AHSP	-13.418
AICDA	-15.723
AIDA	-9.764
AIF1	-29.478
AIF1L	-23.851
AIFM1	-14.087
AIFM2	-17.714
AIFM3	-23.743
AIG1	-10.376
AIM1	-23.408
AIM2	-20.174
AIMP1	-11.218
AIMP2	-13.923
AIP	-11.235
AIPL1	-19.847
AIRE	-18.888
AJAP1	-15.987
AJUBA	-26.298
AK1	-9.519
AK2	7.002
AK3	-3.179
AK4	-1.474
AK5	-17.608
AK6	-2.344
AK7	-20.186
AK8	-19.051
AK9	-19.675
AKAP1	-19.393
AKAP10	-10.864
AKAP11	-14.844
AKAP12	-11.818
AKAP13	-19.623
AKAP14	-32.687
AKAP17A	-12.489
AKAP2	-13.530
AKAP3	-14.577
AKAP4	-9.089
AKAP5	-10.013
AKAP6	-16.093
AKAP7	-31.517
AKAP8	-14.010
AKAP8L	-8.581
AKAP9	2.207
AKIP1	-10.469
AKIRIN1	-5.855
AKIRIN2	45.809
AKNA	-9.273
AKNAD1	-18.383
AKR1A1	-30.082
AKR1B1	-11.868
AKR1B10	-16.166
AKR1B15	11.119
AKR1C1	-12.894
AKR1C2	-9.801
AKR1C3	-13.124
AKR1C4	-9.994
AKR1D1	-7.991
AKR1E2	-19.281
AKR7A2	-12.383
AKR7A3	-19.458
AKT1	-18.235
AKT1S1	-17.637
AKT2	-19.192
AKT3	-11.101
AKTIP	-2.022
ALAD	-17.017
ALAS1	-15.185
ALAS2	-13.056
ALB	-20.166
ALCAM	-7.355
ALDH16A1	-22.398
ALDH18A1	-16.049
ALDH1A1	-18.594
ALDH1A2	-17.464
ALDH1A3	-16.583
ALDH1B1	-18.128
ALDH1L1	-24.081
ALDH1L2	-17.047
ALDH2	-16.423
ALDH3A1	-20.345
ALDH3A2	-15.902
ALDH3B2	-18.380
ALDH4A1	-14.279
ALDH5A1	-14.532
ALDH6A1	-11.889
ALDH7A1	-11.263
ALDH8A1	-15.706
ALDH9A1	-0.641
ALDOA	-4.902
ALDOB	-18.549
ALDOC	-10.890
ALG1	21.222
ALG10	-0.618
ALG10B	0.445
ALG11	63.054
ALG12	-17.756
ALG13	6.101
ALG14	3.049
ALG1L	13.134
ALG2	58.995
ALG3	-19.895
ALG5	-2.653
ALG6	-15.044
ALG8	-9.283
ALG9	-9.191
ALK	-13.294
ALKBH1	-20.187
ALKBH2	-10.469
ALKBH3	-11.273
ALKBH4	-14.619
ALKBH5	-10.971
ALKBH6	-13.906
ALKBH7	-9.731
ALKBH8	-12.322
ALLC	-6.372
ALMS1	-14.454
ALOX12	-16.424
ALOX12B	-10.852
ALOX15	-18.206
ALOX15B	-13.253
ALOX5	-10.934
ALOX5AP	-18.264
ALOXE3	-18.160
ALPI	-19.111
ALPK1	-14.346
ALPK2	-16.516
ALPK3	-4.508
ALPL	-19.177
ALPP	-11.908
ALPPL2	-7.909
ALS2	-15.610
ALS2CL	-18.452
ALS2CR11	-14.864
ALS2CR12	-13.443
ALX1	-19.636
ALX3	-6.047
ALX4	-14.764
ALYREF	24.098
AMACR	-8.201
AMBN	-5.137
AMBP	-19.612
AMBRA1	-15.991
AMD1	0.594
AMDHD1	-12.100
AMDHD2	-9.104
AMELX	-8.850
AMELY	-14.742
AMER1	-13.583
AMER2	-27.041
AMER3	-13.137
AMFR	-11.225
AMH	-7.694
AMHR2	-19.518
AMICA1	-14.241
AMIGO1	-13.078
AMIGO2	-16.017
AMIGO3	-16.448
AMMECR1	-18.467
AMMECR1L	-26.191
AMN	-17.470
AMN1	-21.398
AMOT	-18.566
AMOTL1	-11.054
AMOTL2	-16.886
AMPD1	-22.324
AMPD2	-19.258
AMPD3	-21.022
AMPH	-15.605
AMT	-13.281
AMTN	-21.747
AMY1B	-0.938
AMY2A	-4.674
AMY2B	-4.000
AMZ1	-20.053
AMZ2	-20.850
ANAPC1	61.801
ANAPC10	69.086
ANAPC11	76.554
ANAPC13	-7.931
ANAPC15	-6.514
ANAPC16	-5.531
ANAPC2	55.489
ANAPC4	46.767
ANAPC5	52.744
ANAPC7	-29.866
ANG	-12.541
ANGEL1	-15.346
ANGEL2	-7.586
ANGPT1	-19.576
ANGPT2	-18.732
ANGPT4	-21.642
ANGPTL1	-14.030
ANGPTL2	-14.637
ANGPTL3	-13.646
ANGPTL4	-11.575
ANGPTL5	-5.053
ANGPTL6	-13.265
ANGPTL7	-20.294
ANHX	-16.597
ANK1	-33.127
ANK2	-15.191
ANK3	-11.404
ANKAR	-11.020
ANKDD1A	-14.762
ANKDD1B	-17.180
ANKEF1	-17.970
ANKFN1	-12.088
ANKFY1	-7.344
ANKH	-19.872
ANKHD1	-2.494
ANKHD1-EIF4EBP3	-8.546
ANKIB1	-7.937
ANKK1	-18.337
ANKLE1	-18.043
ANKLE2	87.222
ANKMY1	-11.690
ANKMY2	-9.139
ANKRA2	-17.710
ANKRD1	-5.882
ANKRD10	-19.382
ANKRD11	-7.537
ANKRD12	-20.067
ANKRD13A	-15.033
ANKRD13B	-18.146
ANKRD13C	-16.145
ANKRD13D	-19.713
ANKRD16	-6.946
ANKRD17	-11.919
ANKRD18A	-13.935
ANKRD2	-19.903
ANKRD22	-6.655
ANKRD23	-13.384
ANKRD24	-20.481
ANKRD26	-14.440
ANKRD27	-11.623
ANKRD28	-15.239
ANKRD29	-21.566
ANKRD30A	-11.866
ANKRD30B	-24.418
ANKRD31	-22.988
ANKRD32	-16.063
ANKRD33	-14.722
ANKRD33B	-9.648
ANKRD34A	-14.741
ANKRD34B	-12.922
ANKRD34C	-8.869
ANKRD35	-14.239
ANKRD36	11.127
ANKRD37	-15.895
ANKRD39	-9.612
ANKRD40	-13.984
ANKRD42	-19.767
ANKRD44	-19.704
ANKRD45	-21.781
ANKRD46	-19.531
ANKRD49	-7.229
ANKRD50	-23.128
ANKRD52	-10.287
ANKRD53	-15.131
ANKRD54	-8.455
ANKRD55	-16.057
ANKRD6	-20.335
ANKRD61	-17.645
ANKRD62	-14.455
ANKRD65	4.015
ANKRD66	-11.132
ANKRD7	-10.920
ANKRD9	-18.057
ANKS1A	-19.546
ANKS1B	-48.283
ANKS3	-15.818
ANKS4B	-21.001
ANKS6	-11.373
ANKZF1	-13.739
ANLN	-11.467
ANO1	-16.732
ANO10	-18.615
ANO3	-12.155
ANO4	-11.224
ANO5	-15.879
ANO6	-15.115
ANO7	-7.799
ANO8	-13.085
ANO9	-16.888
ANP32A	-12.610
ANP32B	-2.957
ANP32D	-14.177
ANP32E	-31.458
ANPEP	-21.210
ANTXR1	-14.635
ANTXR2	-19.744
ANTXRL	-12.030
ANXA1	-9.468
ANXA10	-13.656
ANXA11	-17.234
ANXA13	-10.603
ANXA2	-20.970
ANXA2R	-13.088
ANXA3	-9.726
ANXA4	-13.615
ANXA5	-10.542
ANXA6	-23.403
ANXA7	-12.087
ANXA8	-6.418
ANXA8L1	-11.712
ANXA8L2	-0.250
ANXA9	-20.749
AOAH	-17.434
AOC1	-13.494
AOC2	-21.542
AOC3	-31.092
AOX1	-19.057
AP1AR	-17.078
AP1B1	-15.230
AP1G1	-8.424
AP1G2	-5.414
AP1M1	-11.320
AP1M2	-15.059
AP1S1	-15.558
AP1S2	3.463
AP1S3	-12.331
AP2A1	-13.225
AP2A2	-14.396
AP2B1	-15.289
AP2M1	32.470
AP2S1	34.385
AP3B1	3.772
AP3B2	-17.305
AP3D1	-14.588
AP3M1	-12.998
AP3M2	-11.687
AP3S1	-9.027
AP3S2	-14.331
AP4B1	-20.627
AP4E1	-10.630
AP4M1	-11.334
AP4S1	-19.168
AP5B1	-15.448
AP5M1	-12.644
AP5S1	-12.593
AP5Z1	-12.692
APAF1	-20.900
APBA1	-16.802
APBA2	-15.286
APBA3	-17.723
APBB1	-14.801
APBB1IP	-18.819
APBB2	-31.790
APBB3	-15.235
APC	-11.914
APC2	-14.915
APCDD1	-14.592
APCDD1L	-14.354
APCS	-6.553
APEH	-15.311
APEX1	-6.729
APEX2	-12.422
APH1A	6.088
APH1B	-14.376
API5	-4.963
APIP	-3.317
APITD1	-14.852
APITD1-CORT	-9.197
APLF	-9.993
APLN	-9.343
APLNR	-26.615
APLP1	-13.119
APLP2	-16.676
APMAP	-16.215
APOA1	-20.265
APOA1BP	-19.720
APOA2	-21.637
APOA4	-13.555
APOA5	-18.606
APOB	-19.362
APOBEC1	-9.793
APOBEC2	-14.358
APOBEC3A	-14.914
APOBEC3B	-15.265
APOBEC3C	-9.585
APOBEC3D	-13.781
APOBEC3F	-19.249
APOBEC3G	-26.338
APOBEC3H	-13.516
APOBEC4	-18.331
APOBR	-20.934
APOC1	-21.035
APOC2	-16.389
APOC3	-17.147
APOC4	-20.135
APOD	-11.993
APOE	-19.146
APOF	-13.854
APOH	-10.342
APOL1	-18.720
APOL2	-13.755
APOL3	-9.608
APOL5	-18.863
APOL6	-17.531
APOLD1	-12.232
APOM	-24.614
APOO	-17.650
APOOL	-8.288
APOPT1	-21.638
APP	-16.146
APPBP2	-10.839
APPL1	-11.839
APPL2	-14.751
APRT	-10.000
APTX	-16.989
AQP1	-9.526
AQP10	-16.793
AQP11	-21.658
AQP12B	-4.964
AQP2	-12.281
AQP3	-19.955
AQP4	-21.305
AQP5	-18.266
AQP6	-15.846
AQP7	-1.246
AQP8	-21.285
AQP9	-20.429
AQPEP	-18.208
AQR	52.042
AR	-12.674
ARAF	-16.853
ARAP1	-14.676
ARAP2	-18.678
ARAP3	-11.544
ARC	-10.661
ARCN1	38.859
AREG	-15.470
AREL1	-13.886
ARF1	-0.615
ARF3	-14.723
ARF4	8.551
ARF5	-19.219
ARF6	-1.666
ARFGAP1	-20.704
ARFGAP2	-16.966
ARFGAP3	-21.643
ARFGEF1	-10.394
ARFGEF2	-8.761
ARFIP1	-12.436
ARFIP2	-16.624
ARFRP1	65.717
ARG1	-13.653
ARG2	-21.096
ARGFX	-18.775
ARGLU1	12.150
ARHGAP1	-14.043
ARHGAP10	-13.337
ARHGAP11A	-0.260
ARHGAP11B	12.807
ARHGAP12	-17.267
ARHGAP15	-17.099
ARHGAP17	-21.218
ARHGAP18	-18.428
ARHGAP19	-1.465
ARHGAP20	-16.975
ARHGAP21	-6.441
ARHGAP22	-22.759
ARHGAP23	-19.211
ARHGAP24	-0.956
ARHGAP25	-22.223
ARHGAP26	-18.672
ARHGAP27	-30.958
ARHGAP28	-13.272
ARHGAP29	-19.969
ARHGAP30	-13.615
ARHGAP31	-11.391
ARHGAP32	-17.084
ARHGAP33	-15.070
ARHGAP35	-13.059
ARHGAP36	-26.681
ARHGAP39	-12.994
ARHGAP4	-17.110
ARHGAP44	-15.761
ARHGAP5	-13.763
ARHGAP6	-14.052
ARHGAP8	-15.625
ARHGAP9	-12.981
ARHGDIA	-27.706
ARHGDIB	-11.113
ARHGDIG	-13.164
ARHGEF1	-18.636
ARHGEF10	-18.458
ARHGEF10L	-13.325
ARHGEF11	-11.456
ARHGEF12	-14.188
ARHGEF15	-24.979
ARHGEF16	-19.293
ARHGEF17	-14.175
ARHGEF18	-18.026
ARHGEF19	-16.836
ARHGEF2	-17.135
ARHGEF25	-13.409
ARHGEF26	-12.346
ARHGEF28	-31.265
ARHGEF3	-16.719
ARHGEF33	-6.266
ARHGEF35	-8.931
ARHGEF37	-18.420
ARHGEF38	-8.536
ARHGEF39	-19.039
ARHGEF4	-17.162
ARHGEF40	-18.008
ARHGEF5	-8.750
ARHGEF6	-18.617
ARHGEF7	-14.904
ARHGEF9	-13.353
ARID1A	-13.732
ARID1B	-16.044
ARID2	-4.223
ARID3A	-23.649
ARID3B	-7.200
ARID3C	-14.786
ARID4A	-18.198
ARID4B	-5.599
ARID5A	-15.346
ARID5B	-10.731
ARIH1	35.786
ARIH2	-17.963
ARIH2OS	-19.589
ARL1	-4.768
ARL10	-12.027
ARL11	-9.563
ARL13A	-17.052
ARL13B	-11.616
ARL14	-14.279
ARL14EP	-6.261
ARL14EPL	-12.959
ARL15	-13.903
ARL16	-21.398
ARL2	44.734
ARL2BP	-5.099
ARL3	-14.713
ARL4A	-7.722
ARL4C	-15.164
ARL4D	-14.027
ARL5A	-23.712
ARL5B	-15.087
ARL5C	-14.497
ARL6	-15.991
ARL6IP1	-9.744
ARL6IP4	-17.034
ARL6IP5	-12.522
ARL6IP6	-12.132
ARL8A	-13.946
ARL8B	-2.644
ARL9	-15.977
ARMC1	-14.116
ARMC10	-2.878
ARMC12	-20.103
ARMC2	-17.804
ARMC3	-14.855
ARMC4	-17.573
ARMC5	-6.791
ARMC6	-16.637
ARMC7	0.237
ARMC8	-8.072
ARMC9	-17.754
ARMCX1	-22.216
ARMCX2	-15.683
ARMCX3	-8.798
ARMCX4	-17.693
ARMCX5	-11.618
ARMCX6	-14.332
ARMS2	-13.422
ARNT	-6.738
ARNT2	-21.884
ARNTL	-10.371
ARNTL2	-15.515
ARPC1A	-15.594
ARPC1B	-16.980
ARPC2	6.906
ARPC3	-2.774
ARPC4	20.925
ARPC4-TTLL3	-6.634
ARPC5	-8.845
ARPC5L	-20.509
ARPP19	-4.834
ARPP21	-32.956
ARR3	-14.400
ARRB1	-12.481
ARRB2	-22.803
ARRDC1	-15.392
ARRDC2	-16.458
ARRDC3	-26.970
ARRDC4	-14.950
ARRDC5	-15.019
ARSA	-14.277
ARSB	-17.615
ARSD	-15.074
ARSE	-12.317
ARSF	-20.724
ARSG	-13.615
ARSH	-5.737
ARSI	-20.108
ARSJ	-16.616
ARSK	-10.709
ART1	-22.596
ART3	-11.146
ART4	-19.290
ART5	-19.595
ARTN	-1.612
ARV1	-11.838
ARVCF	-20.326
ARX	-14.029
AS3MT	-10.973
ASAH1	-22.924
ASAH2	-20.138
ASAH2B	-9.488
ASAP1	-15.246
ASAP2	-19.702
ASAP3	-9.811
ASB1	-19.135
ASB10	-21.444
ASB11	-17.264
ASB12	-14.146
ASB13	-19.746
ASB14	-16.123
ASB15	-24.648
ASB16	-13.575
ASB17	-8.178
ASB18	-18.667
ASB2	-17.071
ASB3	-18.321
ASB4	-17.489
ASB5	-14.724
ASB6	-10.563
ASB7	-14.015
ASB8	-13.877
ASB9	-21.989
ASCC1	-8.380
ASCC2	-20.356
ASCC3	15.991
ASCL1	-17.213
ASCL2	-14.087
ASCL3	-22.262
ASCL4	-14.113
ASCL5	-14.556
ASF1A	-1.904
ASF1B	-12.812
ASGR1	-20.576
ASGR2	-20.062
ASH1L	-13.599
ASH2L	9.148
ASIC1	-3.662
ASIC2	-15.126
ASIC3	-21.922
ASIC4	-16.605
ASIC5	-18.378
ASIP	-10.960
ASL	-19.205
ASMT	-13.159
ASMTL	-10.726
ASNA1	-11.784
ASNS	-8.150
ASNSD1	-10.605
ASPA	-15.808
ASPDH	-16.553
ASPG	-21.720
ASPH	-14.142
ASPHD1	-23.406
ASPHD2	-17.035
ASPM	-17.373
ASPRV1	-11.567
ASPSCR1	-12.911
ASRGL1	-14.130
ASS1	-13.104
ASTE1	-15.148
ASTL	-15.089
ASTN1	-13.270
ASTN2	-47.212
ASUN	-11.084
ASXL1	-13.404
ASXL3	-18.657
ASZ1	-16.688
ATAD1	-10.397
ATAD2	-9.599
ATAD2B	-13.197
ATAD3A	-19.610
ATAD3B	-14.234
ATAD3C	-19.434
ATAD5	-12.203
ATAT1	-31.425
ATCAY	-21.860
ATE1	-21.221
ATF1	1.464
ATF2	-12.005
ATF3	-34.528
ATF4	-8.422
ATF5	-10.633
ATF6	-11.539
ATF6B	-17.646
ATF7	-6.453
ATF7IP	-6.721
ATF7IP2	-19.682
ATG10	-16.640
ATG12	-12.629
ATG13	-20.385
ATG14	-20.696
ATG16L1	-17.785
ATG16L2	-17.062
ATG2A	-15.425
ATG2B	-12.164
ATG3	-5.662
ATG4A	-14.944
ATG4B	-23.578
ATG4C	-11.740
ATG4D	-18.596
ATG5	-14.745
ATG7	-11.757
ATG9A	-5.475
ATHL1	-14.405
ATIC	-16.237
ATL1	-17.887
ATL2	3.759
ATL3	-12.184
ATM	-12.081
ATMIN	-16.436
ATN1	-18.225
ATOH1	-14.239
ATOH7	-21.023
ATOH8	-21.014
ATOX1	-9.541
ATP10A	-14.574
ATP10B	-16.904
ATP10D	-14.873
ATP11A	-14.923
ATP11B	-5.768
ATP11C	-11.103
ATP12A	-20.846
ATP13A1	-13.671
ATP13A2	-13.095
ATP13A3	-14.311
ATP13A4	-21.250
ATP13A5	-19.169
ATP1A1	-0.680
ATP1A2	-15.027
ATP1A3	-22.402
ATP1A4	-31.355
ATP1B1	-11.852
ATP1B2	-20.250
ATP1B3	-8.605
ATP1B4	-17.534
ATP2A1	-19.434
ATP2A2	54.350
ATP2A3	-19.914
ATP2B1	-6.992
ATP2B2	-14.289
ATP2B3	-17.517
ATP2B4	-17.308
ATP2C1	-13.856
ATP2C2	-10.076
ATP4A	-20.807
ATP4B	-12.950
ATP5A1	36.149
ATP5B	31.917
ATP5C1	28.337
ATP5D	30.467
ATP5F1	-2.006
ATP5G1	-2.900
ATP5G2	-13.139
ATP5G3	-19.341
ATP5H	-4.188
ATP5I	-3.683
ATP5J	-14.136
ATP5J2	-24.837
ATP5J2-PTCD1	-55.775
ATP5L	18.829
ATP5L2	5.670
ATP5O	11.628
ATP5S	-9.923
ATP5SL	-3.520
ATP6AP1	-12.957
ATP6AP1L	-7.525
ATP6AP2	-8.343
ATP6V0A1	-17.141
ATP6V0A2	-11.978
ATP6V0A4	-16.319
ATP6V0B	18.463
ATP6V0C	81.280
ATP6V0D1	83.513
ATP6V0D2	-3.923
ATP6V0E1	-10.295
ATP6V0E2	-8.406
ATP6V1A	83.434
ATP6V1B1	-16.520
ATP6V1B2	59.773
ATP6V1C1	28.824
ATP6V1C2	-9.495
ATP6V1D	30.477
ATP6V1E1	45.905
ATP6V1E2	-20.042
ATP6V1F	14.402
ATP6V1G1	47.141
ATP6V1G2	-22.136
ATP6V1G3	-13.677
ATP6V1H	28.417
ATP7A	-7.476
ATP7B	-17.941
ATP8A1	-14.624
ATP8A2	-23.610
ATP8B1	-18.406
ATP8B2	-14.891
ATP8B3	-20.355
ATP8B4	-21.487
ATP9A	-13.944
ATP9B	-8.537
ATPAF1	-46.943
ATPAF2	-20.622
ATPIF1	-7.101
ATR	30.354
ATRAID	-14.614
ATRIP	5.323
ATRN	-14.467
ATRNL1	-16.577
ATRX	-13.588
ATXN1	-18.552
ATXN10	32.286
ATXN1L	-10.459
ATXN2	-12.434
