GENE	BF
ACSL1	-4.942
ACSL3	-9.125
ACSL4	2.596
ACSL5	2.398
ACSL6	-8.147
ACSM1	-4.945
ACSM2A	-5.747
ACSM2B	-7.061
ACSM3	-1.495
ACSM4	-1.966
ACSM5	-3.488
ACSS1	-11.446
ACSS2	-5.198
ACSS3	-6.719
ACTA1	-9.035
ACTA2	-2.910
ACTB	2.683
ACTBL2	-7.805
ACTC1	-6.663
ACTG1	8.680
ACTG2	-10.641
ACTL10	-11.964
ACTL6A	6.696
ACTL6B	-11.284
ACTL7A	-5.993
ACTL7B	-10.355
ACTL8	-9.330
ACTL9	-11.889
ACTN1	-5.723
ACTN2	-8.685
ACTN4	-11.570
ACTR10	5.714
ACTR1A	-0.993
ACTR1B	-3.760
ACTR2	28.438
ACTR3	10.172
ACTR3B	-7.372
ACTR3C	3.108
ACTR5	-6.157
ACTR6	-14.384
ACTR8	3.621
ACTRT1	-5.312
ACTRT2	-11.142
ACTRT3	-2.917
ACVR1	-11.463
ACVR1B	-2.631
ACVR1C	-8.178
ACVR2A	-1.324
ACVR2B	-5.072
ACVRL1	-10.769
ACY1	-1.998
ACY3	-5.397
ACYP1	-9.807
ACYP2	-8.122
ADA	-4.584
ADAD1	-8.640
ADAD2	-11.726
ADAL	-6.675
ADAM10	-5.117
ADAM11	-0.580
ADAM12	-5.622
ADAM15	-7.637
ADAM17	-11.314
ADAM18	-9.646
ADAM19	-7.517
ADAM2	-6.182
ADAM20	-5.169
ADAM21	-4.124
ADAM22	-9.081
ADAM23	-9.353
ADAM28	-3.557
ADAM29	-6.675
ADAM30	-4.366
ADAM32	2.706
ADAM33	-3.594
ADAM7	-8.383
ADAM8	-9.984
ADAM9	-5.091
ADAMDEC1	-7.456
ADAMTS1	-1.800
ADAMTS10	-8.876
ADAMTS12	-9.396
ADAMTS13	-7.568
ADAMTS14	-5.375
ADAMTS15	-8.429
ADAMTS16	-8.604
ADAMTS17	-3.021
ADAMTS18	-7.688
ADAMTS19	-10.005
ADAMTS2	-7.507
ADAMTS20	-9.570
ADAMTS3	1.487
ADAMTS4	-6.831
ADAMTS5	-9.679
ADAMTS6	-5.823
ADAMTS7	-6.805
ADAMTS8	-6.576
ADAMTS9	-2.329
ADAMTSL1	-11.097
ADAMTSL2	-7.676
ADAMTSL3	-7.365
ADAMTSL4	-5.490
ADAMTSL5	0.483
ADAP1	-4.883
ADAP2	1.988
ADAR	2.419
ADARB1	-6.740
ADARB2	-8.221
ADAT1	-5.578
ADAT2	-4.357
ADAT3	-0.186
ADC	-8.973
ADCK1	-6.381
ADCK2	-8.099
ADCK3	-5.451
ADCK4	-8.461
ADCK5	-10.468
ADCY1	-9.418
ADCY10	-2.329
ADCY2	-10.845
ADCY3	-4.938
ADCY4	-5.399
ADCY5	-7.979
ADCY6	-9.187
ADCY7	-6.937
ADCY8	-3.980
ADCY9	-12.001
ADCYAP1	-3.800
ADCYAP1R1	-9.287
ADD1	-7.249
ADD2	-3.534
ADD3	-3.728
ADH1A	-5.577
ADH1B	-8.029
ADH4	-5.153
ADH5	6.844
ADH6	-2.224
ADH7	-14.555
ADHFE1	-3.412
ADI1	-2.861
ADIG	-7.473
ADIPOQ	-9.544
ADIPOR1	-6.419
ADIPOR2	-6.517
ADIRF	-8.478
ADK	-10.722
ADM	-6.012
ADM2	-10.551
ADM5	-6.560
ADNP	-4.549
ADNP2	7.581
ADO	-5.863
ADORA1	-6.523
ADORA2A	-5.956
ADORA2B	-13.322
ADORA3	-27.117
ADPGK	-10.529
ADPRH	-9.747
ADPRHL1	-6.952
ADPRHL2	-2.481
ADPRM	-4.018
ADRA1A	-7.750
ADRA1B	-5.723
ADRA1D	-7.119
ADRA2A	-8.504
ADRA2B	-10.886
ADRA2C	-4.409
ADRB1	-13.113
ADRB2	-7.211
ADRB3	-7.196
ADRBK1	-10.322
ADRBK2	-9.589
ADRM1	-2.168
ADSL	-7.633
ADSS	6.857
ADSSL1	-8.730
ADTRP	-10.957
AEBP1	-14.566
AEBP2	-6.487
AEN	-5.605
AES	-8.743
AFAP1	-6.729
AFAP1L1	-6.957
AFAP1L2	-8.172
AFF1	-9.719
AFF2	-12.512
AFF3	-4.133
AFF4	-9.442
AFG3L2	6.648
AFM	-5.260
AFMID	-7.481
AFP	-4.578
AFTPH	-11.737
AGA	-10.019
AGAP1	-9.398
AGAP2	-4.723
AGAP3	-19.101
AGAP5	-1.670
AGAP6	-0.253
AGAP7	-1.331
AGBL1	-4.222
AGBL2	-9.030
AGBL3	-3.991
AGBL4	-1.932
AGBL5	-9.017
AGER	-9.715
AGFG1	-10.980
AGFG2	-7.552
AGGF1	-2.877
AGK	-2.473
AGL	-12.896
AGMAT	-10.330
AGMO	-6.629
AGO1	-5.921
AGO2	-7.327
AGO3	-4.832
AGO4	-5.677
AGPAT1	-5.849
AGPAT2	-3.887
AGPAT3	-2.636
AGPAT4	-4.194
AGPAT5	-2.822
AGPAT6	-8.567
AGPAT9	-9.067
AGPS	-4.323
AGR2	-5.113
AGR3	-8.331
AGRN	-11.082
AGRP	-4.537
AGT	-10.745
AGTPBP1	-7.519
AGTR1	-8.052
AGTR2	-4.513
AGTRAP	-12.174
AGXT	-12.082
AGXT2	-10.985
AHCTF1	1.365
AHCY	-0.807
AHCYL1	-6.546
AHCYL2	-4.043
AHDC1	-6.057
AHI1	-4.295
AHNAK	2.226
AHNAK2	-3.709
AHR	-11.104
AHRR	-10.475
AHSA1	-5.594
AHSA2	-4.502
AHSG	-4.282
AHSP	-9.699
AICDA	-10.775
AIDA	-3.799
AIF1	-12.096
AIF1L	-6.409
AIFM1	-9.973
AIFM2	-5.278
AIFM3	-10.844
AIG1	-2.435
AIM1	-10.118
AIM2	-9.811
AIMP1	-4.920
AIMP2	1.585
AIP	-9.854
AIPL1	-5.566
AIRE	-13.538
AJAP1	-7.886
AJUBA	-36.043
AK1	-3.508
AK2	0.776
AK3	-0.782
AK4	0.396
AK5	-3.287
AK6	6.840
AK7	-7.500
AK8	-4.413
AK9	-5.122
AKAP1	-4.177
AKAP10	-7.052
AKAP11	-5.163
AKAP12	-1.721
AKAP13	-4.513
AKAP14	-14.781
AKAP17A	-3.618
AKAP2	-5.870
AKAP3	0.165
AKAP4	-10.127
AKAP5	-7.365
AKAP6	-7.314
AKAP7	-15.505
AKAP8	-10.120
AKAP8L	-3.656
AKAP9	3.173
AKIP1	0.423
AKIRIN1	5.932
AKIRIN2	24.294
AKNA	-0.576
AKNAD1	-6.753
AKR1A1	-8.153
AKR1B1	-0.166
AKR1B10	-9.985
AKR1B15	6.344
AKR1C1	-7.630
AKR1C2	-3.459
AKR1C3	2.290
AKR1C4	-8.094
AKR1D1	0.641
AKR1E2	-15.981
AKR7A2	-5.394
AKR7A3	-8.811
AKT1	-3.985
AKT1S1	-11.354
AKT2	-7.644
AKT3	-8.701
AKTIP	5.596
ALAD	3.145
ALAS1	-11.305
ALAS2	-0.148
ALB	-10.098
ALCAM	-1.810
ALDH16A1	-11.423
ALDH18A1	-12.329
ALDH1A1	-9.422
ALDH1A2	-3.954
ALDH1A3	-8.742
ALDH1B1	-11.330
ALDH1L1	-9.365
ALDH1L2	-7.078
ALDH2	-12.524
ALDH3A1	-10.448
ALDH3A2	-4.402
ALDH3B2	-10.847
ALDH4A1	-5.216
ALDH5A1	-4.022
ALDH6A1	-4.973
ALDH7A1	-9.521
ALDH8A1	-9.403
ALDH9A1	3.930
ALDOA	2.387
ALDOB	-6.456
ALDOC	-2.778
ALG1	17.878
ALG10	0.471
ALG10B	3.878
ALG11	20.042
ALG12	-4.366
ALG13	11.511
ALG14	10.585
ALG1L	4.213
ALG2	27.818
ALG3	-4.656
ALG5	17.314
ALG6	-4.335
ALG8	-1.195
ALG9	1.883
ALK	-7.656
ALKBH1	-7.488
ALKBH2	-9.755
ALKBH3	0.707
ALKBH4	-4.225
ALKBH5	-5.908
ALKBH6	-7.396
ALKBH7	-3.262
ALKBH8	-1.029
ALLC	-0.266
ALMS1	-6.621
ALOX12	-8.823
ALOX12B	-8.095
ALOX15	-9.079
ALOX15B	-8.089
ALOX5	-2.541
ALOX5AP	-11.667
ALOXE3	-5.884
ALPI	-6.056
ALPK1	-2.088
ALPK2	-8.576
ALPK3	-2.412
ALPL	-8.395
ALPP	-7.178
ALPPL2	-2.013
ALS2	-4.039
ALS2CL	-2.136
ALS2CR11	-2.125
ALS2CR12	-5.471
ALX1	-5.364
ALX3	-3.367
ALX4	-10.721
ALYREF	4.785
AMACR	-5.036
AMBN	-4.897
AMBP	-5.240
AMBRA1	3.591
AMD1	4.550
AMDHD1	-7.711
AMDHD2	-3.007
AMELX	1.587
AMELY	-4.153
AMER1	-5.576
AMER2	-5.570
AMER3	-9.682
AMFR	-4.080
AMH	-4.932
AMHR2	-10.311
AMICA1	-2.498
AMIGO1	-7.495
AMIGO2	-5.736
AMIGO3	-9.577
AMMECR1	-3.472
AMMECR1L	-6.897
AMN	-9.969
AMN1	-12.924
AMOT	-13.017
AMOTL1	-9.697
AMOTL2	-15.163
AMPD1	-3.433
AMPD2	-12.177
AMPD3	-8.460
AMPH	-1.265
AMT	-7.710
AMTN	-2.607
AMY1B	-0.501
AMY2A	-1.253
AMY2B	0.047
AMZ1	-4.178
AMZ2	-8.363
ANAPC1	22.210
ANAPC10	17.334
ANAPC11	1.054
ANAPC13	-3.516
ANAPC15	-3.431
ANAPC16	-0.983
ANAPC2	4.014
ANAPC4	25.078
ANAPC5	15.030
ANAPC7	-20.732
ANG	-7.802
ANGEL1	-1.178
ANGEL2	-6.491
ANGPT1	-6.020
ANGPT2	-8.156
ANGPT4	-13.617
ANGPTL1	-7.013
ANGPTL2	-5.574
ANGPTL3	-8.207
ANGPTL4	-3.003
ANGPTL5	5.717
ANGPTL6	-2.946
ANGPTL7	-5.378
ANHX	-5.154
ANK1	-23.722
ANK2	-6.338
ANK3	-2.549
ANKAR	-9.247
ANKDD1A	-4.411
ANKDD1B	-7.411
ANKEF1	-6.154
ANKFN1	-4.587
ANKFY1	-3.580
ANKH	-8.595
ANKHD1	-2.199
ANKHD1-EIF4EBP3	3.327
ANKIB1	-5.214
ANKK1	-9.409
ANKLE1	-10.376
ANKLE2	10.287
ANKMY1	-2.601
ANKMY2	-8.904
ANKRA2	-4.065
ANKRD1	-1.509
ANKRD10	-4.570
ANKRD11	-0.469
ANKRD12	-12.682
ANKRD13A	-7.612
ANKRD13B	-9.279
ANKRD13C	-9.255
ANKRD13D	-10.335
ANKRD16	-3.880
ANKRD17	-0.086
ANKRD18A	-5.440
ANKRD2	-9.948
ANKRD22	-3.888
ANKRD23	-10.663
ANKRD24	-8.214
ANKRD26	-8.410
ANKRD27	-3.746
ANKRD28	-4.063
ANKRD29	-10.680
ANKRD30A	0.288
ANKRD30B	-11.912
ANKRD31	-12.209
ANKRD32	-9.997
ANKRD33	-7.753
ANKRD33B	-0.521
ANKRD34A	-9.509
ANKRD34B	-0.449
ANKRD34C	-2.801
ANKRD35	-5.836
ANKRD36	1.778
ANKRD37	-5.121
ANKRD39	-5.887
ANKRD40	-5.982
ANKRD42	-4.063
ANKRD44	-7.872
ANKRD45	-10.913
ANKRD46	-9.482
ANKRD49	-0.368
ANKRD50	-7.862
ANKRD52	-3.781
ANKRD53	-6.105
ANKRD54	-2.683
ANKRD55	-7.590
ANKRD6	-4.601
ANKRD61	-9.915
ANKRD62	-7.850
ANKRD65	1.612
ANKRD66	-9.239
ANKRD7	-1.304
ANKRD9	-5.673
ANKS1A	-8.740
ANKS1B	-21.311
ANKS3	-8.284
ANKS4B	-6.807
ANKS6	-2.903
ANKZF1	0.167
ANLN	-0.011
ANO1	-0.389
ANO10	-7.446
ANO3	-8.812
ANO4	-8.835
ANO5	-6.006
ANO6	-12.982
ANO7	-5.657
ANO8	-8.395
ANO9	-9.134
ANP32A	2.027
ANP32B	0.950
ANP32D	-7.999
ANP32E	-2.779
ANPEP	-9.663
ANTXR1	-7.900
ANTXR2	-7.104
ANTXRL	0.616
ANXA1	-3.951
ANXA10	-3.072
ANXA11	-4.122
ANXA13	-3.680
ANXA2	-8.781
ANXA2R	-2.183
ANXA3	-2.609
ANXA4	-8.019
ANXA5	-4.500
ANXA6	-7.686
ANXA7	-6.127
ANXA8	-0.064
ANXA8L1	-5.134
ANXA8L2	0.729
ANXA9	-13.296
AOAH	-2.997
AOC1	-8.834
AOC2	-6.298
AOC3	-11.728
AOX1	-6.492
AP1AR	-5.967
AP1B1	-6.825
AP1G1	3.860
AP1G2	-7.655
AP1M1	-4.521
AP1M2	-2.952
AP1S1	-10.448
AP1S2	-2.545
AP1S3	-4.195
AP2A1	-9.998
AP2A2	-7.780
AP2B1	-10.084
AP2M1	-17.966
AP2S1	-16.450
AP3B1	-5.920
AP3B2	-6.341
AP3D1	-4.398
AP3M1	-0.461
AP3M2	-1.330
AP3S1	2.539
AP3S2	-3.087
AP4B1	-7.313
AP4E1	-10.839
AP4M1	-7.224
AP4S1	-9.871
AP5B1	-3.967
AP5M1	-8.630
AP5S1	-9.031
AP5Z1	-7.037
APAF1	-4.550
APBA1	-9.545
APBA2	1.238
APBA3	-8.418
APBB1	-6.027
APBB1IP	-10.732
APBB2	-12.180
APBB3	-12.423
APC	-5.580
APC2	-4.389
APCDD1	-11.128
APCDD1L	-8.163
APCS	0.487
APEH	-5.678
APEX1	-7.205
APEX2	0.788
APH1A	-0.181
APH1B	-3.013
API5	-1.033
APIP	7.857
APITD1	-4.148
APITD1-CORT	-2.711
APLF	-8.010
APLN	-1.583
APLNR	-10.964
APLP1	-8.229
APLP2	-6.426
APMAP	-10.459
APOA1	-12.819
APOA1BP	-13.414
APOA2	-12.155
APOA4	-7.617
APOA5	-9.349
APOB	-6.549
APOBEC1	-3.907
APOBEC2	-6.153
APOBEC3A	-3.560
APOBEC3B	-6.025
APOBEC3C	-0.012
APOBEC3D	-5.675
APOBEC3F	-0.509
APOBEC3G	-16.453
APOBEC3H	-0.520
APOBEC4	-5.951
APOBR	-4.624
APOC1	-3.474
APOC2	-6.699
APOC3	-8.546
APOC4	-6.832
APOD	5.872
APOE	-9.003
APOF	-6.642
APOH	-4.192
APOL1	-6.646
APOL2	-6.950
APOL3	-9.557
APOL5	-7.986
APOL6	-9.982
APOLD1	-7.577
APOM	-8.635
APOO	-3.638
APOOL	2.551
APOPT1	-6.759
APP	-2.249
APPBP2	-2.916
APPL1	-3.071
APPL2	-2.238
APRT	0.519
APTX	-6.790
AQP1	-4.556
AQP10	-1.220
AQP11	-7.551
AQP12B	-4.570
AQP2	-9.165
AQP3	-13.922
AQP4	-12.913
AQP5	-10.713
AQP6	-2.861
AQP7	-4.624
AQP8	-9.163
AQP9	-9.130
AQPEP	-11.800
AQR	20.194
AR	-9.165
ARAF	-13.528
ARAP1	-6.160
ARAP2	-5.035
ARAP3	-3.088
ARC	-6.574
ARCN1	27.853
AREG	-10.032
AREL1	-2.311
ARF1	4.391
ARF3	-10.278
ARF4	11.455
ARF5	-6.910
ARF6	-5.879
ARFGAP1	-8.988
ARFGAP2	-8.239
ARFGAP3	-6.228
ARFGEF1	-1.096
ARFGEF2	-8.008
ARFIP1	-0.252
ARFIP2	-8.565
ARFRP1	3.918
ARG1	-5.822
ARG2	-12.577
ARGFX	-12.173
ARGLU1	1.571
ARHGAP1	-8.016
ARHGAP10	-3.261
ARHGAP11A	5.158
ARHGAP11B	-10.174
ARHGAP12	-3.687
ARHGAP15	-5.567
ARHGAP17	-12.970
ARHGAP18	-9.948
ARHGAP19	-7.187
ARHGAP20	-9.212
ARHGAP21	-5.752
ARHGAP22	-15.887
ARHGAP23	-14.079
ARHGAP24	0.104
ARHGAP25	-13.713
ARHGAP26	-1.342
ARHGAP27	-11.422
ARHGAP28	-10.393
ARHGAP29	-10.688
ARHGAP30	-6.001
ARHGAP31	-7.844
ARHGAP32	-7.259
ARHGAP33	-8.911
ARHGAP35	-9.046
ARHGAP36	-17.274
ARHGAP39	-6.288
ARHGAP4	-10.216
ARHGAP44	-11.638
ARHGAP5	-10.546
ARHGAP6	-9.776
ARHGAP8	-3.405
ARHGAP9	-6.881
ARHGDIA	-7.281
ARHGDIB	-8.585
ARHGDIG	-1.367
ARHGEF1	-6.513
ARHGEF10	-5.617
ARHGEF10L	-6.672
ARHGEF11	-2.486
ARHGEF12	17.524
ARHGEF15	-12.737
ARHGEF16	-6.157
ARHGEF17	-5.801
ARHGEF18	-6.817
ARHGEF19	-7.818
ARHGEF2	-10.333
ARHGEF25	-4.691
ARHGEF26	-3.197
ARHGEF28	-0.942
ARHGEF3	-7.067
ARHGEF33	-5.399
ARHGEF35	6.352
ARHGEF37	-6.636
ARHGEF38	-1.681
ARHGEF39	-10.073
ARHGEF4	-15.480
ARHGEF40	-6.772
ARHGEF5	1.669
ARHGEF6	-1.945
ARHGEF7	0.819
ARHGEF9	-3.162
ARID1A	-0.531
ARID1B	-2.050
ARID2	-1.716
ARID3A	-5.731
ARID3B	-1.787
ARID3C	-11.758
ARID4A	-7.221
ARID4B	2.255
ARID5A	-6.495
ARID5B	-0.931
ARIH1	-5.046
ARIH2	-8.666
ARIH2OS	-9.057
ARL1	0.676
ARL10	-3.625
ARL11	-5.936
ARL13A	-6.167
ARL13B	-4.138
ARL14	-12.713
ARL14EP	-5.383
ARL14EPL	0.236
ARL15	-2.824
ARL16	-6.338
ARL2	2.691
ARL2BP	-0.219
ARL3	-6.450
ARL4A	-4.603
ARL4C	5.842
ARL4D	-0.622
ARL5A	4.816
ARL5B	-7.931
ARL5C	-11.492
ARL6	-7.412
ARL6IP1	-6.329
ARL6IP4	-6.932
ARL6IP5	-6.047
ARL6IP6	-1.823
ARL8A	-2.812
ARL8B	-2.077
ARL9	-7.094
ARMC1	0.127
ARMC10	0.859
ARMC12	-7.327
ARMC2	-3.524
ARMC3	-8.766
ARMC4	-7.663
ARMC5	-4.226
ARMC6	0.217
ARMC7	0.622
ARMC8	-9.505
ARMC9	-5.026
ARMCX1	-5.596
ARMCX2	-2.873
ARMCX3	-2.626
ARMCX4	-8.062
ARMCX5	-2.771
ARMCX6	-1.869
ARMS2	-8.519
ARNT	-13.125
ARNT2	-7.909
ARNTL	3.821
ARNTL2	-7.862
ARPC1A	-1.021
ARPC1B	-3.180
ARPC2	6.488
ARPC3	0.100
ARPC4	35.573
ARPC4-TTLL3	-7.077
ARPC5	1.554
ARPC5L	-5.536
ARPP19	5.810
ARPP21	-15.522
ARR3	-3.390
ARRB1	-3.964
ARRB2	-11.391
ARRDC1	-0.214
ARRDC2	-1.075
ARRDC3	-3.789
ARRDC4	-7.574
ARRDC5	-9.490
ARSA	-5.558
ARSB	-1.687
ARSD	-10.325
ARSE	-6.525
ARSF	-6.417
ARSG	-9.364
ARSH	-3.761
ARSI	-9.944
ARSJ	-6.098
ARSK	-4.439
ART1	-5.620
ART3	-6.673
ART4	-12.594
ART5	-6.205
ARTN	3.257
ARV1	-4.839
ARVCF	-2.454
ARX	-10.703
AS3MT	-5.411
ASAH1	2.440
ASAH2	-10.948
ASAH2B	-4.275
ASAP1	-9.855
ASAP2	-6.802
ASAP3	-1.816
ASB1	-8.993
ASB10	-12.150
ASB11	-5.824
ASB12	-4.755
ASB13	-9.887
ASB14	-5.629
ASB15	-9.066
ASB16	-5.413
ASB17	-12.446
ASB18	-5.983
ASB2	-11.192
ASB3	-8.272
ASB4	-9.098
ASB5	-7.947
ASB6	-4.171
ASB7	-9.389
ASB8	-9.891
ASB9	-9.887
ASCC1	-9.836
ASCC2	-6.713
ASCC3	-6.311
ASCL1	-7.288
ASCL2	-10.062
ASCL3	-12.419
ASCL4	-10.010
ASCL5	-7.329
ASF1A	-6.690
ASF1B	-8.855
ASGR1	-8.650
ASGR2	-9.003
ASH1L	-6.534
ASH2L	5.085
ASIC1	-1.258
ASIC2	-8.126
ASIC3	-10.895
ASIC4	-11.391
ASIC5	-11.977
ASIP	-19.854
ASL	-14.436
ASMT	-6.296
ASMTL	-9.197
ASNA1	-1.346
ASNS	-1.025
ASNSD1	-0.940
ASPA	-11.206
ASPDH	-6.981
ASPG	-5.428
ASPH	-10.021
ASPHD1	-9.550
ASPHD2	-2.836
ASPM	-0.611
ASPRV1	-6.608
ASPSCR1	-7.083
ASRGL1	-7.456
ASS1	-3.199
ASTE1	-3.760
ASTL	-6.828
ASTN1	-3.562
ASTN2	-24.466
ASUN	-7.702
ASXL1	-12.705
ASXL3	-12.262
ASZ1	-6.595
ATAD1	-4.213
ATAD2	-4.682
ATAD2B	-3.511
ATAD3A	-8.375
ATAD3B	-8.275
ATAD3C	-4.588
ATAD5	-2.269
ATAT1	-4.813
ATCAY	-6.645
ATE1	-9.561
ATF1	-4.702
ATF2	-1.950
ATF3	-20.418
ATF4	5.085
ATF5	2.567
ATF6	-5.478
ATF6B	0.394
ATF7	3.235
ATF7IP	-10.575
ATF7IP2	-12.418
ATG10	-9.467
ATG12	-5.842
ATG13	-13.549
ATG14	-12.024
ATG16L1	-8.143
ATG16L2	-4.529
ATG2A	-8.369
ATG2B	-4.868
ATG3	-7.105
ATG4A	-9.073
ATG4B	-13.547
ATG4C	-6.860
ATG4D	-9.758
ATG5	-7.470
ATG7	-7.974
ATG9A	-7.819
ATHL1	-5.651
ATIC	-4.232
ATL1	-7.315
ATL2	-1.444
ATL3	-6.231
ATM	-14.163
ATMIN	-8.725
ATN1	-7.966
ATOH1	-9.024
ATOH7	-6.780
ATOH8	-2.496
ATOX1	-4.511
ATP10A	-2.793
ATP10B	-6.813
ATP10D	-9.325
ATP11A	-5.162
ATP11B	-3.693
ATP11C	6.436
ATP12A	-2.816
ATP13A1	0.744
ATP13A2	-6.431
ATP13A3	-10.714
ATP13A4	-9.169
ATP13A5	-10.332
ATP1A1	-9.522
ATP1A2	-7.664
ATP1A3	-4.318
ATP1A4	-9.062
ATP1B1	-7.242
ATP1B2	-10.683
ATP1B3	-13.896
ATP1B4	-4.188
ATP2A1	-6.188
ATP2A2	8.649
ATP2A3	-8.095
ATP2B1	-0.961
ATP2B2	0.694
ATP2B3	-7.806
ATP2B4	-4.034
ATP2C1	3.382
ATP2C2	-5.959
ATP4A	-10.303
ATP4B	-2.927
ATP5A1	2.357
ATP5B	-4.217
ATP5C1	-11.388
ATP5D	1.253
ATP5F1	3.371
ATP5G1	-4.415
ATP5G2	2.079
ATP5G3	-5.796
ATP5H	-3.505
ATP5I	-3.100
ATP5J	3.340
ATP5J2	-2.871
ATP5J2-PTCD1	-16.374
ATP5L	2.049
ATP5L2	-0.199
ATP5O	-2.216
ATP5S	-3.852
ATP5SL	-6.490
ATP6AP1	5.146
ATP6AP1L	-1.896
ATP6AP2	4.752
ATP6V0A1	-3.238
ATP6V0A2	-2.160
ATP6V0A4	-7.627
ATP6V0B	9.714
ATP6V0C	19.267
ATP6V0D1	4.842
ATP6V0D2	-0.434
ATP6V0E1	-1.651
ATP6V0E2	-1.811
ATP6V1A	17.710
ATP6V1B1	-5.207
ATP6V1B2	18.073
ATP6V1C1	-1.497
ATP6V1C2	-7.088
ATP6V1D	10.224
ATP6V1E1	8.416
ATP6V1E2	-0.742
ATP6V1F	-0.236
ATP6V1G1	-4.501
ATP6V1G2	-11.428
ATP6V1G3	-8.839
ATP6V1H	1.507
ATP7A	-6.998
ATP7B	-10.464
ATP8A1	-11.861
ATP8A2	-7.738
ATP8B1	-5.801
ATP8B2	-2.443
ATP8B3	-7.952
ATP8B4	-13.583
ATP9A	-6.608
ATP9B	-1.379
ATPAF1	-14.155
ATPAF2	-10.633
ATPIF1	-5.383
ATR	2.303
ATRAID	-4.483
ATRIP	-0.808
ATRN	-4.456
ATRNL1	-9.245
ATRX	2.688
ATXN1	-8.210
ATXN10	3.500
ATXN1L	-3.793
ATXN2	-4.765
ATXN2L	-4.267
ATXN3	-12.389
ATXN3L	-8.473
ATXN7	-21.815
ATXN7L1	-9.431
ATXN7L2	-6.869
