CHR	startp	endp	n.sgRNAs	avg.logFC	guideIdx
23	14599459	20152096	178	0.2065	86597, 86774
23	20152089	20156679	4	-3.7814	86775, 86778
23	20193396	40506315	323	0.1142	86779, 87101
23	40551466	40570503	4	-3.3424	87102, 87105
23	40573883	41203525	11	-1.1515	87106, 87116
23	41332837	47058921	107	0.1135	87117, 87223
23	47058982	47061612	3	-2.8735	87224, 87226
23	47083866	47500767	47	0.162	87227, 87273
23	47517004	47517274	5	-1.44	87274, 87278
23	47747462	47919871	15	0.1923	87279, 87293
23	48053617	48244118	18	-0.6476	87294, 87311
23	48269473	48759252	79	0.2799	87312, 87390
23	48759269	48792011	16	-0.2918	87391, 87406
23	48825879	48935414	30	0.113	87407, 87436
23	48974046	48979930	5	-1.5244	87437, 87441
23	49020241	53285027	150	0.1105	87442, 87591
23	53432738	54570721	51	-0.8067	87592, 87642
23	54574748	64721728	141	0.2	87643, 87783
23	64748138	64754440	5	-1.7466	87784, 87788
23	64949331	69282834	69	0.2538	87789, 87857
23	69353894	69354653	5	-2.237	87858, 87862
23	69419189	70595139	110	0.0503	87863, 87972
23	70598074	70777089	8	-2.5888	87973, 87980
23	70814182	119004874	931	0.1144	87981, 88911
23	119004979	119005268	3	-2.3081	88912, 88914
23	119005396	119053902	12	-0.0982	88915, 88926
23	119070356	119077362	5	-1.7386	88927, 88931
23	119210965	122532520	61	0.0727	88932, 88992
23	122774459	122830678	5	-3.6475	88993, 88997
23	123019620	135862912	302	0.1699	88998, 89299
23	135957628	135961499	6	-2.2035	89300, 89305
23	136113190	153196237	372	0.1182	89306, 89677
23	153196239	153197829	3	-2.4041	89678, 89680
23	153199384	153224033	7	0.1406	89681, 89687
23	153224805	153236153	4	-2.6491	89688, 89691
23	153247617	153944580	116	0.0802	89692, 89807
23	153993767	153995575	5	-1.8253	89808, 89812
23	154013424	154774832	71	0.1118	89813, 89883
24	155403	59342522	142	0.2957	89884, 90025
