GENE	BF
ADCY4	-10.427999999999999
ADCY5	-14.158
ADCY6	-9.440999999999999
ADCY7	-10.804
ADCY8	-14.063
ADCY9	-13.173
ADCYAP1	-13.626999999999999
ADCYAP1R1	-8.413
ADD1	-6.095
ADD2	-8.594
ADD3	-12.315999999999999
ADH1A	-8.278
ADH1B	-12.623
ADH4	-14.85
ADH5	-6.949
ADH6	-12.637
ADH7	-9.850999999999999
ADHFE1	-2.872
ADI1	-10.328
ADIG	-10.004
ADIPOQ	-16.274
ADIPOR1	-10.619
ADIPOR2	-7.292999999999999
ADIRF	-5.401
ADK	-8.716
ADM	-6.859999999999999
ADM2	-13.354
ADM5	-9.737
ADNP	-13.110999999999999
ADNP2	-4.718999999999999
ADO	-15.153
ADORA1	-10.667
ADORA2A	-12.616999999999999
ADORA2B	-13.725
ADORA3	-28.496000000000002
ADPGK	-10.561
ADPRH	-11.737
ADPRHL1	-8.1
ADPRHL2	-10.754999999999999
ADPRM	-7.2989999999999995
ADRA1A	-15.458
ADRA1B	-7.269
ADRA1D	-10.324
ADRA2A	-9.597999999999999
ADRA2B	-10.825
ADRA2C	-12.751
ADRB1	-14.915000000000001
ADRB2	1.715
ADRB3	-9.192
ADRBK1	-7.743
ADRBK2	-21.319000000000003
ADRM1	2.894
ADSL	1.575
ADSS	13.604000000000001
ADSSL1	-10.281
ADTRP	-18.368000000000002
AEBP1	-17.278000000000002
AEBP2	-13.433
AEN	-5.183
AES	-9.84
AFAP1	-12.459
AFAP1L1	-12.644
AFAP1L2	-12.942
AFF1	-8.501
AFF2	-10.735
AFF3	-10.202
AFF4	0.08200000000000007
AFG3L2	9.538
AFM	-14.347999999999999
AFMID	-10.275
AFP	-8.388
AFTPH	-13.169
AGA	-7.087999999999999
AGAP1	-17.115000000000002
AGAP2	-0.7769999999999999
AGAP3	-22.961000000000002
AGAP5	-0.28
AGAP6	-4.242
AGAP7	0.41900000000000004
AGBL1	-10.34
AGBL2	-19.787000000000003
AGBL3	-5.561999999999999
AGBL4	-9.038
AGBL5	-11.321
AGER	-19.879
AGFG1	-16.26
AGFG2	-15.290999999999999
AGGF1	-17.005000000000003
AGK	-9.513
AGL	-6.2509999999999994
AGMAT	-13.682
AGMO	-17.09
AGO1	-11.74
AGO2	-9.259
AGO3	-8.270999999999999
AGO4	-8.350999999999999
AGPAT1	-5.734
AGPAT2	-9.748
AGPAT3	-11.996
AGPAT4	-15.182999999999998
AGPAT5	-12.032
AGPAT6	-14.874999999999998
AGPAT9	-14.105
AGPS	-13.218
AGR2	-15.83
AGR3	-2.9609999999999994
AGRN	-15.575000000000001
AGRP	-13.386
AGT	-15.302000000000001
AGTPBP1	-15.094
AGTR1	-10.948
AGTR2	-11.062
AGTRAP	-25.804000000000002
AGXT	-17.414
AGXT2	-12.693999999999999
AHCTF1	19.048
AHCY	-2.918
AHCYL1	-8.156
AHCYL2	-5.68
AHDC1	-7.452999999999999
AHI1	-14.353
AHNAK	-5.725
AHNAK2	-10.438
AHR	-0.7790000000000001
AHRR	-11.126999999999999
AHSA1	-12.07
AHSA2	-10.93
AHSG	-12.292
AHSP	-17.352
AICDA	-16.362000000000002
AIDA	-12.773
AIF1	-20.943
AIF1L	-29.287000000000003
AIFM1	-12.376
AIFM2	-8.608
AIFM3	-11.743
AIG1	-5.563
AIM1	-14.366
AIM2	-12.183
AIMP1	-6.609
AIMP2	-10.015
AIP	-14.825999999999999
AIPL1	-14.729999999999999
AIRE	-18.186
AJAP1	-14.722
AJUBA	-24.254
AK1	-12.887
AK2	6.9190000000000005
AK3	-4.943
AK4	4.894
AK5	-11.366
AK6	4.449
AK7	-14.321
AK8	-10.988
AK9	-7.5120000000000005
AKAP1	-11.698
AKAP10	-16.444000000000003
AKAP11	-7.52
AKAP12	-5.512
AKAP13	-1.498
AKAP14	-13.078999999999999
AKAP17A	-13.924999999999999
AKAP2	-7.632
AKAP3	-4.85
AKAP4	-12.118
AKAP5	-6.316
AKAP6	-7.163
AKAP7	-16.286
AKAP8	-12.350999999999999
AKAP8L	-4.455
AKAP9	-14.187
AKIP1	-12.197
AKIRIN1	-7.273
AKIRIN2	35.552
AKNA	-11.109
AKNAD1	-10.115
AKR1A1	-20.244
AKR1B1	-7.5809999999999995
AKR1B10	-7.663
AKR1B15	9.905000000000001
AKR1C1	-3.7859999999999996
AKR1C2	-8.232
AKR1C3	-10.527
AKR1C4	-10.104
AKR1D1	-4.047
AKR1E2	-12.466
AKR7A2	-13.291
AKR7A3	-6.444999999999999
AKT1	-7.821999999999999
AKT1S1	-14.161
AKT2	-9.942
AKT3	-12.418
AKTIP	-2.5779999999999994
ALAD	-8.544
ALAS1	-11.372
ALAS2	-7.536
ALB	-14.632
ALCAM	-10.674
ALDH16A1	-10.981
ALDH18A1	-15.444
ALDH1A1	-15.334999999999999
ALDH1A2	-6.168
ALDH1A3	-13.969999999999999
ALDH1B1	-14.507
ALDH1L1	-14.799999999999999
ALDH1L2	-12.719
ALDH2	-19.011000000000003
ALDH3A1	-16.854000000000003
ALDH3A2	-12.075
ALDH3B2	-11.467
ALDH4A1	-16.118000000000002
ALDH5A1	-9.499
ALDH6A1	-6.712999999999999
ALDH7A1	-9.919
ALDH8A1	-13.350999999999999
ALDH9A1	0.5810000000000001
ALDOA	30.956999999999997
ALDOB	-16.192
ALDOC	-3.4719999999999995
ALG1	1.186
ALG10	-3.4619999999999997
ALG10B	1.883
ALG11	45.288000000000004
ALG12	-9.859
ALG13	-15.351
ALG14	-8.136
ALG1L	7.779
ALG2	58.029
ALG3	-13.321
ALG5	-6.866999999999999
ALG6	-8.369
ALG8	-7.705
ALG9	-9.248
ALK	-13.042
ALKBH1	-10.365
ALKBH2	-12.362
ALKBH3	-5.895
ALKBH4	-5.6
ALKBH5	-14.039
ALKBH6	-11.738
ALKBH7	-10.997
ALKBH8	-11.022
ALLC	-6.791
ALMS1	-9.209999999999999
ALOX12	-10.967
ALOX12B	-7.776
ALOX15	-16.92
ALOX15B	-9.967
ALOX5	-3.726
ALOX5AP	-12.225
ALOXE3	-15.014000000000001
ALPI	-11.149
ALPK1	-7.936
ALPK2	-13.487
ALPK3	-4.984
ALPL	-11.462
ALPP	-8.776
ALPPL2	-8.007
ALS2	-13.567
ALS2CL	-9.583
ALS2CR11	-17.148000000000003
ALS2CR12	-10.427
ALX1	-15.502999999999998
ALX3	-1.7539999999999998
ALX4	-9.097
ALYREF	18.538
AMACR	-10.741999999999999
AMBN	-1.002
AMBP	-13.89
AMBRA1	-14.507
AMD1	0.622
AMDHD1	-14.638
AMDHD2	-11.045
AMELX	-9.267999999999999
AMELY	-11.052999999999999
AMER1	-9.047
AMER2	-16.884
AMER3	-8.775
AMFR	-8.158
AMH	-9.744
AMHR2	-16.666
AMICA1	-9.667
AMIGO1	-12.917
AMIGO2	-11.809
AMIGO3	-15.703999999999999
AMMECR1	-17.215
AMMECR1L	-18.854000000000003
AMN	-14.845999999999998
AMN1	-14.877
AMOT	-12.737
AMOTL1	-11.709999999999999
AMOTL2	-11.163
AMPD1	-17.314
AMPD2	-15.589
AMPD3	-12.809
AMPH	-10.292
AMT	-11.451
AMTN	-15.033
AMY1B	1.304
AMY2A	-7.3100000000000005
AMY2B	-1.687
AMZ1	-15.304
AMZ2	-8.427999999999999
ANAPC1	39.679
ANAPC10	39.915
ANAPC11	20.913
ANAPC13	-3.8019999999999996
ANAPC15	-9.561
ANAPC16	-8.28
ANAPC2	29.948999999999998
ANAPC4	33.488
ANAPC5	26.224
ANAPC7	-17.107000000000003
ANG	-11.373
ANGEL1	-10.445
ANGEL2	-9.674
ANGPT1	-15.402
ANGPT2	-14.548
ANGPT4	-12.876
ANGPTL1	-12.403
ANGPTL2	-11.907
ANGPTL3	-11.025
ANGPTL4	-11.82
ANGPTL5	-7.485999999999999
ANGPTL6	-12.307
ANGPTL7	-14.774
ANHX	-10.267999999999999
ANK1	-24.517000000000003
ANK2	-10.193999999999999
ANK3	-5.862
ANKAR	-13.552
ANKDD1A	-9.942
ANKDD1B	-22.576
ANKEF1	-12.258
ANKFN1	-13.648
ANKFY1	-13.052
ANKH	-16.957
ANKHD1	-9.088
ANKHD1-EIF4EBP3	-2.4349999999999996
ANKIB1	-12.637
ANKK1	-15.775
ANKLE1	-14.218
ANKLE2	43.632000000000005
ANKMY1	-6.226999999999999
ANKMY2	7.4510000000000005
ANKRA2	-16.787000000000003
ANKRD1	-8.249
ANKRD10	-14.470999999999998
ANKRD11	-11.366999999999999
ANKRD12	-10.339
ANKRD13A	-11.168
ANKRD13B	-7.593
ANKRD13C	-7.103
ANKRD13D	-16.701
ANKRD16	-8.963
ANKRD17	-2.3280000000000003
ANKRD18A	-10.149
ANKRD2	-12.25
ANKRD22	-6.946999999999999
ANKRD23	-14.834999999999999
ANKRD24	-13.472
ANKRD26	-14.702
ANKRD27	-11.716
ANKRD28	-10.004
ANKRD29	-12.616
ANKRD30A	-13.774
ANKRD30B	-11.606
ANKRD31	-8.422
ANKRD32	-12.664
ANKRD33	-9.532
ANKRD33B	-12.015
ANKRD34A	-14.251
ANKRD34B	-11.077
ANKRD34C	-12.402
ANKRD35	-4.479
ANKRD36	1.977
ANKRD37	-12.375
ANKRD39	-6.840999999999999
ANKRD40	-16.856
ANKRD42	-17.200000000000003
ANKRD44	-14.956000000000001
ANKRD45	-19.286
ANKRD46	-13.979
ANKRD49	-7.693999999999999
ANKRD50	-18.099
ANKRD52	-2.4959999999999996
ANKRD53	-4.960999999999999
ANKRD54	-6.536999999999999
ANKRD55	-16.526
ANKRD6	-6.282
ANKRD61	-18.71
ANKRD62	-11.671
ANKRD65	4.564
ANKRD66	-10.184
ANKRD7	-10.423
ANKRD9	-13.677
ANKS1A	-16.044
ANKS1B	-45.538
ANKS3	-11.378
ANKS4B	-9.782
ANKS6	-4.1499999999999995
ANKZF1	-5.353
ANLN	-7.138
ANO1	-8.85
ANO10	-10.578999999999999
ANO3	-8.054
ANO4	-13.164
ANO5	-10.872
ANO6	-19.12
ANO7	-14.064
ANO8	-8.073
ANO9	-10.525
ANP32A	1.206
ANP32B	-1.732
ANP32D	-4.3709999999999996
ANP32E	-20.400000000000002
ANPEP	-11.158999999999999
ANTXR1	-10.479
ANTXR2	-12.588
ANTXRL	-9.568999999999999
ANXA1	-11.285
ANXA10	-9.574
ANXA11	-12.009
ANXA13	-7.628
ANXA2	-12.23
ANXA2R	-1.5479999999999998
ANXA3	-12.39
ANXA4	-3.8789999999999996
ANXA5	-10.62
ANXA6	-8.889
ANXA7	-16.054000000000002
ANXA8	-7.1419999999999995
ANXA8L1	-7.641
ANXA8L2	-2.5599999999999996
ANXA9	-11.391
AOAH	-5.079
AOC1	-6.153
AOC2	-13.857
AOC3	-19.342000000000002
AOX1	-14.324
AP1AR	-12.922
AP1B1	-4.670999999999999
AP1G1	-9.325
AP1G2	-10.24
AP1M1	-12.799
AP1M2	-11.735999999999999
AP1S1	-18.305000000000003
AP1S2	-5.145
AP1S3	-9.915
AP2A1	-13.424
AP2A2	-8.113999999999999
AP2B1	-11.182
AP2M1	17.233999999999998
AP2S1	9.996
AP3B1	4.216
AP3B2	-9.417
AP3D1	-8.451
AP3M1	-15.501
AP3M2	-7.833
AP3S1	-8.188
AP3S2	-7.368
AP4B1	-16.220000000000002
AP4E1	-16.097
AP4M1	-17.617
AP4S1	-13.885
AP5B1	-9.436
AP5M1	-12.863999999999999
AP5S1	-13.083
AP5Z1	-14.359
APAF1	-19.305000000000003
APBA1	-9.618
APBA2	-0.9299999999999999
APBA3	-9.341
APBB1	-7.308999999999999
APBB1IP	-15.83
APBB2	-27.396
APBB3	-16.041
APC	-2.4639999999999995
APC2	-9.37
APCDD1	-10.1
APCDD1L	-15.091
APCS	-5.340999999999999
APEH	-11.06
APEX1	-12.658999999999999
APEX2	-7.956999999999999
APH1A	1.3960000000000001
APH1B	-6.619
API5	-3.7029999999999994
APIP	-3.176
APITD1	-8.624
APITD1-CORT	-6.786999999999999
APLF	-9.756
APLN	-5.2909999999999995
APLNR	-13.429
APLP1	-7.1
APLP2	-10.097999999999999
APMAP	-13.93
APOA1	-15.937
APOA1BP	-11.523
APOA2	-8.084999999999999
APOA4	-13.713
APOA5	-12.778
APOB	-12.224
APOBEC1	-5.021
APOBEC2	-10.915
APOBEC3A	-10.193
APOBEC3B	-17.592000000000002
APOBEC3C	-7.289
APOBEC3D	-16.197000000000003
APOBEC3F	-14.415
APOBEC3G	-25.906000000000002
APOBEC3H	-11.517999999999999
APOBEC4	-13.408999999999999
APOBR	-15.068
APOC1	-9.259
APOC2	-13.533999999999999
APOC3	-13.359
APOC4	-13.968
APOD	-12.654
APOE	-12.315
APOF	-13.405
APOH	-11.876
APOL1	-12.875
APOL2	-6.840999999999999
APOL3	-16.473000000000003
APOL5	-16.034000000000002
APOL6	-10.962
APOLD1	-10.987
APOM	-21.667
APOO	-11.235
APOOL	-8.882
APOPT1	-12.721
APP	-15.252
APPBP2	-8.044
APPL1	-13.802
APPL2	-8.206999999999999
APRT	-2.617
APTX	-9.584
AQP1	-7.010999999999999
AQP10	-10.046
AQP11	-10.469999999999999
AQP12B	-6.513999999999999
AQP2	-7.401999999999999
AQP3	-10.679
AQP4	-10.66
AQP5	-13.516
AQP6	-10.894
AQP7	0.9540000000000001
AQP8	-12.104
AQP9	-9.411999999999999
AQPEP	-13.87
AQR	48.554
AR	-9.522
ARAF	-18.354000000000003
ARAP1	-7.904
ARAP2	-12.943
ARAP3	-6.692
ARC	-8.168
ARCN1	31.584
AREG	-15.525999999999998
AREL1	-10.517
ARF1	-10.253
ARF3	-9.895
ARF4	47.772000000000006
ARF5	-8.51
ARF6	-2.593
ARFGAP1	-13.873
ARFGAP2	-12.257
ARFGAP3	-12.952
ARFGEF1	-5.6259999999999994
ARFGEF2	-13.786
ARFIP1	-6.1339999999999995
ARFIP2	-12.177999999999999
ARFRP1	-2.1769999999999996
ARG1	-11.484
ARG2	-18.615000000000002
ARGFX	-14.525999999999998
ARGLU1	3.0940000000000003
ARHGAP1	-12.924
ARHGAP10	-10.451
ARHGAP11A	-4.9799999999999995
ARHGAP11B	-6.084
ARHGAP12	-16.150000000000002
ARHGAP15	-11.982
ARHGAP17	-16.331000000000003
ARHGAP18	-11.371
ARHGAP19	-11.781
ARHGAP20	-17.200000000000003
ARHGAP21	-7.061
ARHGAP22	-14.578999999999999
ARHGAP23	-13.049999999999999
ARHGAP24	-11.299
ARHGAP25	-20.644000000000002
ARHGAP26	-8.934
ARHGAP27	-16.46
ARHGAP28	-18.394000000000002
ARHGAP29	-7.651999999999999
ARHGAP30	-8.298
ARHGAP31	-12.613
ARHGAP32	-12.805
ARHGAP33	-7.664999999999999
ARHGAP35	-10.642999999999999
ARHGAP36	-15.392000000000001
ARHGAP39	-11.059
ARHGAP4	-14.572999999999999
ARHGAP44	-14.827
ARHGAP5	-11.754
ARHGAP6	-13.27
ARHGAP8	-11.046
ARHGAP9	-11.533
ARHGDIA	-21.427000000000003
ARHGDIB	-5.476
ARHGDIG	-8.533
ARHGEF1	-13.381
ARHGEF10	-13.538
ARHGEF10L	-10.668
ARHGEF11	-9.358
ARHGEF12	-5.983
ARHGEF15	-6.504999999999999
ARHGEF16	-13.038
ARHGEF17	-13.551
ARHGEF18	-14.097
ARHGEF19	-15.44
ARHGEF2	-8.353
ARHGEF25	-12.808
ARHGEF26	-10.938
ARHGEF28	-14.224
ARHGEF3	-8.767999999999999
ARHGEF33	-6.7170000000000005
ARHGEF35	-4.941
ARHGEF37	-10.227
ARHGEF38	-4.334
ARHGEF39	-16.117
ARHGEF4	-16.409000000000002
ARHGEF40	-9.225999999999999
ARHGEF5	-5.433
ARHGEF6	-12.866999999999999
ARHGEF7	-10.469999999999999
ARHGEF9	-8.995
ARID1A	-4.02
ARID1B	-14.126
ARID2	-8.795
ARID3A	-9.06
ARID3B	-7.568999999999999
ARID3C	-9.437
ARID4A	-16.625
ARID4B	-5.963
ARID5A	-9.588
ARID5B	-5.614999999999999
ARIH1	-3.601
ARIH2	-17.589000000000002
ARIH2OS	-12.277
ARL1	-12.266
ARL10	-10.209999999999999
ARL11	-9.593
ARL13A	-6.945
ARL13B	2.435
ARL14	-3.402
ARL14EP	-2.505
ARL14EPL	-4.941
ARL15	-9.126999999999999
ARL16	-16.675
ARL2	9.926
ARL2BP	-6.074
ARL3	-9.661999999999999
ARL4A	-0.2809999999999999
ARL4C	-11.693999999999999
ARL4D	-8.094999999999999
ARL5A	-6.043
ARL5B	-9.036
ARL5C	-14.681
ARL6	-5.435
ARL6IP1	-3.822
ARL6IP4	-12.414
ARL6IP5	-12.533
ARL6IP6	-1.5759999999999998
ARL8A	-9.817
ARL8B	-0.41700000000000004
ARL9	-4.380999999999999
ARMC1	-10.342
ARMC10	3.092
ARMC12	-17.516000000000002
ARMC2	-15.638
ARMC3	-12.448
ARMC4	-11.83
ARMC5	-4.542
ARMC6	-6.225
ARMC7	10.173
ARMC8	-10.709
ARMC9	-9.116
ARMCX1	-14.604999999999999
ARMCX2	-9.751
ARMCX3	-12.576
ARMCX4	-14.298
ARMCX5	-6.322
ARMCX6	-11.305
ARMS2	-8.357
ARNT	-5.356999999999999
ARNT2	-11.309
ARNTL	-10.822
ARNTL2	-10.858
ARPC1A	-9.344
ARPC1B	-4.157
ARPC2	3.4290000000000003
ARPC3	-0.4610000000000001
ARPC4	15.290000000000001
ARPC4-TTLL3	-7.032
ARPC5	-12.121
ARPC5L	-13.725
ARPP19	2.766
ARPP21	-23.695
ARR3	-14.722
ARRB1	-5.05
ARRB2	-9.31
ARRDC1	-11.020999999999999
ARRDC2	-10.709999999999999
ARRDC3	-20.077
ARRDC4	-12.567
ARRDC5	-14.833
ARSA	-12.087
ARSB	-15.956999999999999
ARSD	-9.956999999999999
ARSE	-9.943
ARSF	-13.975
ARSG	-13.308
ARSH	-5.8709999999999996
ARSI	-13.371
ARSJ	-8.506
ARSK	-9.071
ART1	-8.501
ART3	5.267
ART4	-17.28
ART5	-14.764999999999999
ARTN	-1.9149999999999998
ARV1	-8.304
ARVCF	-17.865000000000002
ARX	-10.792
AS3MT	-12.583
ASAH1	-4.2909999999999995
ASAH2	-13.288
ASAH2B	-10.549
ASAP1	-11.58
ASAP2	-18.422
ASAP3	-3.4619999999999997
ASB1	-12.027
ASB10	-14.382
ASB11	-10.515
ASB12	-8.926
ASB13	-14.681
ASB14	-12.975
ASB15	-10.959999999999999
ASB16	-6.12
ASB17	-12.852
ASB18	-10.408999999999999
ASB2	-11.921
ASB3	-13.978
ASB4	-14.036
ASB5	-8.466
ASB6	-13.431
ASB7	-9.091
ASB8	-14.285
ASB9	-15.566
ASCC1	-7.855
ASCC2	-17.825000000000003
ASCC3	23.988999999999997
ASCL1	-14.778999999999998
ASCL2	-7.090999999999999
ASCL3	-18.741000000000003
ASCL4	-11.016
ASCL5	-15.984
ASF1A	9.593
ASF1B	-5.5569999999999995
ASGR1	-13.592
ASGR2	-13.152
ASH1L	-11.637
ASH2L	10.152000000000001
ASIC1	-18.985000000000003
ASIC2	-13.142
ASIC3	-12.628
ASIC4	-14.401
ASIC5	-16.152
ASIP	-11.385
ASL	-12.788
ASMT	-7.8759999999999994
ASMTL	-10.24
ASNA1	-10.781
ASNS	-8.055
ASNSD1	-10.061
ASPA	-11.951
ASPDH	-10.436
ASPG	-10.03
ASPH	-27.225
ASPHD1	-11.988
ASPHD2	-7.759
ASPM	-13.359
ASPRV1	-6.431
ASPSCR1	-9.036999999999999
ASRGL1	-14.528
ASS1	-8.961
ASTE1	-11.23
ASTL	-10.847
ASTN1	-10.699
ASTN2	-31.694
ASUN	-1.6889999999999998
ASXL1	-11.01
ASXL3	-11.591
ASZ1	-4.064
ATAD1	-4.4239999999999995
ATAD2	-11.081
ATAD2B	-8.844999999999999
ATAD3A	-16.936
ATAD3B	-8.523
ATAD3C	-13.547
ATAD5	-7.813000000000001
ATAT1	-9.419
ATCAY	-10.84
ATE1	-16.526
ATF1	-9.843
ATF2	-6.153
ATF3	-43.442
ATF4	-5.749
ATF5	-6.003
ATF6	-7.565999999999999
ATF6B	-11.244
ATF7	-4.4879999999999995
ATF7IP	-6.5440000000000005
ATF7IP2	-17.783
ATG10	-16.645000000000003
ATG12	-3.9719999999999995
ATG13	-17.589000000000002
ATG14	-17.105
ATG16L1	-5.335
ATG16L2	-9.360999999999999
ATG2A	-15.993
ATG2B	-11.097
ATG3	-9.109
ATG4A	-14.435
ATG4B	-19.961000000000002
