GENE	BF
ADARB2	-9.828
ADAT1	-12.556
ADAT2	-2.892
ADAT3	-10.793
ADC	-11.353
ADCK1	-9.660
ADCK2	-1.308
ADCK3	-8.715
ADCK4	-11.561
ADCK5	-14.902
ADCY1	-10.462
ADCY10	-12.254
ADCY2	-14.323
ADCY3	-7.225
ADCY4	-7.759
ADCY5	-6.595
ADCY6	-12.716
ADCY7	-16.769
ADCY8	-6.128
ADCY9	-8.488
ADCYAP1	-8.493
ADCYAP1R1	-10.127
ADD1	-5.898
ADD2	-7.200
ADD3	-1.690
ADH1A	-7.277
ADH1B	-8.810
ADH4	-7.494
ADH5	2.637
ADH6	-5.549
ADH7	-11.548
ADHFE1	-1.188
ADI1	-13.187
ADIG	-6.826
ADIPOQ	-12.493
ADIPOR1	-10.276
ADIPOR2	-6.764
ADIRF	-8.793
ADK	-11.560
ADM	-7.685
ADM2	-15.735
ADM5	-6.954
ADNP	-9.634
ADNP2	-5.648
ADO	-10.248
ADORA1	-6.023
ADORA2A	-10.387
ADORA2B	-16.383
ADORA3	-32.381
ADPGK	-9.219
ADPRH	-9.225
ADPRHL1	-9.408
ADPRHL2	-14.791
ADPRM	-14.657
ADRA1A	-8.947
ADRA1B	-7.282
ADRA1D	-3.807
ADRA2A	-5.360
ADRA2B	-14.502
ADRA2C	-6.060
ADRB1	-9.475
ADRB2	-7.603
ADRB3	-4.142
ADRBK1	-5.757
ADRBK2	-10.592
ADRM1	7.386
ADSL	17.914
ADSS	-1.616
ADSSL1	-9.773
ADTRP	-16.025
AEBP1	-6.987
AEBP2	-13.634
AEN	-9.877
AES	-9.583
AFAP1	-11.805
AFAP1L1	-5.980
AFAP1L2	-9.326
AFF1	-3.433
AFF2	-10.489
AFF3	-9.472
AFF4	-13.433
AFG3L2	8.746
AFM	-9.223
AFMID	-4.020
AFP	-2.065
AFTPH	-8.291
AGA	-9.300
AGAP1	-12.293
AGAP2	-6.835
AGAP3	-17.235
AGAP5	-2.423
AGAP6	2.581
AGAP7	-0.771
AGBL1	-6.676
AGBL2	-14.524
AGBL3	-7.090
AGBL4	-6.538
AGBL5	-12.430
AGER	-13.413
AGFG1	-10.743
AGFG2	-6.753
AGGF1	-5.827
AGK	0.124
AGL	-9.073
AGMAT	-8.763
AGMO	-11.045
AGO1	-11.819
AGO2	-7.551
AGO3	-4.311
AGO4	-12.537
AGPAT1	-3.866
AGPAT2	-7.380
AGPAT3	-8.521
AGPAT4	-6.627
AGPAT5	-8.263
AGPAT6	-15.334
AGPAT9	-5.445
AGPS	-10.759
AGR2	-4.243
AGR3	-9.744
AGRN	-10.476
AGRP	-6.176
AGT	-9.550
AGTPBP1	-11.275
AGTR1	-2.086
AGTR2	-6.903
AGTRAP	-19.581
AGXT	-8.749
AGXT2	-8.648
AHCTF1	17.549
AHCY	-6.717
AHCYL1	9.710
AHCYL2	-5.374
AHDC1	-7.810
AHI1	-11.304
AHNAK	-6.529
AHNAK2	-7.472
AHR	7.043
AHRR	-11.641
AHSA1	-6.040
AHSA2	-9.509
AHSG	-7.361
AHSP	-9.349
AICDA	-12.864
AIDA	-3.468
AIF1	-23.746
AIF1L	-18.851
AIFM1	-16.456
AIFM2	-6.208
AIFM3	-7.862
AIG1	-8.786
AIM1	-11.282
AIM2	-10.795
AIMP1	-2.957
AIMP2	-7.457
AIP	-5.660
AIPL1	-12.918
AIRE	-17.174
AJAP1	-9.477
AJUBA	-20.778
AK1	-9.188
AK2	-3.765
AK3	-2.858
AK4	3.799
AK5	-8.417
AK6	13.665
AK7	-9.188
AK8	-10.960
AK9	-7.837
AKAP1	-11.476
AKAP10	-8.222
AKAP11	-8.551
AKAP12	-0.511
AKAP13	-9.441
AKAP14	-8.296
AKAP17A	-5.592
AKAP2	-8.090
AKAP3	-12.220
AKAP4	-10.272
AKAP5	-4.869
AKAP6	-14.668
AKAP7	-23.550
AKAP8	-8.018
AKAP8L	-5.289
AKAP9	-9.402
AKIP1	-5.953
AKIRIN1	2.296
AKIRIN2	24.465
AKNA	-7.131
AKNAD1	-7.075
AKR1A1	-14.396
AKR1B1	-5.140
AKR1B10	-11.962
AKR1B15	-0.692
AKR1C1	-9.669
AKR1C2	-2.799
AKR1C3	-5.822
AKR1C4	-10.459
AKR1D1	-3.281
AKR1E2	-13.254
AKR7A2	-8.716
AKR7A3	-4.490
AKT1	-4.545
AKT1S1	-16.717
AKT2	-7.921
AKT3	-7.713
AKTIP	2.663
ALAD	-5.383
ALAS1	-13.653
ALAS2	-2.553
ALB	-13.035
ALCAM	-8.722
ALDH16A1	-9.878
ALDH18A1	-8.528
ALDH1A1	-12.369
ALDH1A2	-7.022
ALDH1A3	-9.786
ALDH1B1	-15.220
ALDH1L1	-13.031
ALDH1L2	-12.051
ALDH2	-12.597
ALDH3A1	-11.815
ALDH3A2	-8.528
ALDH3B2	-12.070
ALDH4A1	-5.751
ALDH5A1	-10.175
ALDH6A1	-10.675
ALDH7A1	-11.217
ALDH8A1	-11.247
ALDH9A1	10.010
ALDOA	-0.434
ALDOB	-9.108
ALDOC	-2.499
ALG1	5.382
ALG10	-3.416
ALG10B	1.831
ALG11	26.792
ALG12	-11.476
ALG13	-3.737
ALG14	-10.431
ALG1L	8.705
ALG2	16.495
ALG3	-16.386
ALG5	-5.575
ALG6	-10.182
ALG8	-6.891
ALG9	-8.021
ALK	-6.510
ALKBH1	-13.735
ALKBH2	-8.192
ALKBH3	-6.962
ALKBH4	-7.072
ALKBH5	-10.614
ALKBH6	-8.291
ALKBH7	-2.278
ALKBH8	-5.032
ALLC	-3.001
ALMS1	-4.720
ALOX12	-12.155
ALOX12B	-4.835
ALOX15	-12.801
ALOX15B	-7.136
ALOX5	-1.305
ALOX5AP	-11.137
ALOXE3	-11.292
ALPI	-11.122
ALPK1	-4.708
ALPK2	-7.981
ALPK3	-5.927
ALPL	-14.377
ALPP	-7.834
ALPPL2	-5.188
ALS2	-10.062
ALS2CL	-18.464
ALS2CR11	-6.737
ALS2CR12	-8.379
ALX1	-14.052
ALX3	-3.915
ALX4	-7.709
ALYREF	13.145
AMACR	-6.018
AMBN	-9.956
AMBP	-8.979
AMBRA1	-32.467
AMD1	-3.955
AMDHD1	-7.639
AMDHD2	-10.102
AMELX	-6.707
AMELY	-8.128
AMER1	-6.481
AMER2	-14.230
AMER3	-6.530
AMFR	-17.144
AMH	-7.437
AMHR2	-16.721
AMICA1	-4.408
AMIGO1	-11.247
AMIGO2	-10.081
AMIGO3	-4.914
AMMECR1	-12.790
AMMECR1L	-15.363
AMN	-6.760
AMN1	-13.510
AMOT	-12.485
AMOTL1	-4.848
AMOTL2	-13.000
AMPD1	-14.001
AMPD2	-11.677
AMPD3	-4.728
AMPH	-8.033
AMT	-10.450
AMTN	-10.778
AMY1B	1.009
AMY2A	-4.121
AMY2B	-2.810
AMZ1	-9.516
AMZ2	-9.614
ANAPC1	25.267
ANAPC10	17.541
ANAPC11	25.766
ANAPC13	-2.215
ANAPC15	-3.071
ANAPC16	-6.388
ANAPC2	29.774
ANAPC4	17.375
ANAPC5	11.468
ANAPC7	-9.199
ANG	-10.139
ANGEL1	-4.961
ANGEL2	-12.467
ANGPT1	-9.454
ANGPT2	-13.033
ANGPT4	-11.560
ANGPTL1	-6.195
ANGPTL2	-10.638
ANGPTL3	-8.001
ANGPTL4	-3.632
ANGPTL5	-6.625
ANGPTL6	-7.819
ANGPTL7	-8.948
ANHX	-8.037
ANK1	-29.278
ANK2	-8.473
ANK3	-6.659
ANKAR	-9.648
ANKDD1A	-6.112
ANKDD1B	-15.562
ANKEF1	-9.633
ANKFN1	-4.671
ANKFY1	-4.493
ANKH	-11.329
ANKHD1	0.813
ANKHD1-EIF4EBP3	-0.883
ANKIB1	1.932
ANKK1	-13.749
ANKLE1	-11.397
ANKLE2	51.954
ANKMY1	-6.449
ANKMY2	-0.359
ANKRA2	-12.399
ANKRD1	-5.235
ANKRD10	-8.598
ANKRD11	11.459
ANKRD12	-7.873
ANKRD13A	-10.793
ANKRD13B	-10.119
ANKRD13C	-8.017
ANKRD13D	-7.031
ANKRD16	-7.308
ANKRD17	-4.577
ANKRD18A	-13.315
ANKRD2	-13.162
ANKRD22	-12.939
ANKRD23	-9.432
ANKRD24	-7.890
ANKRD26	-12.233
ANKRD27	-7.946
ANKRD28	-9.812
ANKRD29	-12.211
ANKRD30A	-11.072
ANKRD30B	-9.018
ANKRD31	-3.917
ANKRD32	-0.385
ANKRD33	-10.272
ANKRD33B	-2.126
ANKRD34A	-10.952
ANKRD34B	-0.433
ANKRD34C	-8.544
ANKRD35	-3.404
ANKRD36	-0.389
ANKRD37	-3.909
ANKRD39	-6.705
ANKRD40	-12.776
ANKRD42	-9.917
ANKRD44	-13.122
ANKRD45	-12.332
ANKRD46	-11.029
ANKRD49	-13.097
ANKRD50	-14.726
ANKRD52	-9.211
ANKRD53	-9.084
ANKRD54	-0.463
ANKRD55	-14.286
ANKRD6	-7.119
ANKRD61	-12.658
ANKRD62	-7.213
ANKRD65	-8.252
ANKRD66	-8.113
ANKRD7	-2.170
ANKRD9	-7.732
ANKS1A	-12.847
ANKS1B	-28.287
ANKS3	-9.579
ANKS4B	-10.501
ANKS6	-3.844
ANKZF1	-6.644
ANLN	-5.584
ANO1	-5.356
ANO10	-10.699
ANO3	-5.776
ANO4	-4.405
ANO5	-6.671
ANO6	-15.372
ANO7	-4.923
ANO8	-9.689
ANO9	-7.625
ANP32A	-4.562
ANP32B	-2.599
ANP32D	-5.784
ANP32E	-22.975
ANPEP	-12.407
ANTXR1	-10.870
ANTXR2	-12.855
ANTXRL	1.954
ANXA1	-9.856
ANXA10	-5.676
ANXA11	-11.840
ANXA13	-5.021
ANXA2	-12.119
ANXA2R	-12.454
ANXA3	-6.961
ANXA4	-7.308
ANXA5	-6.031
ANXA6	-13.991
ANXA7	-11.508
ANXA8	-1.346
ANXA8L1	-4.384
ANXA8L2	0.843
ANXA9	-11.948
AOAH	-2.696
AOC1	-6.606
AOC2	-7.070
AOC3	-17.366
AOX1	-12.620
AP1AR	-14.434
AP1B1	-6.130
AP1G1	2.778
AP1G2	-7.750
AP1M1	-8.232
AP1M2	-8.613
AP1S1	-12.668
AP1S2	-2.492
AP1S3	-5.443
AP2A1	-5.358
AP2A2	-7.164
AP2B1	-8.701
AP2M1	-6.706
AP2S1	-9.134
AP3B1	-8.389
AP3B2	-12.671
AP3D1	-11.907
AP3M1	-5.443
AP3M2	-11.336
AP3S1	-2.831
AP3S2	-10.504
AP4B1	-8.672
AP4E1	-14.552
AP4M1	-11.739
AP4S1	-11.201
AP5B1	-8.799
AP5M1	-9.272
AP5S1	-8.034
AP5Z1	-11.234
APAF1	-11.248
APBA1	-1.543
APBA2	-3.401
APBA3	-13.281
APBB1	-6.930
APBB1IP	-15.396
APBB2	-25.827
APBB3	-13.340
APC	-5.123
APC2	-1.777
APCDD1	-9.199
APCDD1L	-12.716
APCS	-2.191
APEH	-4.137
APEX1	-9.104
APEX2	-7.865
APH1A	7.135
APH1B	-8.138
API5	-5.765
APIP	-2.210
APITD1	-15.113
APITD1-CORT	-5.569
APLF	-7.790
APLN	-5.762
APLNR	-8.830
APLP1	-7.592
APLP2	-10.824
APMAP	-6.218
APOA1	-12.396
APOA1BP	-14.006
APOA2	-4.156
APOA4	-5.118
APOA5	-6.153
APOB	-7.103
APOBEC1	0.420
APOBEC2	-8.408
APOBEC3A	-8.320
APOBEC3B	-4.893
APOBEC3C	-6.732
APOBEC3D	-4.817
APOBEC3F	-12.486
APOBEC3G	-13.708
APOBEC3H	3.750
APOBEC4	-5.605
APOBR	-8.780
APOC1	-8.832
APOC2	-7.853
APOC3	-12.783
APOC4	-11.945
APOD	-8.403
APOE	-4.944
APOF	-10.154
APOH	-7.132
APOL1	-13.048
APOL2	-9.308
APOL3	-8.814
APOL5	-13.706
APOL6	-7.983
APOLD1	-8.347
APOM	-14.163
APOO	-11.428
APOOL	-5.805
APOPT1	-9.235
APP	-9.908
APPBP2	-9.258
APPL1	-9.308
APPL2	-7.542
APRT	-4.094
APTX	-9.050
AQP1	-3.847
AQP10	-3.030
AQP11	-9.785
AQP12B	0.801
AQP2	-9.867
AQP3	-15.617
AQP4	-11.339
AQP5	-12.306
AQP6	-13.701
AQP7	-1.181
AQP8	-11.657
AQP9	-5.840
AQPEP	-11.742
AQR	26.799
AR	-7.341
ARAF	-16.218
ARAP1	-6.896
ARAP2	-12.288
ARAP3	-3.724
ARC	-7.767
ARCN1	26.065
AREG	-15.213
AREL1	-7.538
ARF1	-7.270
ARF3	-8.937
ARF4	4.816
ARF5	-9.562
ARF6	-0.628
ARFGAP1	-3.612
ARFGAP2	-13.726
ARFGAP3	-9.094
ARFGEF1	-3.166
ARFGEF2	-9.802
ARFIP1	-4.679
ARFIP2	-7.407
ARFRP1	-15.158
ARG1	-10.978
ARG2	-9.845
ARGFX	-12.997
ARGLU1	6.162
ARHGAP1	-9.539
ARHGAP10	-7.826
ARHGAP11A	1.111
ARHGAP11B	-3.020
ARHGAP12	-15.163
ARHGAP15	-12.416
ARHGAP17	-15.199
ARHGAP18	-7.595
ARHGAP19	-3.769
ARHGAP20	-7.395
ARHGAP21	-3.193
ARHGAP22	-11.792
ARHGAP23	-6.513
ARHGAP24	-6.090
ARHGAP25	-13.464
ARHGAP26	-3.431
ARHGAP27	-18.150
ARHGAP28	-10.209
ARHGAP29	-8.526
ARHGAP30	-6.283
ARHGAP31	-4.448
ARHGAP32	-5.646
ARHGAP33	-10.817
ARHGAP35	-13.401
ARHGAP36	-15.871
ARHGAP39	-6.102
ARHGAP4	-9.144
ARHGAP44	-14.050
ARHGAP5	-12.205
ARHGAP6	-8.870
ARHGAP8	-8.704
ARHGAP9	-8.383
ARHGDIA	-11.795
ARHGDIB	-7.322
ARHGDIG	-8.323
ARHGEF1	-9.533
ARHGEF10	-12.334
ARHGEF10L	-8.696
ARHGEF11	-5.014
ARHGEF12	-1.412
ARHGEF15	-7.552
ARHGEF16	-8.283
ARHGEF17	-8.122
ARHGEF18	-11.633
ARHGEF19	-11.612
ARHGEF2	-9.623
ARHGEF25	-10.904
ARHGEF26	-8.854
ARHGEF28	-8.897
ARHGEF3	-10.387
ARHGEF33	-2.800
ARHGEF35	9.391
ARHGEF37	-11.371
ARHGEF38	-6.292
ARHGEF39	-15.979
ARHGEF4	-9.583
ARHGEF40	-5.377
ARHGEF5	1.978
ARHGEF6	-7.882
ARHGEF7	-10.145
ARHGEF9	-5.865
ARID1A	1.215
ARID1B	-7.449
ARID2	-0.559
ARID3A	-6.756
ARID3B	-5.219
ARID3C	-5.337
ARID4A	-7.239
ARID4B	-2.913
ARID5A	-6.291
ARID5B	-5.861
ARIH1	28.805
ARIH2	-7.248
ARIH2OS	-10.510
ARL1	-2.488
ARL10	-6.670
ARL11	-8.883
ARL13A	-10.556
ARL13B	-6.458
ARL14	-9.098
ARL14EP	-1.263
ARL14EPL	-6.042
ARL15	-10.270
ARL16	-9.626
ARL2	0.315
ARL2BP	-4.741
ARL3	-3.393
ARL4A	-6.088
ARL4C	-9.275
ARL4D	-5.948
ARL5A	-9.009
ARL5B	-14.479
ARL5C	-10.214
ARL6	-5.663
ARL6IP1	-5.079
ARL6IP4	-12.005
ARL6IP5	-5.221
ARL6IP6	-2.012
ARL8A	-8.514
ARL8B	-1.460
ARL9	-7.592
ARMC1	-10.835
ARMC10	0.381
ARMC12	-13.965
ARMC2	-12.947
ARMC3	-9.910
ARMC4	-7.644
ARMC5	6.451
ARMC6	-9.469
ARMC7	2.099
ARMC8	-15.536
ARMC9	-5.207
ARMCX1	-8.066
ARMCX2	-10.981
ARMCX3	-8.667
ARMCX4	-10.580
ARMCX5	-4.393
ARMCX6	-2.832
ARMS2	-8.813
ARNT	0.299
ARNT2	-8.304
ARNTL	-7.906
ARNTL2	-14.028
ARPC1A	-10.125
ARPC1B	-8.379
ARPC2	1.426
ARPC3	5.916
ARPC4	-12.247
ARPC4-TTLL3	-6.010
ARPC5	-4.753
ARPC5L	-11.049
ARPP19	3.474
ARPP21	-12.097
ARR3	-4.004
ARRB1	-3.152
ARRB2	-8.392
ARRDC1	-6.341
ARRDC2	-7.975
ARRDC3	-12.196
ARRDC4	-5.554
ARRDC5	-9.945
ARSA	-9.480
ARSB	-6.385
ARSD	-8.546
ARSE	-9.544
ARSF	-12.325
ARSG	-9.571
ARSH	-9.547
ARSI	-12.918
ARSJ	-8.176
ARSK	-10.090
ART1	-7.742
ART3	-11.296
ART4	-18.685
ART5	-11.996
ARTN	-1.747
ARV1	-12.111
ARVCF	-13.790
ARX	-10.507
AS3MT	-13.516
ASAH1	-12.699
ASAH2	-9.822
ASAH2B	-8.520
ASAP1	-14.361
ASAP2	-14.115
ASAP3	-6.008
ASB1	-10.715
ASB10	-9.315
ASB11	-10.558
ASB12	-4.084
ASB13	-11.190
ASB14	-11.851
ASB15	-8.197
ASB16	-6.200
ASB17	-6.253
ASB18	-7.609
ASB2	-8.570
ASB3	-12.417
ASB4	-10.296
ASB5	-12.173
ASB6	-5.208
ASB7	-13.909
ASB8	-8.796
ASB9	-10.839
ASCC1	-3.735
ASCC2	-11.347
ASCC3	-8.825
ASCL1	-11.953
ASCL2	-1.302
ASCL3	-10.386
ASCL4	-11.859
ASCL5	-7.416
ASF1A	-6.792
ASF1B	-9.723
ASGR1	-13.814
ASGR2	-11.272
ASH1L	-10.158
ASH2L	10.133
ASIC1	-8.209
ASIC2	-9.218
ASIC3	-10.026
ASIC4	-4.222
ASIC5	-10.066
ASIP	-6.236
ASL	-11.330
ASMT	-7.366
ASMTL	-4.781
ASNA1	-5.872
ASNS	-6.785
ASNSD1	-7.707
ASPA	-14.667
ASPDH	-6.436
ASPG	-9.704
ASPH	-13.696
ASPHD1	-12.317
ASPHD2	-4.012
ASPM	-7.666
ASPRV1	-7.294
ASPSCR1	-9.487
ASRGL1	-6.959
ASS1	-5.591
ASTE1	-13.741
ASTL	-7.729
ASTN1	-6.451
ASTN2	-25.666
ASUN	-5.222
ASXL1	-11.500
ASXL3	-10.725
ASZ1	-10.701
ATAD1	-9.164
ATAD2	-6.201
ATAD2B	-0.931
ATAD3A	-8.895
ATAD3B	-10.224
ATAD3C	-8.945
ATAD5	-6.539
ATAT1	-11.189
ATCAY	-10.012
ATE1	-14.655
ATF1	-7.376
ATF2	-10.467
ATF3	-26.021
ATF4	-12.784
ATF5	-13.045
ATF6	-11.436
ATF6B	-9.423
ATF7	-4.337
ATF7IP	-11.515
ATF7IP2	-16.021
ATG10	-11.935
ATG12	1.899
ATG13	-9.831
ATG14	-5.358
ATG16L1	-2.292
ATG16L2	-11.814
ATG2A	-12.302
ATG2B	-7.424
ATG3	-0.247
ATG4A	-7.033
ATG4B	-11.367
ATG4C	-9.042
ATG4D	-14.759
ATG5	0.980
ATG7	-7.217
ATG9A	-4.287
ATHL1	-3.601
ATIC	3.808
ATL1	-16.105
ATL2	-1.036
ATL3	-8.094
ATM	-6.499
ATMIN	-10.068
ATN1	-9.259
ATOH1	-9.007
ATOH7	-6.438
ATOH8	-11.112
ATOX1	-4.087
ATP10A	-0.911
ATP10B	-14.269
ATP10D	-14.667
ATP11A	-5.924
ATP11B	-0.110
ATP11C	-2.487
ATP12A	-11.604
ATP13A1	-10.791
ATP13A2	-9.662
ATP13A3	-11.068
ATP13A4	-14.802
ATP13A5	-4.114
ATP1A1	6.666
ATP1A2	-7.062
ATP1A3	-11.066
ATP1A4	-11.068
ATP1B1	-12.599
ATP1B2	-10.976
ATP1B3	11.319
ATP1B4	-9.248
ATP2A1	-10.838
ATP2A2	40.123
ATP2A3	-8.052
ATP2B1	-9.103
ATP2B2	-5.396
ATP2B3	-6.149
ATP2B4	-10.366
ATP2C1	-9.712
ATP2C2	-3.558
ATP4A	-6.015
ATP4B	-1.796
ATP5A1	-5.530
ATP5B	-8.862
ATP5C1	-11.715
ATP5D	-6.063
ATP5F1	-3.032
ATP5G1	-5.438
ATP5G2	-6.933
ATP5G3	-13.564
ATP5H	-4.699
ATP5I	-3.946
ATP5J	-6.174
ATP5J2	-2.874
ATP5J2-PTCD1	-23.327
ATP5L	-0.284
ATP5L2	-1.912
ATP5O	0.429
ATP5S	-10.858
ATP5SL	-10.550
ATP6AP1	-13.151
ATP6AP1L	-1.531
ATP6AP2	-8.497
ATP6V0A1	-12.075
ATP6V0A2	-1.619
ATP6V0A4	-9.051
ATP6V0B	-12.666
ATP6V0C	-4.711
ATP6V0D1	3.405
ATP6V0D2	-1.439
ATP6V0E1	-13.513
ATP6V0E2	-6.423
ATP6V1A	44.418
ATP6V1B1	-10.458
ATP6V1B2	48.920
ATP6V1C1	3.573
ATP6V1C2	-3.882
ATP6V1D	19.619
ATP6V1E1	26.823
ATP6V1E2	-13.567
ATP6V1F	2.015
ATP6V1G1	21.688
ATP6V1G2	-12.234
ATP6V1G3	-15.615
ATP6V1H	17.878
ATP7A	-3.690
ATP7B	-11.379
ATP8A1	-9.480
ATP8A2	-10.721
ATP8B1	-6.674
ATP8B2	-5.622
ATP8B3	-6.978
ATP8B4	-10.679
ATP9A	-8.514
ATP9B	-6.221
ATPAF1	-26.530
ATPAF2	-19.152
ATPIF1	-2.591
ATR	-5.405
ATRAID	-8.668
ATRIP	-3.945
ATRN	-4.925
ATRNL1	-10.189
ATRX	-10.837
ATXN1	-10.172
ATXN10	4.286
ATXN1L	-5.433
ATXN2	-8.471
ATXN2L	-2.618
