CHR	startp	endp	n.sgRNAs	avg.logFC	guideIdx
1	156287310	156303406	5	-1.2007	6190, 6194
1	156314421	156670810	55	-0.0859	6195, 6249
1	156696762	156697356	5	-0.8155	6250, 6254
1	156698990	160253369	287	-0.0571	6255, 6541
1	160269028	160303447	5	-3.1736	6542, 6546
1	160318816	161094088	123	-0.0841	6547, 6669
1	161123899	161127933	5	-0.8517	6670, 6674
1	161130776	163138115	186	-0.0376	6675, 6860
1	163295942	163309250	4	-2.0933	6861, 6864
1	163310146	193070313	754	-0.0335	6865, 7618
1	193094259	193111100	5	-1.3261	7619, 7623
1	193150073	204228858	392	-0.0227	7624, 8015
1	204379635	204380432	5	-1.7459	8016, 8020
1	204416620	212151813	343	0.0346	8021, 8363
1	212161260	212241971	9	-0.9903	8364, 8372
1	212502585	231362740	543	-0.0533	8373, 8915
1	231362774	231362816	2	-1.8635	8916, 8917
1	231374810	231473273	11	-0.2191	8918, 8928
1	231473268	231557040	9	-0.751	8929, 8937
1	231557070	236703984	131	0.0329	8938, 9068
1	236738159	236767275	4	-1.5001	9069, 9072
1	236881167	245005530	120	-0.0137	9073, 9192
1	245023658	245222706	7	-0.9997	9193, 9199
1	245222712	246922362	29	0.0236	9200, 9228
1	247030955	247063652	5	-0.9406	9229, 9233
1	247151408	249212038	69	0.038	9234, 9302
2	46045	3604446	70	0.0928	9303, 9372
2	3623456	3625365	3	-2.2287	9373, 9375
2	3687904	10220249	94	0.0135	9376, 9469
2	10263116	10267281	5	-1.9469	9470, 9474
2	10282406	24285943	229	0.0133	9475, 9703
2	24291228	24296965	5	-1.7916	9704, 9708
2	24303817	27535461	240	-0.0232	9709, 9948
2	27535589	27565850	8	-0.1812	9949, 9956
2	27590879	27591250	4	-2.5446	9957, 9960
2	27591994	28999827	95	-0.1677	9961, 10055
2	29001729	29001881	3	-2.5443	10056, 10058
2	29039039	29093017	10	-0.0531	10059, 10068
2	29117664	29135549	5	-1.7517	10069, 10073
2	29222070	30143345	20	-0.0786	10074, 10093
2	30379604	30381589	5	-1.1812	10094, 10098
2	30457337	32526461	63	-0.0226	10099, 10161
2	32526467	32927969	11	-0.6923	10162, 10172
2	33360005	37468775	68	-0.0525	10173, 10240
2	37509683	37513475	4	-1.462	10241, 10244
2	37513496	38908517	39	-0.0628	10245, 10283
2	38976751	38976844	4	-1.7794	10284, 10287
2	38977193	45236181	161	-0.1043	10288, 10448
2	45780839	46574097	11	-0.9504	10449, 10459
2	46574148	61607493	280	-0.0857	10460, 10739
2	61720163	62132910	15	-1.0459	10740, 10754
2	62132929	65473721	82	-0.1071	10755, 10836
2	65473721	65480892	4	-1.1612	10837, 10840
2	65543913	85133246	515	-0.1242	10841, 11355
2	85262176	85273380	5	-1.2805	11356, 11360
2	85360964	85662904	30	-0.1772	11361, 11390
2	85768799	85769386	5	-1.6603	11391, 11395
2	85781383	85839037	28	-0.1437	11396, 11423
2	85850856	85852748	4	-1.591	11424, 11427
2	85852743	96933150	210	-0.2421	11428, 11637
2	96933359	96963178	5	-1.262	11638, 11642
2	96969052	101591357	203	-0.1749	11643, 11845
2	101619261	101620644	2	-2.1685	11846, 11847
2	101650171	109237918	156	-0.0341	11848, 12003
2	109288773	111881422	58	-0.3459	12004, 12061
2	111881417	111907678	16	0.062	12062, 12077
2	112596015	112608420	4	-1.4516	12078, 12081
2	112702616	118575057	126	-0.1629	12082, 12207
2	118577352	118579534	4	-1.5205	12208, 12211
2	118715987	122004488	95	-0.0237	12212, 12306
2	122007196	122493302	5	-0.7681	12307, 12311
2	122494320	127958894	30	-0.0018	12312, 12341
2	128044453	128050341	5	-0.7554	12342, 12346
2	128079752	128459553	35	-0.1138	12347, 12381
2	128522482	128610609	9	-1.6068	12382, 12390
2	128610628	131487022	71	-0.3205	12391, 12461
2	131487160	136624268	106	0.0043	12462, 12567
2	136627901	136740988	6	-1.5435	12568, 12573
2	136872980	144966251	44	0.0116	12574, 12617
2	145157194	145187520	5	-1.1553	12618, 12622
2	148657374	162224067	221	-0.0218	12623, 12843
2	162226662	162242093	4	-1.6477	12844, 12847
2	162273087	169707813	125	0.0136	12848, 12972
2	169732604	169745964	5	-1.7369	12973, 12977
2	169757995	172411136	105	0.0448	12978, 13082
2	172563874	172583319	5	-1.1205	13083, 13087
2	172671657	179226426	207	0.0074	13088, 13294
2	179308056	179314992	5	-1.1261	13295, 13299
2	179319102	180348041	30	0.0225	13300, 13329
2	180835456	180851512	5	-1.7878	13330, 13334
2	181846932	198001390	269	-0.0449	13335, 13603
2	198285771	198413085	20	-0.8019	13604, 13623
2	198413132	203084776	164	-0.0185	13624, 13787
2	203147162	203155104	5	-1.4433	13788, 13792
2	203329620	217285095	303	0.015	13793, 14095
2	217364084	217364712	3	-2.3157	14096, 14098
2	217498464	219127880	37	0.0684	14099, 14135
2	219131229	219132301	3	-1.5619	14136, 14138
2	219134119	225370829	317	-0.0077	14139, 14455
2	225371629	225400266	4	-2.15	14456, 14459
2	225684220	231927039	140	0.06	14460, 14599
2	231927233	231978510	6	-1.2575	14600, 14605
2	231978602	237489684	217	-0.037	14606, 14822
2	237998529	238002780	5	-1.053	14823, 14827
2	238289650	242598575	225	0.0161	14828, 15052
2	242618014	242625296	5	-0.9721	15053, 15057
2	242644101	242814479	30	-0.0077	15058, 15087
3	369847	3144459	20	0.0341	15088, 15107
3	3179043	3214482	8	-0.3592	15108, 15115
3	3214494	9804891	115	0.093	15116, 15230
3	9831237	9851876	15	-0.4305	15231, 15245
3	9852331	10183662	59	0.0183	15246, 15304
3	10183771	10183877	3	-0.9263	15305, 15307
3	10251329	12616470	85	0.008	15308, 15392
3	12641885	12660106	5	-0.5754	15393, 15397
3	12778301	12858174	10	0.0122	15398, 15407
3	12880973	12881040	2	-1.8077	15408, 15409
3	12977362	23942539	208	-0.0139	15410, 15617
3	23959478	23959964	2	-2.3885	15618, 15619
3	23996131	39433413	337	-0.004	15620, 15956
3	39433414	39452498	3	-1.0344	15957, 15959
3	39543640	40457532	23	0.0552	15960, 15982
3	40499459	40502982	5	-1.1135	15983, 15987
3	40528434	42610464	50	0.1027	15988, 16037
3	42633033	42635939	4	-1.4936	16038, 16041
3	42674240	63973946	1244	-0.0363	16042, 17285
3	64004621	64005070	3	-1.556	17286, 17288
3	64007992	69351543	77	0.0051	17289, 17365
3	69988310	70008484	5	-1.332	17366, 17370
3	71064775	93758768	133	0.0251	17371, 17503
3	93780086	93780204	2	-2.0664	17504, 17505
3	93780219	101283780	111	0.0241	17506, 17616
3	101283793	101298845	9	-0.4469	17617, 17625
3	101383884	101401726	8	-1.4049	17626, 17633
3	101445562	112710165	195	0.0854	17634, 17828
3	112727108	112738417	5	-0.7727	17829, 17833
3	112987244	113380081	25	0.0946	17834, 17858
3	113442267	113442869	5	-0.7821	17859, 17863
3	113499975	113505141	5	-2.0064	17864, 17868
3	113627797	120424868	154	0.0393	17869, 18022
3	120424895	120489705	8	-0.7174	18023, 18030
3	120628525	127298724	267	0.0292	18031, 18297
3	127318292	127327261	5	-0.8149	18298, 18302
3	127358200	127642833	20	0.0212	18303, 18322
3	127774511	127779510	5	-1.5509	18323, 18327
3	127819504	128853035	62	-0.1692	18328, 18389
3	128853669	128859319	4	-1.5192	18390, 18393
3	128890098	128890508	5	0.0186	18394, 18398
3	128971719	128979585	5	-2.1723	18399, 18403
3	128998693	132378494	115	0.0645	18404, 18518
3	132384890	132440900	10	-0.5003	18519, 18528
3	133098690	133305476	19	0.0804	18529, 18547
3	133358852	133376678	5	-1.4803	18548, 18552
3	133467334	137849998	106	0.0567	18553, 18658
3	137888998	137893480	5	-0.9588	18659, 18663
3	137942269	139088216	65	-0.048	18664, 18728
3	139092556	139098275	4	-2.9325	18729, 18732
3	139180943	141944197	77	0.0466	18733, 18809
3	142102227	142151599	5	-1.1152	18810, 18814
3	142266596	142682068	25	-0.0291	18815, 18839
3	142731096	142747413	5	-1.5836	18840, 18844
3	142839783	153840739	241	0.0515	18845, 19085
3	154022730	154042040	5	-1.1361	19086, 19090
3	154146440	160073917	145	-0.0065	19091, 19235
3	160119800	160138596	5	-1.0665	19236, 19240
3	160156141	172241103	198	0.1219	19241, 19438
3	172351739	179137231	65	-0.05	19439, 19503
3	179137277	179294444	6	-0.9994	19504, 19509
3	179310507	183823141	120	-0.1454	19510, 19629
3	183855458	183858397	4	-1.58	19630, 19633
3	183873567	184002894	41	-0.1242	19634, 19674
3	184019844	184041680	10	-1.0903	19675, 19684
3	184059878	184076875	10	0.1053	19685, 19694
3	184082823	184086001	9	-1.1203	19695, 19703
3	184090615	193201780	253	0.0239	19704, 19956
3	193332614	193360844	5	-0.9219	19957, 19961
3	193854261	195251706	53	-0.0894	19962, 20014
3	195256593	195269770	2	-2.1037	20015, 20016
3	195295994	195954589	39	-0.0404	20017, 20055
3	195954981	195984703	6	-0.5987	20056, 20061
3	196033853	196612969	59	0.0082	20062, 20120
3	196664414	196666270	7	-1.037	20121, 20127
3	196674899	197707217	48	-0.0573	20128, 20175
4	265908	2343313	177	0.0301	20176, 20352
4	2498826	2514833	5	-1.0429	20353, 20357
4	2648537	7044564	186	0.0681	20358, 20543
4	7045402	7065925	10	-0.7746	20544, 20553
4	7194779	17616399	187	0.045	20554, 20740
4	17616399	17625256	4	-1.6387	20741, 20744
4	17706648	57244325	554	0.0194	20745, 21298
4	57269230	57337925	11	-1.3037	21299, 21309
4	57340493	57843392	39	-0.1944	21310, 21348
4	57857003	57876606	5	-1.9285	21349, 21353
4	57976128	99428866	841	-0.0208	21354, 22194
4	99806181	99962244	9	-1.0077	22195, 22203
4	99998062	103681959	98	0.0221	22204, 22301
4	103722635	106858270	65	-0.2244	22302, 22366
4	106861714	120528383	233	0.0303	22367, 22599
4	120982079	120986962	5	-0.8072	22600, 22604
4	121738063	122682823	29	0.0426	22605, 22633
4	122723865	122744665	10	-0.9047	22634, 22643
4	122770048	145628315	265	-0.0507	22644, 22908
4	145916714	146038543	10	-1.5261	22909, 22918
4	146067408	190876209	728	0.0366	22919, 23646
5	143220	43277428	642	-0.1473	23647, 24288
5	43297189	43298981	5	-1.9402	24289, 24293
5	43382098	54603230	142	-0.0204	24294, 24435
5	54623570	54649011	4	-1.3982	24436, 24439
5	54649063	74643096	401	-0.0753	24440, 24840
5	74645862	74646185	3	-2.1629	24841, 24843
5	74646629	79855732	175	0.001	24844, 25018
5	79933733	79945321	4	-2.1052	25019, 25022
5	79968139	80600714	16	-0.0728	25023, 25038
5	80600774	80604411	4	-1.0291	25039, 25042
5	80640837	81474407	14	-0.0347	25043, 25056
5	81572231	81573586	5	-2.078	25057, 25061
5	81606008	96460215	183	-0.034	25062, 25244
5	96508906	96513548	4	-1.0847	25245, 25248
5	96514823	112174650	126	-0.0117	25249, 25374
5	112198245	112200367	6	-0.9776	25375, 25380
5	112238142	133496785	429	0.0085	25381, 25809
5	133496782	133509638	4	-1.7982	25810, 25813
5	133536119	137518633	172	-0.0223	25814, 25985
5	137518668	137548874	7	-1.0333	25986, 25992
5	137593593	137802916	30	0.1122	25993, 26022
5	137847176	137909487	10	-1.7038	26023, 26032
5	138118981	140027105	148	-0.0356	26033, 26180
5	140031325	140035575	5	-2.216	26181, 26185
5	140044602	140052412	9	0.0271	26186, 26194
5	140052865	140059437	6	-1.2319	26195, 26200
5	140071319	145483765	374	0.0329	26201, 26574
5	145523857	145609466	9	-0.7285	26575, 26583
5	145631278	148756474	120	0.0797	26584, 26703
5	148899851	148930415	5	-1.0726	26704, 26708
5	148980658	150051997	86	0.0368	26709, 26794
5	150076425	150175113	11	-0.7427	26795, 26805
5	150175105	159437836	243	0.0138	26806, 27048
5	159462161	159476556	3	-1.3312	27049, 27051
5	159520984	159822080	26	0.0237	27052, 27077
5	159840601	159841412	4	-1.868	27078, 27081
5	159842165	168271615	70	-0.0714	27082, 27151
5	169020413	169021497	5	-1.2804	27152, 27156
5	169081455	176730093	285	0.0194	27157, 27441
5	176731706	176732937	3	-1.2993	27442, 27444
5	176734958	180651672	294	0.0701	27445, 27738
5	180666171	180670700	5	-1.3604	27739, 27743
5	180687336	180687573	5	0.0234	27744, 27748
6	311927	26216627	707	-0.0508	27749, 28455
6	26216689	26216733	2	-3.7984	28456, 28457
6	26216738	27799220	162	-0.2248	28458, 28619
6	27805924	27833325	10	-1.4294	28620, 28629
6	27834883	30550932	221	-0.0189	28630, 28850
6	30551395	30574368	8	-1.1855	28851, 28858
6	30587489	33237532	566	-0.0618	28859, 29424
6	33240486	33243780	3	-2.2912	29425, 29427
6	33245357	33245752	5	0.0985	29428, 29432
6	33255409	33256602	4	-1.0195	29433, 29436
6	33256706	35424080	169	-0.0739	29437, 29605
6	35436786	35437252	3	-2.0109	29606, 29608
6	35438013	36492229	105	0.0577	29609, 29713
6	36564656	36566718	4	-3.0737	29714, 29717
6	36651970	36652121	5	0.6249	29718, 29722
6	36742736	37138798	32	0.0331	29723, 29754
6	37138959	38029472	34	-0.1742	29755, 29788
6	38029505	41774588	159	0.1016	29789, 29947
6	41877063	41898395	10	-0.9231	29948, 29957
6	41903788	88344611	1012	-0.012	29958, 30969
6	88387621	88411295	5	-1.1955	30970, 30974
6	88757778	89614564	11	0.0418	30975, 30985
6	89614573	89638757	4	-2.0842	30986, 30989
6	89790792	90347567	43	0.0126	30990, 31032
6	90428325	90504447	5	-1.0978	31033, 31037
6	90604448	117996991	511	0.0228	31038, 31548
6	117996983	117997249	3	-1.5731	31549, 31551
6	118475761	133108718	305	0.0362	31552, 31856
6	133136162	133138129	4	-1.4941	31857, 31860
6	133767861	144263514	224	-0.0129	31861, 32084
6	144416451	144416569	5	-2.6109	32085, 32089
6	144507850	149721697	62	0.0994	32090, 32151
6	149721710	149862555	5	-0.7821	32152, 32156
6	149862650	153077310	118	0.0099	32157, 32274
6	153296098	153296565	5	-1.4128	32275, 32279
6	153316399	160196343	147	-0.0054	32280, 32426
6	160202122	160205806	5	-1.0892	32427, 32431
6	160212005	170697463	215	0.0166	32432, 32646
6	170852730	170858158	4	-2.1905	32647, 32650
6	170862217	170893598	13	-0.554	32651, 32663
7	193329	916392	25	-0.0866	32664, 32688
7	916424	930587	4	-0.6497	32689, 32692
7	943836	1484962	41	-0.0126	32693, 32733
7	1486359	1579766	11	-0.499	32734, 32744
7	1589770	2400380	36	-0.1075	32745, 32780
7	2400421	2404044	4	-1.4674	32781, 32784
7	2472569	6431590	150	-0.1627	32785, 32934
7	6431584	6441565	3	-1.3589	32935, 32937
7	6472556	7613314	59	-0.1969	32938, 32996
7	7677525	7678720	4	-1.1303	32997, 33000
7	7679955	19184900	132	-0.0503	33001, 33132
7	19739884	19748459	5	-1.3201	33133, 33137
7	19765247	39446233	510	-0.1116	33138, 33647
7	39610110	39612022	5	-1.2457	33648, 33652
7	39649251	42950287	37	-0.1427	33653, 33689
7	42964272	42966225	4	-2.03	33690, 33693
7	42966979	44579696	102	-0.2436	33694, 33795
7	44611316	44613228	5	-1.8497	33796, 33800
7	44621070	66410198	351	-0.1449	33801, 34151
7	66459193	66460321	5	-2.2652	34152, 34156
7	66463796	98519508	678	-0.0182	34157, 34834
7	98522781	98524968	2	-1.9014	34835, 34836
7	98535375	98987598	21	-0.107	34837, 34857
7	98997952	99056898	21	-0.7354	34858, 34878
7	99057716	99673230	93	0.0293	34879, 34971
7	99686907	99695294	6	-1.1019	34972, 34977
7	99695546	102769039	329	-0.0513	34978, 35306
7	102939116	103003186	14	-0.9427	35307, 35320
7	103003874	129152241	530	-0.0047	35321, 35850
7	129297316	129519445	9	-0.8584	35851, 35859
7	129519459	151135241	749	-0.0245	35860, 36608
7	151168647	151188066	5	-1.3341	36609, 36613
7	151265856	158902568	116	-0.0601	36614, 36729
8	193783	17100664	291	0.1178	36730, 37020
8	17104845	17137574	5	-1.1688	37021, 37025
8	17188762	20066989	80	0.066	37026, 37105
8	20067909	20069232	4	-2.4213	37106, 37109
8	20110656	27925941	311	0.0472	37110, 37420
8	27987104	28651424	34	-0.1236	37421, 37454
8	28651437	28695224	4	-1.1854	37455, 37458
8	28827828	30032668	34	0.0557	37459, 37492
8	30032690	30361951	8	-0.2612	37493, 37500
8	30469865	30492570	5	-2.2939	37501, 37505
8	30502906	33310768	53	0.1112	37506, 37558
8	33346104	33369498	6	-1.5633	37559, 37564
8	33369608	37704498	44	-0.0244	37565, 37608
8	37704511	37707169	4	-1.1665	37609, 37612
8	37732699	37914694	20	0.0107	37613, 37632
8	37968329	37978514	5	-0.6742	37633, 37637
8	38003567	41355181	103	0.0067	37638, 37740
8	41387795	41397276	5	-1.6514	37741, 37745
8	41456773	56879297	238	-0.1871	37746, 37983
8	56985777	56986630	4	-1.863	37984, 37987
8	57026074	144900216	1600	-0.1625	37988, 39587
8	144900222	144900676	3	-3.0385	39588, 39590
8	144921226	145641340	109	-0.2409	39591, 39699
8	145650387	145651161	4	-3.4796	39700, 39703
8	145651419	146002939	65	-0.2293	39704, 39768
8	146016816	146017426	5	-2.0173	39769, 39773
8	146032643	146278539	35	-0.0849	39774, 39808
9	117370	33060558	508	0.0748	39809, 40316
9	33062041	33071746	4	-3.2328	40317, 40320
9	33135269	33443891	32	0.1013	40321, 40352
9	33469080	33472285	5	-0.8221	40353, 40357
9	33750658	34125268	21	0.1042	40358, 40378
9	34241293	34241589	4	-1.719	40379, 40382
9	34241664	35044242	110	0.0992	40383, 40492
9	35061671	35067921	5	-3.0777	40493, 40497
9	35076763	80144175	449	-0.0153	40498, 40946
9	80412523	80537171	5	-1.9882	40947, 40951
9	80851398	82267620	12	-0.0524	40952, 40963
9	82321658	85905553	24	0.2076	40964, 40987
9	85905592	86571228	34	-0.0819	40988, 41021
9	86586943	86591981	5	-2.4292	41022, 41026
9	86616071	95027836	144	-0.0358	41027, 41170
9	95036699	95081580	8	-1.0085	41171, 41178
9	95088377	95375323	25	0.0113	41179, 41203
9	95400526	95418849	5	-0.9811	41204, 41208
9	95481740	100405549	170	0.0243	41209, 41378
9	100410444	100416135	3	-0.8202	41379, 41381
9	100451814	101900365	70	0.0406	41382, 41451
9	101983827	101990274	10	-0.7449	41452, 41461
9	102590422	103015222	20	-0.0285	41462, 41481
9	103108441	103204367	7	-0.4966	41482, 41488
9	103204378	104239229	44	0.0894	41489, 41532
9	104302630	104309454	4	-1.2981	41533, 41536
9	104309474	111624996	85	0.0442	41537, 41621
9	111625001	111681598	6	-0.5832	41622, 41627
9	111697942	116021117	163	0.053900000000000003	41628, 41790
9	116029610	116045457	7	-0.8707	41791, 41797
9	116045469	117186734	93	0.032	41798, 41890
9	117354822	117359866	4	-1.3749	41891, 41894
9	117359859	125145855	166	0.0704	41895, 42060
9	125582670	125585454	5	-0.8853	42061, 42065
9	125627669	127083816	50	0.1736	42066, 42115
9	127167692	127177156	5	-1.8412	42116, 42120
9	127262434	134518658	522	-0.0485	42121, 42642
9	134759469	134955140	8	-1.1122	42643, 42650
9	135042349	135211913	10	-0.0301	42651, 42660
9	135276855	135277602	5	-0.5787	42661, 42665
9	135285771	136201370	69	0.02	42666, 42734
9	136211095	136216785	7	-0.9954	42735, 42741
9	136219552	139265787	207	0.0209	42742, 42948
9	139266353	139282273	4	-1.1669	42949, 42952
9	139290173	139333618	17	-0.2488	42953, 42969
9	139369822	139371062	4	-1.2517	42970, 42973
9	139371865	140919541	309	-0.0543	42974, 43282
10	93862	1041917	17	0.1149	43283, 43299
10	1042119	1044993	4	-0.8269	43300, 43303
10	1065728	6067892	118	0.1082	43304, 43421
10	6143266	6148191	4	-1.2676	43422, 43425
10	6257187	11911717	60	-0.0489	43426, 43485
10	12041903	12071484	5	-1.2939	43486, 43490
10	12129560	12252333	16	0.1789	43491, 43506
10	12257752	12259458	4	-1.6566	43507, 43510
10	12802951	51584668	809	-0.0072	43511, 44319
10	51612928	51768731	6	-1.2336	44320, 44325
10	51768810	61898743	98	-0.0317	44326, 44423
10	62544557	62551755	5	-1.4293	44424, 44428
10	62648443	70670960	144	-0.0574	44429, 44572
10	70672976	70748867	9	-1.08	44573, 44581
10	70748884	70917910	13	-0.2467	44582, 44594
10	70940305	70958204	5	-0.9621	44595, 44599
10	70987107	74886593	217	-0.0219	44600, 44816
10	74914057	74920301	5	-1.6082	44817, 44821
10	74937668	79781371	164	-0.0926	44822, 44985
10	79784796	79796997	7	-1.606	44986, 44992
10	79797040	94239163	360	-0.0586	44993, 45352
10	94366965	94381154	5	-1.614	45353, 45357
10	94449835	99093955	201	-0.0049	45358, 45558
10	99094018	99237130	24	-0.5139	45559, 45582
10	99327712	104111090	322	-0.0946	45583, 45904
10	104119137	104126878	4	-1.9668	45905, 45908
10	104156213	105110720	100	-0.0468	45909, 46008
10	105127851	105181330	12	-0.8859	46009, 46020
10	105207198	112057334	97	0.0286	46021, 46117
10	112057419	112058509	4	-0.8644	46118, 46121
10	112257976	112262635	5	0.0548	46122, 46126
10	112340726	112350228	5	-1.1189	46127, 46131
10	112540583	112724256	20	0.0916	46132, 46151
10	112724387	112764442	4	-1.4776	46152, 46155
10	112837968	115612596	60	0.0491	46156, 46215
10	115614787	115636463	4	-1.1241	46216, 46219
10	115657891	119805569	116	0.1275	46220, 46335
10	120094682	120095838	4	-0.6118	46336, 46339
10	120095841	120789792	16	0.1347	46340, 46355
10	120818829	120830587	5	-1.9417	46356, 46360
10	120871380	127500869	230	0.0527	46361, 46590
10	127504771	127520187	6	-0.6405	46591, 46596
10	127542540	135439049	198	0.0902	46597, 46794
11	193748	244189	26	-0.0204	46795, 46820
11	244421	247406	4	-1.3213	46821, 46824
11	279432	2997273	338	0.0162	46825, 47162
11	3050268	3062157	5	-1.8467	47163, 47167
11	3125475	4091357	59	9e-4	47168, 47226
11	4127402	4142982	5	-2.1697	47227, 47231
11	4406945	6623103	129	0.1336	47232, 47360
11	6623352	6953861	29	-0.1973	47361, 47389
11	6962878	7984890	43	0.1473	47390, 47432
11	8009211	8014445	4	-1.5318	47433, 47436
11	8111766	8496329	20	0.1135	47437, 47456
11	8705551	8706440	5	-1.6989	47457, 47461
11	8736212	9088324	34	0.1791	47462, 47495
11	9096025	9519288	24	-0.301	47496, 47519
11	9598087	9603192	5	-2.1071	47520, 47524
11	9715694	10645390	35	0.1687	47525, 47559
11	10776626	11374160	12	-0.7339	47560, 47571
11	11374269	14317325	64	-0.0105	47572, 47635
11	14498549	14539238	10	-2.5065	47636, 47645
11	14666446	18497125	149	-0.0443	47646, 47794
11	18528407	18537662	4	-2.4321	47795, 47798
11	18579777	27679855	149	0.054	47799, 47947
11	28106192	28113009	5	-1.1844	47948, 47952
11	28135014	31484740	39	0.1041	47953, 47991
11	31531437	31616449	5	-1.054	47992, 47996
11	31822266	32450092	15	0.0839	47997, 48011
11	32608658	32636397	6	-0.7763	48012, 48017
11	32663598	33080607	24	0.058	48018, 48041
11	33123746	33163475	8	-0.9949	48042, 48049
11	33308155	34097960	34	0.0575	48050, 48083
11	34097985	34152979	6	-0.6833	48084, 48089
11	34194754	46407985	227	0.0371	48090, 48316
11	46563813	46568771	5	0.9319	48317, 48321
11	46637279	46747709	25	0.1169	48322, 48346
11	46797891	46818461	5	-1.2333	48347, 48351
11	46905434	47435061	54	0.0267	48352, 48405
11	47445623	47446685	5	-1.6665	48406, 48410
11	47464307	57414470	141	-0.0174	48411, 48551
11	57427049	57457550	6	-0.8904	48552, 48557
11	57457660	60638486	205	-0.0319	48558, 48762
11	60668780	60670262	5	-1.0697	48763, 48767
11	60687263	61058318	35	-0.0917	48768, 48802
11	61089113	61099103	5	-1.1105	48803, 48807
11	61106759	61732862	90	-0.0922	48808, 48897
11	61897249	61906405	5	-1.0527	48898, 48902
11	61959547	62340113	38	-0.1334	48903, 48940
11	62344678	62358895	4	-2.2439	48941, 48944
11	62358916	62521151	81	-0.1274	48945, 49025
11	62529350	62550271	10	-0.859	49026, 49035
11	62556498	62559392	9	0.0496	49036, 49044
11	62569413	62606825	15	-1.5332	49045, 49059
11	62648592	64014062	155	-0.0647	49060, 49214
11	64022894	64028934	5	-1.3249	49215, 49219
11	64039114	64082390	20	-0.062	49220, 49239
11	64084569	64084790	4	-0.8719	49240, 49243
11	64084788	64527200	45	-0.0742	49244, 49288
11	64536923	64540957	5	-1.8796	49289, 49293
11	64566924	64825571	64	-0.0691	49294, 49357
11	64847177	64851122	5	-0.8275	49358, 49362
11	64852590	64880804	18	-0.0247	49363, 49380
11	64881003	64889084	12	-1.0063	49381, 49392
11	64891991	64893034	5	-0.1087	49393, 49397
11	64898619	64900543	5	-0.7844	49398, 49402
11	64938864	64955933	10	-0.0415	49403, 49412
