GENE	BF
ABRACL	-4.006
ABT1	-4.197
ABTB1	1.084
ABTB2	-5.382
ACAA1	-2.925
ACAA2	0.709
ACACA	0.029
ACACB	-5.126
ACAD10	0.464
ACAD11	-4.900
ACAD8	12.332
ACAD9	-2.942
ACADL	-4.680
ACADM	-3.338
ACADS	-5.132
ACADSB	-4.024
ACADVL	-3.988
ACAN	-4.315
ACAP1	-8.037
ACAP2	3.655
ACAP3	-2.629
ACAT1	1.699
ACAT2	3.729
ACBD3	-9.348
ACBD4	-3.709
ACBD5	-2.474
ACBD6	-7.039
ACBD7	-4.679
ACCS	-0.317
ACCSL	-3.937
ACD	4.554
ACE	0.197
ACE2	-5.309
ACER1	-1.682
ACER2	2.673
ACER3	2.982
ACHE	-0.188
ACIN1	3.921
ACKR2	-7.382
ACKR3	-5.606
ACKR4	-4.051
ACLY	1.513
ACMSD	-3.551
ACN9	-0.463
ACO1	-1.182
ACO2	1.858
ACOT1	-1.278
ACOT11	-0.575
ACOT12	0.829
ACOT13	0.029
ACOT2	4.061
ACOT4	-1.084
ACOT6	0.833
ACOT7	-4.693
ACOT8	-3.381
ACOT9	-1.838
ACOX1	-2.272
ACOX2	-2.493
ACOX3	-5.637
ACOXL	0.324
ACP1	-7.380
ACP2	1.801
ACP5	-5.890
ACP6	-4.644
ACPL2	-3.699
ACPP	-2.459
ACPT	-2.505
ACR	0.002
ACRBP	-6.353
ACRC	-0.311
ACRV1	-3.278
ACSBG1	-1.589
ACSBG2	-2.743
ACSF2	-5.633
ACSF3	-5.633
ACSL1	-3.597
ACSL3	-4.296
ACSL4	0.993
ACSL5	-0.300
ACSL6	-3.582
ACSM1	-1.220
ACSM2A	-2.798
ACSM2B	-2.286
ACSM3	-1.517
ACSM4	-0.108
ACSM5	-3.134
ACSS1	-6.797
ACSS2	-5.118
ACSS3	-4.912
ACTA1	0.463
ACTA2	-0.522
ACTB	-3.770
ACTBL2	0.287
ACTC1	-7.684
ACTG1	1.329
ACTG2	-4.420
ACTL10	-5.549
ACTL6A	8.071
ACTL6B	-3.492
ACTL7A	-2.777
ACTL7B	-4.461
ACTL8	-5.147
ACTL9	-4.174
ACTN1	-3.358
ACTN2	-2.545
ACTN4	-4.877
ACTR10	3.451
ACTR1A	0.907
ACTR1B	-5.025
ACTR2	6.620
ACTR3	0.646
ACTR3B	0.660
ACTR3C	0.533
ACTR5	0.599
ACTR6	2.817
ACTR8	3.150
ACTRT1	-0.689
ACTRT2	-4.089
ACTRT3	-2.938
ACVR1	-6.624
ACVR1B	-3.689
ACVR1C	-1.558
ACVR2A	2.911
ACVR2B	-4.311
ACVRL1	-4.762
ACY1	-6.099
ACY3	-3.367
ACYP1	-4.807
ACYP2	-6.534
ADA	-3.405
ADAD1	-4.618
ADAD2	-0.260
ADAL	-5.663
ADAM10	0.967
ADAM11	-0.522
ADAM12	0.962
ADAM15	-4.239
ADAM17	2.901
ADAM18	-1.387
ADAM19	-3.030
ADAM2	1.500
ADAM20	1.833
ADAM21	-6.453
ADAM22	-0.450
ADAM23	0.957
ADAM28	-4.074
ADAM29	-5.180
ADAM30	-5.724
ADAM32	-0.535
ADAM33	1.959
ADAM7	-1.607
ADAM8	-3.303
ADAM9	-0.917
ADAMDEC1	-1.309
ADAMTS1	-2.316
ADAMTS10	-0.540
ADAMTS12	-3.466
ADAMTS13	-3.701
ADAMTS14	-7.169
ADAMTS15	-3.538
ADAMTS16	-3.678
ADAMTS17	-2.808
ADAMTS18	-5.719
ADAMTS19	-2.722
ADAMTS2	-6.226
ADAMTS20	-0.530
ADAMTS3	3.306
ADAMTS4	-4.432
ADAMTS5	-2.047
ADAMTS6	-2.706
ADAMTS7	-2.704
ADAMTS8	-3.927
ADAMTS9	-1.515
ADAMTSL1	-4.460
ADAMTSL2	-3.958
ADAMTSL3	-3.222
ADAMTSL4	-0.442
ADAMTSL5	2.701
ADAP1	-4.290
ADAP2	-9.837
ADAR	0.024
ADARB1	-1.769
ADARB2	-2.207
ADAT1	-5.112
ADAT2	-1.251
ADAT3	-2.508
ADC	-7.287
ADCK1	-3.028
ADCK2	1.896
ADCK3	-2.158
ADCK4	-2.550
ADCK5	-7.038
ADCY1	-4.873
ADCY10	-1.576
ADCY2	-3.844
ADCY3	2.933
ADCY4	-5.247
ADCY5	-1.595
ADCY6	-3.021
ADCY7	-6.206
ADCY8	1.532
ADCY9	-2.751
ADCYAP1	-0.380
ADCYAP1R1	-5.881
ADD1	-4.989
ADD2	-6.253
ADD3	-4.109
ADH1A	-3.461
ADH1B	-3.288
ADH4	-3.675
ADH5	1.459
ADH6	-5.008
ADH7	-5.361
ADHFE1	-1.069
ADI1	-3.301
ADIG	-1.185
ADIPOQ	-2.295
ADIPOR1	-2.593
ADIPOR2	-4.500
ADIRF	-6.670
ADK	0.571
ADM	-2.217
ADM2	-7.183
ADM5	-3.279
ADNP	-4.463
ADNP2	-4.594
ADO	-7.665
ADORA1	1.077
ADORA2A	-2.389
ADORA2B	-6.733
ADORA3	-12.883
ADPGK	-2.613
ADPRH	-6.569
ADPRHL1	-1.006
ADPRHL2	-3.099
ADPRM	-3.637
ADRA1A	-4.137
ADRA1B	-4.725
ADRA1D	-1.740
ADRA2A	-0.778
ADRA2B	-3.577
ADRA2C	-2.551
ADRB1	-2.840
ADRB2	1.362
ADRB3	-2.305
ADRBK1	-0.895
ADRBK2	-6.584
ADRM1	7.500
ADSL	1.039
ADSS	1.807
ADSSL1	-5.581
ADTRP	-6.427
AEBP1	-0.676
AEBP2	-0.473
AEN	-2.051
AES	0.053
AFAP1	-5.001
AFAP1L1	-7.238
AFAP1L2	-5.545
AFF1	-4.460
AFF2	-0.516
AFF3	-3.919
AFF4	3.098
AFG3L2	1.062
AFM	2.990
AFMID	-3.532
AFP	1.024
AFTPH	-7.889
AGA	-1.579
AGAP1	-7.948
AGAP2	0.478
AGAP3	-10.000
AGAP5	-0.797
AGAP6	-2.894
AGAP7	-1.790
AGBL1	-0.890
AGBL2	-7.561
AGBL3	3.935
AGBL4	-2.090
AGBL5	-2.198
AGER	-4.629
AGFG1	-2.364
AGFG2	-1.305
AGGF1	2.533
AGK	-2.303
AGL	1.826
AGMAT	-6.380
AGMO	-3.428
AGO1	-3.005
AGO2	-2.548
AGO3	-1.523
AGO4	-3.444
AGPAT1	0.378
AGPAT2	0.006
AGPAT3	2.315
AGPAT4	-4.127
AGPAT5	-2.249
AGPAT6	-3.309
AGPAT9	-0.884
AGPS	-5.987
AGR2	-3.290
AGR3	1.250
AGRN	-6.773
AGRP	-2.262
AGT	-2.386
AGTPBP1	-2.081
AGTR1	2.497
AGTR2	-3.235
AGTRAP	-5.789
AGXT	-11.744
AGXT2	-4.788
AHCTF1	-0.255
AHCY	-2.521
AHCYL1	-1.067
AHCYL2	1.565
AHDC1	-1.718
AHI1	-1.472
AHNAK	4.057
AHNAK2	-8.108
AHR	-4.076
AHRR	-3.081
AHSA1	-2.326
AHSA2	-2.076
AHSG	-3.703
AHSP	-3.052
AICDA	-5.587
AIDA	-4.810
AIF1	-4.485
AIF1L	-7.022
AIFM1	-5.351
AIFM2	-2.477
AIFM3	-4.334
AIG1	-3.960
AIM1	-8.630
AIM2	-1.504
AIMP1	0.088
AIMP2	-0.855
AIP	-4.129
AIPL1	-3.357
AIRE	-4.718
AJAP1	-3.569
AJUBA	-9.208
AK1	-2.706
AK2	0.327
AK3	-0.002
AK4	1.255
AK5	-0.274
AK6	3.522
AK7	-3.711
AK8	0.114
AK9	-1.612
AKAP1	-3.744
AKAP10	-5.729
AKAP11	-3.495
AKAP12	-4.394
AKAP13	3.137
AKAP14	-3.375
AKAP17A	-1.381
AKAP2	-4.608
AKAP3	-4.065
AKAP4	4.513
AKAP5	-3.291
AKAP6	-5.772
AKAP7	-7.729
AKAP8	-4.319
AKAP8L	2.799
AKAP9	-3.020
AKIP1	-0.941
AKIRIN1	6.737
AKIRIN2	6.777
AKNA	-3.820
AKNAD1	-4.567
AKR1A1	-5.759
AKR1B1	-2.249
AKR1B10	-6.732
AKR1B15	0.943
AKR1C1	-3.517
AKR1C2	-2.895
AKR1C3	-1.208
AKR1C4	-5.492
AKR1D1	-3.315
AKR1E2	-1.968
AKR7A2	1.962
AKR7A3	-1.877
AKT1	-1.274
AKT1S1	-10.985
AKT2	-5.650
AKT3	-3.221
AKTIP	1.674
ALAD	-1.427
ALAS1	-1.961
ALAS2	-2.420
ALB	-2.883
ALCAM	-3.442
ALDH16A1	-8.165
ALDH18A1	-1.708
ALDH1A1	1.253
ALDH1A2	2.159
ALDH1A3	-7.730
ALDH1B1	-3.546
ALDH1L1	-5.060
ALDH1L2	-2.822
ALDH2	-5.148
ALDH3A1	-4.531
ALDH3A2	-3.122
ALDH3B2	-2.357
ALDH4A1	-3.987
ALDH5A1	-0.046
ALDH6A1	-5.669
ALDH7A1	-1.207
ALDH8A1	-5.630
ALDH9A1	5.067
ALDOA	-10.568
ALDOB	-3.613
ALDOC	-0.773
ALG1	6.509
ALG10	2.842
ALG10B	0.289
ALG11	9.800
ALG12	-1.689
ALG13	0.582
ALG14	-0.361
ALG1L	0.101
ALG2	12.596
ALG3	-5.394
ALG5	-4.730
ALG6	-0.074
ALG8	-3.471
ALG9	-0.004
ALK	-7.237
ALKBH1	-3.211
ALKBH2	-3.725
ALKBH3	1.085
ALKBH4	-2.600
ALKBH5	0.262
ALKBH6	-6.682
ALKBH7	0.819
ALKBH8	-4.152
ALLC	5.020
ALMS1	-1.822
ALOX12	-4.224
ALOX12B	-3.338
ALOX15	-5.036
ALOX15B	-5.454
ALOX5	2.979
ALOX5AP	-5.737
ALOXE3	-6.602
ALPI	-5.581
ALPK1	-2.948
ALPK2	-5.803
ALPK3	2.257
ALPL	-5.475
ALPP	-1.491
ALPPL2	-1.091
ALS2	-4.220
ALS2CL	-1.290
ALS2CR11	-0.454
ALS2CR12	-6.199
ALX1	-10.859
ALX3	-3.087
ALX4	-1.623
ALYREF	2.271
AMACR	2.389
AMBN	-6.495
AMBP	-0.053
AMBRA1	-9.417
AMD1	-1.535
AMDHD1	2.189
AMDHD2	-0.962
AMELX	-0.103
AMELY	-1.857
AMER1	-3.388
AMER2	-2.865
AMER3	-2.239
AMFR	-4.018
AMH	-3.252
AMHR2	-3.906
AMICA1	1.207
AMIGO1	-0.853
AMIGO2	-3.498
AMIGO3	-0.917
AMMECR1	-3.307
AMMECR1L	0.339
AMN	-1.751
AMN1	-3.921
AMOT	-1.917
AMOTL1	-5.717
AMOTL2	-5.496
AMPD1	-3.425
AMPD2	-3.510
AMPD3	-1.498
AMPH	0.209
AMT	-1.616
AMTN	-0.320
AMY1B	0.037
AMY2A	-3.931
AMY2B	0.833
AMZ1	-4.722
AMZ2	-5.030
ANAPC1	5.728
ANAPC10	8.647
ANAPC11	-3.381
ANAPC13	-1.128
ANAPC15	-1.816
ANAPC16	-5.283
ANAPC2	3.528
ANAPC4	10.754
ANAPC5	5.700
ANAPC7	-2.860
ANG	-5.048
ANGEL1	-1.469
ANGEL2	-4.148
ANGPT1	-0.566
ANGPT2	-5.264
ANGPT4	-6.363
ANGPTL1	-1.765
ANGPTL2	-2.775
ANGPTL3	-0.518
ANGPTL4	-3.188
ANGPTL5	5.537
ANGPTL6	0.663
ANGPTL7	-4.817
ANHX	-2.904
ANK1	-2.806
ANK2	-2.362
ANK3	-1.599
ANKAR	-3.224
ANKDD1A	-4.856
ANKDD1B	-5.340
ANKEF1	-4.729
ANKFN1	-2.425
ANKFY1	0.321
ANKH	-2.518
ANKHD1	-3.297
ANKHD1-EIF4EBP3	2.628
ANKIB1	5.889
ANKK1	-4.371
ANKLE1	-2.863
ANKLE2	12.787
ANKMY1	-2.518
ANKMY2	1.131
ANKRA2	-0.252
ANKRD1	1.221
ANKRD10	-4.975
ANKRD11	0.338
ANKRD12	-1.920
ANKRD13A	-1.482
ANKRD13B	-2.759
ANKRD13C	-0.683
ANKRD13D	0.257
ANKRD16	-3.269
ANKRD17	-0.028
ANKRD18A	-2.256
ANKRD2	-4.359
ANKRD22	-0.137
ANKRD23	-1.122
ANKRD24	-1.720
ANKRD26	-1.957
ANKRD27	-4.631
ANKRD28	-4.241
ANKRD29	-1.220
ANKRD30A	-0.952
ANKRD30B	-7.179
ANKRD31	1.333
ANKRD32	-0.086
ANKRD33	-1.358
ANKRD33B	-5.728
ANKRD34A	-2.615
ANKRD34B	-3.069
ANKRD34C	-0.837
ANKRD35	-4.247
ANKRD36	-0.134
ANKRD37	-1.977
ANKRD39	0.651
ANKRD40	-3.185
ANKRD42	-7.913
ANKRD44	-7.917
ANKRD45	-5.527
ANKRD46	-0.501
ANKRD49	-4.067
ANKRD50	1.064
ANKRD52	-2.446
ANKRD53	-2.699
ANKRD54	2.495
ANKRD55	-3.111
ANKRD6	-4.441
ANKRD61	-7.767
ANKRD62	-4.480
ANKRD65	-2.591
ANKRD66	-5.433
ANKRD7	-2.659
ANKRD9	2.542
ANKS1A	-3.904
ANKS1B	-11.269
ANKS3	-4.038
ANKS4B	-6.388
ANKS6	-0.362
ANKZF1	-3.947
ANLN	-1.325
ANO1	-0.283
ANO10	2.649
ANO3	5.524
ANO4	-3.076
ANO5	-7.624
ANO6	-7.444
ANO7	1.284
ANO8	-1.863
ANO9	-4.635
ANP32A	-0.336
ANP32B	-3.104
ANP32D	-3.527
ANP32E	2.929
ANPEP	-3.882
ANTXR1	-1.208
ANTXR2	1.059
ANTXRL	-0.359
ANXA1	-2.965
ANXA10	-1.026
ANXA11	-4.586
ANXA13	-2.162
ANXA2	-1.719
ANXA2R	-3.874
ANXA3	-3.123
ANXA4	-3.303
ANXA5	-2.345
ANXA6	-3.705
ANXA7	-1.962
ANXA8	-2.558
ANXA8L1	-6.786
ANXA8L2	-0.553
ANXA9	-4.158
AOAH	-1.263
AOC1	-3.934
AOC2	-3.281
AOC3	-4.525
AOX1	-5.335
AP1AR	-2.349
AP1B1	-5.802
AP1G1	0.950
AP1G2	-3.730
AP1M1	-7.269
AP1M2	-1.502
AP1S1	-4.963
AP1S2	7.620
AP1S3	0.975
AP2A1	-5.143
AP2A2	-2.952
AP2B1	-1.446
AP2M1	-2.473
AP2S1	-0.107
AP3B1	2.198
AP3B2	-5.340
AP3D1	-1.532
AP3M1	-8.134
AP3M2	-2.989
AP3S1	-4.755
AP3S2	-2.885
AP4B1	-3.355
AP4E1	-6.413
AP4M1	-2.215
AP4S1	-3.327
AP5B1	-3.511
AP5M1	-4.282
AP5S1	-0.697
AP5Z1	-2.907
APAF1	-6.278
APBA1	0.270
APBA2	-3.712
APBA3	-3.843
APBB1	-1.757
APBB1IP	-3.243
APBB2	-10.546
APBB3	-4.082
APC	-3.344
APC2	-1.245
APCDD1	-6.055
APCDD1L	-2.391
APCS	0.320
APEH	-0.528
APEX1	-2.517
APEX2	-2.105
APH1A	0.561
APH1B	-1.061
API5	-1.833
APIP	2.217
APITD1	-2.338
APITD1-CORT	-5.410
APLF	-0.660
APLN	-0.713
APLNR	-1.658
APLP1	-3.864
APLP2	-1.852
APMAP	-5.604
APOA1	-4.554
APOA1BP	-6.652
APOA2	-4.420
APOA4	-2.934
APOA5	-2.124
APOB	-3.325
APOBEC1	-2.893
APOBEC2	-3.604
APOBEC3A	-3.489
APOBEC3B	-5.078
APOBEC3C	0.993
APOBEC3D	1.717
APOBEC3F	-2.566
APOBEC3G	-11.428
APOBEC3H	3.259
APOBEC4	4.110
APOBR	-4.659
APOC1	-5.767
APOC2	-2.244
APOC3	-5.277
APOC4	-7.716
APOD	0.657
APOE	-1.060
APOF	-6.024
APOH	1.668
APOL1	-3.287
APOL2	-0.910
APOL3	-3.929
APOL5	-3.978
APOL6	-2.400
APOLD1	-4.105
APOM	-5.909
APOO	-1.432
APOOL	-0.001
APOPT1	-2.192
APP	-2.271
APPBP2	2.887
APPL1	-3.782
APPL2	-2.352
APRT	1.974
APTX	2.574
AQP1	-5.092
AQP10	-1.043
AQP11	-8.467
AQP12B	3.005
AQP2	0.841
AQP3	-6.248
AQP4	-8.368
AQP5	-2.715
AQP6	-4.009
AQP7	-3.341
AQP8	-3.997
AQP9	-2.200
AQPEP	-6.802
AQR	10.211
AR	-7.806
ARAF	-8.051
ARAP1	3.002
ARAP2	2.774
ARAP3	-0.570
ARC	-3.763
ARCN1	13.386
AREG	-2.649
AREL1	1.103
ARF1	-2.947
ARF3	-4.033
ARF4	13.334
ARF5	-5.256
ARF6	0.449
ARFGAP1	-2.845
ARFGAP2	-4.062
ARFGAP3	-1.979
ARFGEF1	2.260
ARFGEF2	-2.644
ARFIP1	-2.415
ARFIP2	-3.147
ARFRP1	-5.307
ARG1	-7.044
ARG2	-6.775
ARGFX	-6.477
ARGLU1	0.633
ARHGAP1	-5.557
ARHGAP10	-5.196
ARHGAP11A	5.785
ARHGAP11B	-4.080
ARHGAP12	-1.336
ARHGAP15	-1.002
ARHGAP17	-5.429
ARHGAP18	-5.329
ARHGAP19	-0.536
ARHGAP20	-0.553
ARHGAP21	-2.759
ARHGAP22	-5.971
ARHGAP23	-2.116
ARHGAP24	-0.665
ARHGAP25	-5.094
ARHGAP26	2.420
ARHGAP27	-1.157
ARHGAP28	-4.867
ARHGAP29	-0.929
ARHGAP30	0.312
ARHGAP31	-3.322
ARHGAP32	-4.192
ARHGAP33	-1.702
ARHGAP35	-3.242
ARHGAP36	-13.829
ARHGAP39	-1.055
ARHGAP4	-2.119
ARHGAP44	-7.402
ARHGAP5	-0.137
ARHGAP6	-4.746
ARHGAP8	-2.048
ARHGAP9	-6.573
ARHGDIA	-5.827
ARHGDIB	4.755
ARHGDIG	0.755
ARHGEF1	-5.155
ARHGEF10	-4.416
ARHGEF10L	-0.042
ARHGEF11	-0.715
ARHGEF12	-5.341
ARHGEF15	-4.939
ARHGEF16	-1.608
ARHGEF17	-2.334
ARHGEF18	-4.786
ARHGEF19	-2.290
ARHGEF2	-3.100
ARHGEF25	-5.016
ARHGEF26	-0.781
ARHGEF28	-1.791
ARHGEF3	-0.511
ARHGEF33	0.801
ARHGEF35	0.214
ARHGEF37	-4.665
ARHGEF38	0.291
ARHGEF39	-7.216
ARHGEF4	-4.626
ARHGEF40	-2.186
ARHGEF5	0.204
ARHGEF6	-4.501
ARHGEF7	-0.822
ARHGEF9	-2.002
ARID1A	1.110
ARID1B	-2.039
ARID2	-5.043
ARID3A	-0.328
ARID3B	-0.562
ARID3C	-2.108
ARID4A	-6.027
ARID4B	-1.375
ARID5A	-0.543
ARID5B	-1.730
ARIH1	-4.140
ARIH2	-6.335
ARIH2OS	-1.063
ARL1	4.504
ARL10	-4.154
ARL11	-0.047
ARL13A	2.961
ARL13B	-2.993
ARL14	-1.508
ARL14EP	-2.175
ARL14EPL	-2.637
ARL15	-1.841
ARL16	-3.397
ARL2	0.580
ARL2BP	-0.532
ARL3	1.858
ARL4A	-6.104
ARL4C	-2.398
ARL4D	-2.084
ARL5A	-3.277
ARL5B	-4.308
ARL5C	-0.722
ARL6	0.586
ARL6IP1	-0.124
ARL6IP4	-5.823
ARL6IP5	-1.525
ARL6IP6	0.066
ARL8A	-1.718
ARL8B	-1.597
ARL9	-3.271
ARMC1	-3.346
ARMC10	0.578
ARMC12	-1.636
ARMC2	-3.846
ARMC3	-5.032
ARMC4	-4.743
ARMC5	3.632
ARMC6	1.615
ARMC7	1.641
ARMC8	-3.501
ARMC9	-2.050
ARMCX1	-4.391
ARMCX2	-4.195
ARMCX3	-5.226
ARMCX4	-6.303
ARMCX5	0.490
ARMCX6	-3.617
ARMS2	-2.343
ARNT	3.543
ARNT2	-0.819
ARNTL	-1.528
ARNTL2	-2.622
ARPC1A	-1.963
ARPC1B	1.895
ARPC2	2.175
ARPC3	1.525
ARPC4	0.176
ARPC4-TTLL3	-2.061
ARPC5	-3.243
ARPC5L	-4.014
ARPP19	-3.637
ARPP21	-4.388
ARR3	-1.720
ARRB1	-0.695
ARRB2	-1.937
ARRDC1	-1.367
ARRDC2	-5.305
ARRDC3	-4.696
ARRDC4	-0.445
ARRDC5	-5.089
ARSA	-2.814
ARSB	-7.105
ARSD	-2.338
ARSE	-2.261
ARSF	-6.654
ARSG	-5.168
ARSH	4.541
ARSI	-8.101
ARSJ	-5.188
ARSK	2.245
ART1	-3.055
ART3	-1.771
ART4	-3.328
ART5	-2.809
ARTN	2.415
ARV1	2.382
ARVCF	-1.864
ARX	-2.931
AS3MT	-2.018
ASAH1	-2.245
ASAH2	-6.157
ASAH2B	-1.631
ASAP1	-2.885
ASAP2	-2.015
ASAP3	-3.077
ASB1	-4.940
ASB10	-6.229
ASB11	-1.612
ASB12	-1.684
ASB13	-9.158
ASB14	-4.181
ASB15	-6.969
ASB16	-1.793
ASB17	1.397
ASB18	-7.138
ASB2	-3.489
ASB3	-2.311
ASB4	-4.440
ASB5	-3.394
ASB6	-2.949
ASB7	-5.427
ASB8	-2.496
ASB9	-6.650
ASCC1	-0.172
ASCC2	-1.726
ASCC3	0.647
ASCL1	-4.697
ASCL2	2.787
ASCL3	-4.678
ASCL4	-1.109
ASCL5	-5.929
ASF1A	-3.960
ASF1B	-4.190
ASGR1	-4.644
ASGR2	-4.613
ASH1L	0.032
ASH2L	8.737
ASIC1	1.839
ASIC2	-0.128
ASIC3	-6.640
ASIC4	-1.434
ASIC5	-4.932
ASIP	3.109
ASL	-5.104
ASMT	-1.358
ASMTL	0.233
ASNA1	-5.159
ASNS	-4.624
ASNSD1	0.378
ASPA	-2.762
ASPDH	-1.689
ASPG	-4.819
ASPH	0.541
ASPHD1	-3.843
ASPHD2	0.411
ASPM	-5.858
ASPRV1	-4.716
ASPSCR1	2.999
ASRGL1	-5.487
ASS1	-3.477
ASTE1	-2.586
ASTL	-3.609
ASTN1	-2.982
ASTN2	-7.602
ASUN	5.327
ASXL1	1.386
ASXL3	-4.865
ASZ1	-2.825
ATAD1	-2.095
ATAD2	2.992
ATAD2B	-1.573
ATAD3A	-4.351
ATAD3B	-3.007
ATAD3C	-1.872
ATAD5	-1.423
ATAT1	-4.665
ATCAY	-4.990
ATE1	-9.920
ATF1	-2.984
ATF2	-4.906
ATF3	-13.405
ATF4	-1.943
ATF5	-3.129
ATF6	-1.488
ATF6B	-1.744
ATF7	-2.425
ATF7IP	-3.716
ATF7IP2	-4.173
ATG10	-3.866
ATG12	-4.133
ATG13	-0.042
ATG14	-1.401
ATG16L1	-4.765
ATG16L2	-2.362
ATG2A	-0.131
ATG2B	0.359
ATG3	1.846
ATG4A	-4.276
ATG4B	-8.197
ATG4C	-1.697
ATG4D	-7.900
ATG5	-2.411
ATG7	-5.397
ATG9A	-3.589
ATHL1	-0.969
ATIC	-5.608
ATL1	-3.730
ATL2	2.029
ATL3	-2.883
ATM	-9.104
ATMIN	-8.965
ATN1	-2.508
ATOH1	-4.913
ATOH7	-0.342
ATOH8	-2.383
ATOX1	-1.721
ATP10A	1.500
ATP10B	-4.929
ATP10D	-6.397
ATP11A	-3.985
ATP11B	1.817
ATP11C	3.117
ATP12A	1.917
ATP13A1	0.167
ATP13A2	-1.912
ATP13A3	-0.540
ATP13A4	-2.210
ATP13A5	-0.599
ATP1A1	2.301
ATP1A2	-1.040
ATP1A3	-7.967
ATP1A4	-4.288
ATP1B1	-6.490
ATP1B2	-6.201
ATP1B3	-4.182
ATP1B4	-2.146
ATP2A1	-1.639
ATP2A2	8.190
ATP2A3	-4.117
ATP2B1	-2.311
ATP2B2	-2.814
ATP2B3	-2.163
ATP2B4	-6.606
ATP2C1	-1.608
ATP2C2	-0.884
ATP4A	1.945
ATP4B	-0.929
ATP5A1	2.196
ATP5B	-1.595
ATP5C1	-1.488
ATP5D	0.949
ATP5F1	0.117
ATP5G1	0.651
ATP5G2	-1.762
ATP5G3	-9.752
ATP5H	-1.820
ATP5I	-3.397
ATP5J	-0.417
ATP5J2	6.424
ATP5J2-PTCD1	0.948
ATP5L	1.574
ATP5L2	2.605
ATP5O	-1.905
ATP5S	-2.661
ATP5SL	0.726
ATP6AP1	-2.776
ATP6AP1L	0.313
ATP6AP2	-4.713
ATP6V0A1	-2.909
ATP6V0A2	-2.754
ATP6V0A4	-4.194
ATP6V0B	-1.413
ATP6V0C	2.686
ATP6V0D1	2.051
ATP6V0D2	0.210
ATP6V0E1	-0.008
ATP6V0E2	-2.356
ATP6V1A	2.138
ATP6V1B1	-9.022
ATP6V1B2	18.967
ATP6V1C1	-2.096
ATP6V1C2	-4.876
ATP6V1D	4.202
ATP6V1E1	2.667
ATP6V1E2	-2.367
ATP6V1F	-3.895
ATP6V1G1	3.189
ATP6V1G2	-4.723
ATP6V1G3	1.120
ATP6V1H	-0.719
ATP7A	0.551
ATP7B	-5.978
ATP8A1	-2.224
ATP8A2	-6.832
ATP8B1	-4.087
ATP8B2	1.183
ATP8B3	-4.605
ATP8B4	-4.069
ATP9A	-1.113
ATP9B	-0.999
ATPAF1	-5.082
ATPAF2	-5.033
ATPIF1	-0.469
ATR	4.761
ATRAID	0.038
ATRIP	5.659
ATRN	-1.217
ATRNL1	-4.076
ATRX	-1.541
ATXN1	-4.902
ATXN10	-2.777
ATXN1L	-0.643
ATXN2	-4.073
ATXN2L	-7.348
ATXN3	-4.408
ATXN3L	-1.428
ATXN7	-6.126
ATXN7L1	-8.935
ATXN7L2	-5.105
ATXN7L3	-0.834
ATXN7L3B	-4.885
AUH	-0.000
AUNIP	-8.191
AUP1	-0.626
AURKA	3.651
AURKAIP1	-2.421
AURKB	7.305
AURKC	2.725
AUTS2	-4.006
AVEN	-6.978
