CHR	startp	endp	n.sgRNAs	avg.logFC	guideIdx
20	25397734	25405931	4	-1.6646	81617, 81620
20	25470558	30231239	68	0.0876	81621, 81688
20	30309783	30365452	10	-0.8264	81689, 81698
20	30407989	30536696	25	0.1254	81699, 81723
20	30538149	30538189	2	-1.5187	81724, 81725
20	30539676	32663780	159	0.1101	81726, 81884
20	32684507	32685243	2	-3.0963	81885, 81886
20	32686314	33033203	17	0.0802	81887, 81903
20	33122432	33122541	5	-1.2212	81904, 81908
20	33147150	33842563	60	0.0917	81909, 81968
20	33872011	33872224	4	-1.7349	81969, 81972
20	33875562	34269889	47	0.0482	81973, 82019
20	34285638	34313015	12	-0.9386	82020, 82031
20	34317218	39690131	197	0.049	82032, 82228
20	39721115	39728831	4	-2.182	82229, 82232
20	39766470	44443039	286	0.0919	82233, 82518
20	44443066	44452999	9	-0.8866	82519, 82527
20	44453013	45242106	106	0.0262	82528, 82633
20	45315725	45317926	5	-0.9763	82634, 82638
20	45353875	47682771	36	-0.0236	82639, 82674
20	47682970	47695131	4	-2.2821	82675, 82678
20	47739659	57429463	292	-0.013	82679, 82970
20	57478839	57484272	5	-1.8046	82971, 82975
20	57561214	57564946	5	-0.5747	82976, 82980
20	57576537	57598968	10	0.1294	82981, 82990
20	57611589	57613641	5	-2.017	82991, 82995
20	57766291	60714178	61	0.1169	82996, 83056
20	60714186	60714955	4	-2.0016	83057, 83060
20	60734970	60937561	30	-0.2556	83061, 83090
20	60962702	60968630	6	-1.3701	83091, 83096
20	60968642	62896703	256	0.1103	83097, 83352
21	10942739	27097675	77	0.0499	83353, 83429
21	27101971	27124546	6	-1.217	83430, 83435
21	27130311	30411401	42	0.0176	83436, 83477
21	30435732	30437432	3	-2.7435	83478, 83480
21	30439064	32624434	135	0.0521	83481, 83615
21	33036101	33039640	5	-1.2387	83616, 83620
21	33064210	34922442	104	-0.0531	83621, 83724
21	34923562	34958430	7	-1.769	83725, 83731
21	34959826	48068418	582	0.0323	83732, 84313
22	17072628	18065418	43	-0.1262	84314, 84356
22	18082817	18082865	2	-3.0982	84357, 84358
22	18095564	19435230	101	-0.2948	84359, 84459
22	19455459	19486651	9	-1.4569	84460, 84468
22	19492922	21997298	184	-0.1834	84469, 84652
22	22025322	22040788	5	-1.8411	84653, 84657
22	22057708	24123144	108	-0.1582	84658, 84765
22	24133953	24143283	5	-1.0932	84766, 84770
22	24180615	24237059	14	-0.0786	84771, 84784
22	24300765	24324916	11	-0.5934	84785, 84795
22	24379416	24944032	40	-0.0709	84796, 84835
22	24953709	24964019	5	-2.4893	84836, 84840
22	24982134	31998620	382	-0.1151	84841, 85222
22	32017441	32017850	3	-2.1867	85223, 85225
22	32019727	38355387	339	-0.162	85226, 85564
22	38355419	38379707	9	-3.1851	85565, 85573
22	38455289	39713487	143	-0.1158	85574, 85716
22	39713514	39714432	4	-2.3588	85717, 85720
22	39770313	41282475	92	-0.1136	85721, 85812
22	41349556	41542776	8	-0.9893	85813, 85820
22	41543871	41635508	12	-0.0052	85821, 85832
22	41652730	41660712	5	-1.2134	85833, 85837
22	41723268	41833185	15	0.0212	85838, 85852
22	41863459	41911892	9	-1.6577	85853, 85861
22	41913578	42032177	22	-0.2153	85862, 85883
22	42032636	42076281	9	-2.3747	85884, 85892
22	42086794	42322663	25	0.0235	85893, 85917
22	42335108	42342465	10	-0.8506	85918, 85927
22	42381994	50944778	394	-0.0301	85928, 86321
22	50954929	50962336	6	-1.0383	86322, 86327
22	50962485	51215160	49	0.0033	86328, 86376
23	306271	13727262	201	0.1936	86377, 86577
23	13734680	13734792	4	-0.7259	86578, 86581
23	13753443	20074844	192	0.1907	86582, 86773
23	20152073	20156679	5	-1.9845	86774, 86778
23	20193396	24024591	84	0.112	86779, 86862
23	24075539	24082332	5	-1.291	86863, 86867
23	24197652	40506315	234	0.119	86868, 87101
23	40551466	41203525	15	-0.8823	87102, 87116
23	41332837	47002118	96	0.1376	87117, 87212
23	47002115	47061612	14	-0.636	87213, 87226
23	47083866	47500712	44	0.1123	87227, 87270
23	47500713	47517250	7	-0.9134	87271, 87277
23	47517251	54335658	351	0.0109	87278, 87628
23	54467109	54470569	5	-1.5704	87629, 87633
23	54492190	69282834	224	0.1132	87634, 87857
23	69353894	69354653	5	-1.7871	87858, 87862
23	69419189	69508328	30	0.1675	87863, 87892
23	69519030	69646798	7	-1.002	87893, 87899
23	69646811	70523544	71	0.087	87900, 87970
23	70588012	70777089	10	-1.3393	87971, 87980
23	70814182	71428212	26	-0.0363	87981, 88006
23	71494910	71495561	3	-2.4859	88007, 88009
23	71521892	119004874	902	0.1417	88010, 88911
23	119004979	119005268	3	-1.684	88912, 88914
23	119005396	119070379	13	-0.0087	88915, 88927
23	119077228	119077362	4	-1.116	88928, 88931
23	119210965	122532520	61	0.0993	88932, 88992
23	122774459	122830678	5	-2.0951	88993, 88997
23	123019620	135862912	302	0.1586	88998, 89299
23	135957628	135961499	6	-1.5091	89300, 89305
23	136113190	153944580	502	0.105	89306, 89807
23	153993767	153995575	5	-0.9385	89808, 89812
23	154013424	154774832	71	0.1079	89813, 89883
24	155403	3447446	53	0.1623	89884, 89936
24	3447553	27187933	72	0.3773	89937, 90008
24	27187946	59342522	17	0.159	90009, 90025
