genes	921	Mel202	Mel270	Mel285	MP38	MP41	MP46	OMM1	OMM23	OMM25
ANKRD65	-0.4678834067776293	-0.58520484545401	-0.6143394612893666	-0.36964583630997017	-0.12809424032349007	-0.17282518855640056	-0.04416179672918959	-0.6116643072488569	-0.1346558023185816	-0.8469666319767959
TMEM88B	0.6587378014000581	0.10219663250622696	0.07021011141987411	0.06548120115575602	0.07213534095761014	0.12414025846430005	0.07783175352000224	0.13154140192876612	0.2112129431279106	0.11117036318253229
VWA1	0.3427507355827776	0.10841317492689188	0.17643485700449418	-0.028845597837028142	0.06816379248761092	0.06588191311710226	0.07184971527269128	0.2563760779274753	0.2749092390556785	0.32230524501703994
ATAD3C	0.419918784425612	-0.22725581433965156	0.17524346875721192	-0.06016579198735812	0.046191716970076964	0.12504489487575599	-0.023637084819823365	0.20635970874089798	-0.07148964628898095	0.062372244428464244
ATAD3B	0.5732790384587201	-0.026275379571160683	0.051697724098021786	0.2715361866465346	0.18191279633435906	0.21199110782750877	0.06964104407811875	0.1527430090364865	0.059456386776833015	0.021866045379971263
ATAD3A	0.24085602914602774	-0.33240348201926706	0.18416803630787776	0.07745910169182595	-0.007878907697039216	0.22692866574033624	0.058365842309533324	0.1001754703524246	0.020774252432019247	0.011132213668432393
TMEM240	-0.1749926575289471	0.06317963747836722	0.08221519271453331	0.04361415187070648	0.0915785652308647	0.11577932945839567	-0.12145865423988275	0.07749541888675783	0.4454828266228772	-0.006024082983072043
SSU72	-2.672606769646232	-1.5691261575758972	-1.9557979528840206	-0.15210727345504746	-1.1596579076066338	-1.5454066791109091	-0.026815827303210492	-1.26215688171598	-1.0127695112023591	-1.6244099787271689
C1orf233	0.39754178053652356	-0.05049484761412081	0.018191115042797915	0.26823297292959974	0.04095824526028267	-0.024808411398268546	0.15285794871129602	0.08490006919686831	0.2417005459323678	0.2610114455820288
MIB2	0.5202482418394235	-0.04803885203028639	0.08340690875972112	0.19263463073696158	-0.1039209709335594	-0.06046814508533242	0.002767486964768234	0.18004132439807694	0.1718127479525393	3.2994851207470907e-4
MMP23B	0.3919867516056489	-0.06021535335728962	-0.2532807514671263	-0.015159096485753499	-0.09395784266340326	-0.10492574113752551	0.01997954640701688	0.12069559325400232	0.14469543870620846	0.11966785622869941
SLC35E2B	0.23533125297905486	0.31492808973136865	0.15168272766460725	0.36795967736660384	0.15692056833668003	0.19020229762112648	0.19603920805120847	0.3901758153634594	0.3469210962533585	0.2944782134136934
CDK11A	-1.5971041491039684	-1.6076597096382295	-1.7970169077861804	-0.8951707603011159	-0.4563731913481427	-1.1810033805714262	-0.3747982265585298	-1.2662520801508077	-1.6023006728285654	-1.0552912651977802
SLC35E2	0.1668031607538047	-0.1657294020738817	0.05979563441561525	-0.17423763907685513	0.4486485349828353	0.027981475333641807	-0.02741773600400311	0.25373437867113935	0.028117886986019	0.16754618153715248
NADK	-0.1146074481903345	0.14299786856256552	-0.11414659778666475	0.3012682296313884	-0.03774624419994203	-0.12711565900545024	0.11343801909013934	-0.21780074948135947	-0.2888529905525439	-0.2224909305226492
GNB1	-0.635509150066373	-0.31049666326732306	-0.48445752939282216	-0.08906928790760761	0.04547090056524937	-0.2521146807026753	-0.17397837597548077	-0.5067129871006345	-1.2586653883352372	-0.26520362859585817
CALML6	-0.6323388393936569	-0.33656207010897443	-0.31421111589325895	-0.3675555329772224	-0.0028708711825530535	-0.0673203606951661	-0.14659709276275523	-0.3584531174538324	-0.30575868470783946	-0.40492575614756665
TMEM52	0.47924000428159236	0.04873387995379095	0.16495095103547192	-0.012079146954930276	0.09340728877477622	-0.047934886224602825	0.05409928110958438	0.15576500966596035	0.06038991115242714	0.19630272578800045
GABRD	0.3107897744364974	0.16620559632546722	0.06569677177885903	0.03667108667714038	-0.12949150942239032	-0.014338560275258882	-0.1216626115978802	0.22698177174230377	0.00162233960882585	0.2773545715677014
PRKCZ	0.06709998815711912	-0.24164189257092505	0.09255120842056024	-0.021867618973161064	0.04688365163437538	0.06819212544989173	0.1294674274220325	-0.044141916223789816	0.07973447923221919	0.177919933606941
C1orf86	-0.6732883265564258	-0.5459311213243605	-0.3871863945348568	-0.6725377495169903	-0.3621434751185754	-0.37964536898118145	-0.4797572888567679	-0.5052679932364333	-0.6464459371501763	-0.3763539650684532
SKI	0.26713954819668473	0.2234955678373456	0.27216602522465133	0.2612029805807697	0.11111461727048924	0.2421018242031438	0.053925273819969616	0.3869017222773111	0.16744359377430237	0.4316470224776964
MORN1	-0.24697759395386681	-0.04658271084023322	-0.05053713678348689	-0.5066177675273201	-0.1783829023040071	-0.13155514402868349	-0.019138790286949744	0.09215385397006526	-0.06753739100609739	0.09111678526684582
RER1	-0.19978875850189576	-0.9931241477451214	0.030336105267336832	0.15040286988484322	0.13309944591723516	-0.25025967303842295	0.005333180378233687	0.15768888858004965	-0.11278203110680857	0.06946396814485165
PEX10	0.004237173596055211	-0.13147771056219426	0.03813264919551823	-0.16443891920059503	0.04686430605876833	-0.029584396792270325	-0.08695031144480739	-0.0529606932495729	0.09059536853162266	0.0696962633382516
PLCH2	0.46962159996354463	-0.11099839117579238	-0.17976971759485078	0.19278247416149447	-0.050310897380922495	0.07208945774646427	0.02012763274042852	0.1699130668574509	0.07462105232353841	0.08151301987766238
PANK4	0.41059832753195097	0.030372884650787184	0.2905584876272921	0.1071205427601685	0.0330124948704943	0.10694810059832949	0.07741470297833847	0.19005576524989462	0.008288454142484256	0.08129058310330131
HES5	0.583078907049127	0.21915890484101455	0.15154948973003557	0.01808984932946077	0.134935586153478	0.09604686790819984	0.08700187442002703	0.0952683248306413	0.18775335380030156	0.08349268097216528
TNFRSF14	0.7477070417694546	0.2597097261675669	0.02059457800175241	0.10847538400474463	0.16624563325267822	0.07194997653262726	0.2034994160021903	0.16544468097886394	0.05736761770520803	0.3712241232528319
FAM213B	0.5795314201679709	0.0861472898193812	0.043532776900673704	0.015105489831493416	-0.04435961689798283	0.049498114456944985	0.019018434683403373	0.13193307223553544	-0.10727299319225779	0.10754602307670559
MMEL1	-0.4303484303008374	0.24111300319755505	0.11867859092169239	-0.12114580303442901	0.13060240509573623	-0.07751537779803522	-0.07447445078648274	0.15756744518421564	-0.05408204381918986	0.004414275605757292
TTC34	0.6783224091597518	0.4758584233587962	0.19531542478037053	0.2295357462346048	0.15267779845539614	0.1504143384785886	0.113195360108807	0.21238897213650795	0.2187818132822612	0.36729270605841413
ACTRT2	0.0946262069489694	0.4229724125873853	0.15597620129455828	0.3159792370015919	0.13797184754759545	0.1645275883216917	0.08147653021056982	0.295863537010295	0.13009858409860298	0.30624785668067356
PRDM16	0.14260260537240782	-0.23451851428221038	-0.18100450634258988	-0.5364470124650119	-0.17883491547829555	-0.30375648251246046	0.040296000255978986	-0.027502169803866577	-0.09639680546494879	-0.05874488372689449
ARHGEF16	-0.1953659944540006	-0.0071858266939635726	0.14397718434631596	0.030797447801164553	0.016904602210645346	0.06814450441150581	-0.03608268079297343	0.19891482510700706	0.06932123465312108	0.2343792045295657
MEGF6	0.30708413364634013	-0.03764713474163567	0.07334785046449743	0.25822438727060715	0.14127834757611735	0.10979243045154502	0.08732904593469991	0.2309294735398042	0.30271541156401693	0.19926006024832077
TPRG1L	-0.6795197572842533	-0.02903120146589271	-0.11445512786267764	-0.3586131244930487	-0.05968485071641894	-0.09999823779539829	-0.02755119208013207	0.04694502590742666	-0.0175405588791159	-0.13612773793328106
WRAP73	0.7042286965968236	-0.035851099012717935	0.08453354681356044	-0.07112457213965358	0.06657532940548808	0.0961954087338039	-0.01873316506374875	0.3087888003157069	-0.001138705274218174	0.24183519620770066
TP73	-0.2037312365404187	-0.0642082406785839	-0.15621073566311908	-0.033112949415366306	-0.06689069536390045	-0.009299213852999486	-0.16080496069405853	0.016914664538589863	0.0493742515392274	0.039935529567130854
CCDC27	-0.28979634730734316	0.004626851194417704	-0.12328761151016694	-0.0037297568056651577	-0.030600205901795505	-0.10379488213902567	-0.09325053456414388	-0.009713607369549983	-0.02029880648296488	-0.0962587756048873
SMIM1	0.027231413529536265	-0.320298522693252	-0.3426170613063956	-0.06645290387380144	-0.027677923340769274	0.03778946070510798	0.10703742486476041	-0.47953554937635473	-0.18219671165732643	-0.32511913305494566
LRRC47	0.04960106391224212	0.14883971012707814	0.06047500200757726	0.24873021173386045	0.11465283795764182	0.13950034301875117	0.15000048864550874	0.16621921509918733	-0.03769060878015373	0.14567803677746782
CEP104	-0.3370896661310265	-0.21550568414562668	-0.09240715310609918	-0.18550827332634617	-0.06600787838951173	-0.10803071413357215	-0.2676865035470751	0.11294326996821656	-0.2829140538344615	-0.20995675696887126
DFFB	0.4418557624586048	0.05756303124960501	0.014634278178598354	0.02824950022426233	0.10102280037950788	0.09053784443394698	0.11481765198111267	0.11567980454637528	-0.13736094077439942	0.15749384797713525
C1orf174	0.0925951149276985	0.27321662047406137	0.19312589386641962	0.39462057560642483	0.16723315376247416	0.2925494489721718	0.06537170134865415	0.30515328160212984	0.28883716860274955	0.23806981702593774
AJAP1	0.526101359385473	0.06983625415391502	0.21604642563496693	0.1268398090292673	0.06654412470284085	0.1853764940568624	0.055695080205085234	0.0760290194620186	0.1312306123498446	0.12976394352887685
NPHP4	0.2241691918025384	-0.0077375656224002234	-0.22254683366034542	-0.2239511972045908	-0.12072480265676737	-0.16890749569794364	-0.17654718177579815	-0.03929516803038125	-0.16016468542187776	-0.1881957268928271
