GENE	921	Mel202	Mel270	Mel285	MP38	MP41	MP46	OMM1	OMM23	OMM25
KRTAP1-1	-7.414	-6.537	-10.725	-7.4	-9.733	-11.706	-2.567	-8.519	-11.241	-13.44
KRTAP1-3	0.361	-3.814	-4.705	-2.727	-2.394	-4.084	0.278	-3.718	-4.591	-4.887
KRTAP1-4	-6.756	-9.738	-11.682	-4.484	-9.333	-7.922	-1.84	-9.229	-14.967	-13.61
KRTAP1-5	-10.852	-10.896	-12.757	-4.674	-8.413	-15.974	-3.424	-12.804	-13.799	-16.31
KRTAP10-1	-2.692	-3.495	-3.291	-0.316	-1.898	-2.501	-0.465	-3.403	-3.258	-2.68
KRTAP10-10	-8.853	-8.735	-7.675	-2.203	-4.55	-5.434	-1.284	-7.342	-4.884	-5.555
KRTAP10-11	-8.134	-7.409	-3.971	-1.406	-5.045	-8.095	-0.603	-9.569	-6.663	-5.307
KRTAP10-12	-5.51	-3.966	-6.194	-1.932	-2.509	-2.823	-2.277	-6.304	-6.508	-4.417
KRTAP10-2	-3.898	-1.993	0.928	-2.543	-1.246	-4.048	2.404	-2.682	-2.752	-2.27
KRTAP10-3	-2.735	0.046	-4.8	-0.317	-4.076	-6.516	-2.721	-5.697	-8.627	-3.581
KRTAP10-4	-2.092	0.339	-0.914	2.735	-0.933	1.14	1.17	-3.465	-5.034	-2.201
KRTAP10-5	-4.595	-5.061	-5.372	-2.69	-1.284	-5.407	-1.971	-6.282	-6.581	-5.759
KRTAP10-6	-1.434	-3.098	-1.598	-0.597	-0.369	-2.236	-0.897	0.606	-2.872	-1.354
KRTAP10-8	-7.193	-4.134	-7.375	-5.813	-5.979	-11.529	-5.204	-10.134	-15.102	-7.126
KRTAP10-9	-1.687	2.526	-2.171	1.482	1.852	0.69	-0.643	-4.718	-3.647	-2.798
KRTAP11-1	-5.895	-15.218	-13.134	-8.759	-8.903	-10.635	-0.992	-15.455	-13.62	-13.072
KRTAP12-1	-4.68	-9.365	-3.199	-2.104	-1.356	-5.476	-0.36	-7.094	-5.697	-6.194
KRTAP12-2	-7.915	-17.598	-15.691	-7.839	-11.09	-13.091	-6.311	-16.26	-11.845	-16.86
KRTAP12-3	-11.438	-16.831	-11.806	-7.815	-9.84	-13.479	-4.379	-14.681	-13.479	-17.275
KRTAP12-4	2.945	1.89	-3.705	-1.902	-1.079	-4.157	-2.107	-5.051	-4.755	-1.621
KRTAP13-1	-8.292	-12.571	-14.42	-9.723	-10.227	-6.789	-1.428	-13.854	-15.647	-14.011
KRTAP13-2	-6.378	-9.704	-8.047	-3.327	-6.928	-4.642	0.642	-7.879	-8.084	-7.935
KRTAP13-3	-6.751	-4.964	-3.964	0.238	-1.58	-1.652	-1.764	-7.317	-8.949	-4.113
KRTAP13-4	-5.744	-13.181	-12.016	-7.711	-7.752	-8.052	-3.065	-12.521	-8.691	-13.353
KRTAP15-1	-9.921	-17.681	-15.726	-13.709	-3.958	-11.527	-1.343	-11.397	-17.185	-15.863
KRTAP16-1	-14.276	-16.945	-18.292	-12.28	-12.245	-18.142	-1.627	-17.412	-20.767	-22.532
KRTAP17-1	-2.853	10.911	-4.618	-2.833	-5.644	-3.963	-3.923	5.755	-0.186	2.588
KRTAP19-1	-1.961	-7.466	-11.479	-3.571	-10.046	-10.15	-3.021	-16.918	-11.89	-10.83
KRTAP19-2	-2.027	-5.886	-3.948	-5.88	-4.262	-3.486	-0.09	-2.161	-6.215	-4.931
KRTAP19-3	0.082	0.664	-5.396	4.39	-5.187	-3.188	-0.196	-4.119	-8.212	-5.185
KRTAP19-4	-4.295	-5.163	-7.797	-1.219	-1.615	-6.033	-2.444	-4.444	-11.128	-9.037
KRTAP19-5	-4.65	-8.645	-9.529	-3.224	-6.046	-8.98	-1.757	-12.111	-10.782	-10.921
KRTAP19-6	3.666	4.429	2.44	-0.266	3.662	-2.301	-0.807	-3.922	-4.85	-0.813
KRTAP19-7	-0.446	-2.453	-3.96	3.631	-2.845	-3.267	-2.679	-4.821	-3.311	-0.028
KRTAP19-8	-5.209	-8.767	-8.902	-3.916	-7.918	-7.786	-3.03	-10.308	-11.806	-8.449
KRTAP20-1	-5.789	-10.561	-9.558	-2.596	-8.067	-9.223	-2.268	-8.495	-7.403	-9.6
KRTAP20-2	-7.589	-3.812	-9.883	-4.7	-6.38	-7.905	-4.387	-11.27	-8.608	-8.118
KRTAP20-3	-0.634	-2.402	-4.548	-1.719	-2.493	-2.424	-0.759	-4.429	-3.071	-3.129
KRTAP21-1	-0.613	3.689	1.103	0.959	6.488	0.455	-0.332	4.494	-0.272	-1.359
KRTAP21-2	-0.263	12.833	-4.404	-7.139	-4.026	-0.13	-1.868	-4.183	-4.754	-5.179
KRTAP21-3	-3.16	-4.187	-6.708	-2.618	-2.854	-5.065	-2.453	-5.726	-3.557	-6.055
KRTAP22-1	-6.736	-9.051	-8.356	-5.471	-6.87	-5.61	-3.935	-7.622	-8.299	-9.541
KRTAP22-2	-3.476	-3.174	-2.311	-0.69	-1.808	-1.253	0.421	-4.151	-0.324	-1.739
KRTAP23-1	-0.278	-2.126	-1.637	-2.369	-1.241	-0.68	-1.23	-4.378	-5.611	-4.998
KRTAP24-1	-9.417	-19.864	-12.283	-2.488	-11.821	-13.074	-3.729	-17.041	-13.763	-18.275
KRTAP25-1	-8.897	-17.632	-15.797	-10.687	-5.529	-18.12	-4.883	-14.074	-14.576	-25.567
KRTAP26-1	-7.975	-19.237	-19.273	-7.806	-11.016	-12.732	-6.295	-21.941	-19.923	-20.974
KRTAP27-1	-5.68	-19.554	-19.299	-10.07	-14.514	-12.287	-4.45	-21.098	-17.894	-23.454
KRTAP29-1	-5.105	-15.44	-14.556	-4.274	-7.204	-13.714	-1.657	-9.849	-14.494	-17.13
KRTAP3-1	-9.637	-14.831	-17.29	-10.215	-13.019	-19.114	-2.434	-16.176	-16.586	-22.848
KRTAP3-2	-1.476	-6.703	-7.183	-4.931	-1.019	-7.058	-0.879	-3.497	-6.682	-8.4
KRTAP3-3	-4.073	-5.922	-7.905	-2.489	-6.249	-10.734	-2.02	-5.799	-7.613	-9.11
KRTAP4-11	12.573	30.686	14.445	9.453	8.713	14.203	0.859	17.732	15.42	24.578
KRTAP4-12	-0.634	6.605	-0.986	-0.538	-1.288	-0.447	-0.95	-5.286	-0.067	-0.775
KRTAP4-2	2.6	14.062	8.05	2.42	7.865	6.664	-1.607	2.5	6.783	9.876
KRTAP4-4	-2.195	-2.08	-2.995	-0.862	-1.598	-3.441	-1.312	-4.587	-4.832	-1.405
KRTAP4-5	-2.789	-8.149	-7.1	-1.867	-6.203	-2.088	-2.07	-15.284	-6.598	-3.049
KRTAP4-6	2.592	7.226	-0.691	1.904	2.636	3.938	-1.989	-11.635	-0.72	-1.178
KRTAP4-7	-1.242	1.311	0.933	-3.881	-2.132	-1.163	-1.243	-15.158	-6.206	-0.96
KRTAP4-8	-2.848	3.948	2.003	0.962	1.651	5.512	1.407	-4.578	-1.345	-2.278
KRTAP4-9	-4.65	4.569	-3.366	-0.513	-2.503	-6.017	-1.564	-17.726	-7.277	-2.018
KRTAP5-1	-1.983	3.605	-2.908	-1.689	-2.31	-1.123	-2.78	-0.839	-1.275	-3.637
KRTAP5-10	6.831	21.252	7.994	5.735	6.927	15.187	1.872	9.075	8.449	18.998
KRTAP5-11	1.193	7.439	4.171	-0.982	1.978	1.409	-3.421	9.736	2.808	9.805
KRTAP5-2	-2.607	2.73	-6.952	-6.578	-3.193	-0.832	-0.9	-5.427	-4.263	-21.023
KRTAP5-3	6.073	7.101	-0.617	0.337	-1.432	2.811	-1.705	3.034	2.732	-7.558
KRTAP5-5	2.893	-1.794	-6.237	-4.178	-5.863	-1.773	-5.884	-6.485	-3.296	-16.829
KRTAP5-6	5.94	13.234	5.457	2.569	4.731	12.795	-1.226	12.313	11.492	2.559
KRTAP5-7	0.925	-1.549	-2.699	-1.104	-2.64	-4.706	-0.44	-2.913	-3.354	-2.675
KRTAP5-8	-0.416	4.728	-4.778	0.978	1.699	0.765	-1.513	2.278	-1.867	4.833
KRTAP5-9	-9.742	-11.902	-13.594	-9.552	-4.909	-14.569	-1.733	-12.206	-17.252	-13.552
KRTAP6-1	-4.983	-9.612	-10.766	-2.032	-7.132	-8.671	-4.346	-12.947	-11.051	-12.454
KRTAP6-2	-2.181	-6.739	-4.251	-3.326	-2.61	-4.969	-0.636	-8.778	-6.006	-7.778
KRTAP8-1	-3.276	-7.174	-7.822	-3.494	-5.88	-6.84	-2.792	-6.554	-7.036	-9.386
KRTAP9-1	-2.75	-9.298	-11.442	-6.933	-7.963	-10.126	-2.045	-16.414	-8.816	-11.713
KRTAP9-2	2.593	2.076	-0.627	-0.44	1.532	0.053	0.074	-3.757	-1.579	-0.286
KRTAP9-3	-3.238	-5.609	-5.411	-2.875	-2.733	-7.269	-1.035	-15.237	-6.008	-5.232
KRTAP9-4	4.267	9.833	6.748	4.529	3.626	4.488	-0.112	0.895	4.265	7.488
KRTAP9-6	0.047	2.575	0.743	4.568	1.428	4.292	2.131	-0.055	-2.463	-2.013
KRTAP9-7	-2.53	-1.741	-3.265	-0.991	-1.002	-1.053	0.659	-1.455	-2.82	-3.078
KRTAP9-8	-1.794	-4.485	-2.724	-1.876	-3.524	-4.59	-1.132	-6.549	-3.991	-3.807
KRTAP9-9	-6.522	-13.914	-11.081	-6.452	-10.473	-15.98	-3.755	-13.293	-15.718	-14.729
KRTCAP2	3.884	-6.536	-8.29	2.393	-9.134	-7.69	-4.095	-8.702	-3.537	-7.576
KRTCAP3	-10.228	-16.759	-13.75	-6.235	-14.449	-18.017	-1.852	-13.878	-12.805	-7.782
KRTDAP	-11.755	-19.744	-20.308	-11.402	-8.182	-16.537	-5.371	-24.897	-16.536	-19.625
KSR1	-6.087	-12.664	-12.214	-6.762	-6.047	-3.105	1.78	-13.397	-12.687	-10.25
KSR2	-11.364	-22.048	-21.535	-11.087	-12.89	-20.431	-5.612	-23.357	-18.52	-22.564
KTI12	-3.783	18.267	-0.835	4.938	3.17	5.384	1.092	1.785	20.825	-4.27
KTN1	-9.961	-16.284	-9.97	-12.581	-9.314	-11.423	-3.146	-19.791	-16.676	-20.404
KXD1	-3.887	-5.137	-7.479	1.118	-2.276	-7.48	-2.788	2.313	-8.013	0.782
KY	-9.638	-14.004	-15.954	-2.296	-9.834	-12.338	-3.44	-19.716	-12.78	-16.688
KYNU	-7.975	-6.481	-4.705	-2.538	-6.314	-4.405	-0.931	-10.187	-13.839	-9.478
L1CAM	-8.619	-13.589	-11.973	-7.253	-4.219	-7.278	-1.272	-15.294	-13.779	-14.099
L1TD1	-8.165	-11.004	-12.487	-3.294	-10.046	-12.673	3.212	-15.511	-3.147	-12.043
L2HGDH	-11.571	-11.071	-13.416	-6.926	-9.111	-13.537	-8.146	-17.99	-13.921	-18.746
L3HYPDH	-12.152	-11.682	-11.439	-6.876	-11.135	-9.96	-2.701	-15.731	-16.546	-13.394
L3MBTL1	-2.995	-8.561	-11.543	-5.833	-3.349	-9.302	-1.925	-9.287	-10.659	-15.818
L3MBTL2	-5.184	-10.546	-14.005	-5.411	-16.236	-11.647	-4.178	-17.93	-13.485	-16.011
L3MBTL3	-1.612	-4.445	-3.469	-6.663	-3.399	-5.421	-0.451	-7.259	-15.335	-6.79
L3MBTL4	-6.031	-13.397	-10.265	-6.84	-11.526	-11.418	-2.552	-12.019	-13.788	-12.252
LACC1	-4.916	-13.342	-13.815	-3.124	-7.87	-16.808	2.821	-15.187	-13.388	-13.873
LACE1	-6.06	-15.614	-12.338	-4.105	-11.017	-10.51	-1.393	-15.786	-18.817	-15.08
LACRT	-6.722	-9.259	-11.198	-6.117	-5.678	-12.541	-2.866	-10.886	-24.584	-14.579
LACTB	-4.856	-13.34	-9.905	-7.883	-8.13	-5.181	0.371	-9.44	-11.835	-9.877
LACTB2	-5.538	-13.883	-14.339	-8.027	-5.369	-7.615	-3.997	-9.848	-14.43	-12.068
LAD1	-1.104	-15.08	-12.233	-6.58	-9.649	-13.603	-3.903	-20.04	-15.264	-16.363
LAG3	-9.821	-21.289	-16.461	-12.486	-13.814	-14.129	-6.515	-19.843	-18.008	-18.055
LAGE3	0.482	-8.82	-8.319	2.358	-13.755	-1.786	-2.872	-4.928	-4.124	1.67
LAIR1	-1.494	-9.713	-6.602	-5.028	-6.04	-9.458	-3.24	-11.386	-11.614	-3.121
LAIR2	1.709	-7.66	-12.221	-2.719	-9.486	-10.177	0.23	-13.334	-12.746	-10.41
LALBA	-10.443	-12.489	-23.155	-10.312	-10.105	-14.249	-5.938	-22.79	-23.549	-17.771
LAMA1	-13.633	-16.76	-12.761	-13.458	-11.263	-13.666	-3.107	-15.982	-15.996	-11.711
LAMA2	-11.537	-7.446	-12.205	-4.492	-4.84	-9.812	-2.815	-14.001	-13.066	-9.186
LAMA3	-10.979	-14.077	-11.775	-11.154	-10.978	-11.156	-5.713	-11.755	-15.322	-19.243
LAMA4	-15.849	-7.636	-8.037	-5.056	-8.317	-12.475	-3.651	-12.709	-13.855	-12.313
LAMA5	-9.733	-21.693	-10.261	-6.126	-6.234	-12.353	0.365	-22.438	-20.684	-16.985
LAMB1	-12.437	-12.542	-15.1	-8.839	-7.381	-7.148	1.616	-20.394	-17.911	-19.449
LAMB2	-7.918	-7.526	-10.653	-2.468	-4.854	-11.378	-0.457	-10.25	-15.502	-19.381
LAMB3	-12.356	-10.609	-12.158	-3.488	-7.031	-12.605	-5.417	-15.309	-13.175	-13.306
LAMB4	-5.345	-4.07	-3.639	0.925	1.398	7.089	7.11	-6.345	-3.878	-7.13
LAMC1	-9.546	-18.213	-13.894	-11.953	-10.374	-13.234	-3.912	-18.476	-18.707	-16.997
LAMC2	-15.407	-16.513	-10.098	-6.469	-8.979	-11.074	-5.617	-19.667	-13.303	-15.245
LAMC3	-9.264	-5.664	-9.736	-3.521	-6.723	1.008	2.97	-10.926	-13.114	-10.075
LAMP1	-11.622	-13.617	-18.636	-6.871	-8.115	-13.23	-6.449	-13.982	-13.653	-13.601
LAMP2	-8.491	-14.922	-15.943	-11.101	-15.038	-10.463	-4.315	-20.727	-14.441	-19.04
LAMP3	-12.965	-21.093	-12.15	-6.118	-11.557	-13.301	-2.747	-19.843	-21.458	-22.188
LAMP5	-4.786	-14.241	-11.992	-7.34	-9.366	-13.399	-4.051	-19.936	-18.171	-19.362
LAMTOR1	-8.929	-2.474	-11.594	-11.525	-4.028	-9.415	-4.596	-11.33	-16.746	-19.043
LAMTOR2	-5.101	-2.002	-15.596	-7.861	-0.317	4.603	-2.517	-9.729	-13.102	-17.255
LAMTOR3	7.486	3.888	-0.499	5.689	3.145	9.228	4.453	-6.758	-2.412	0.069
LAMTOR4	-6.24	-5.443	-13.154	-4.475	-1.31	-3.122	-2.789	-11.458	-10.048	-14.911
LAMTOR5	-6.412	-7.159	-3.711	-2.304	-1.53	2.455	-0.294	-5.417	-2.356	-5.289
LANCL1	-6.596	-14.13	-7.308	-2.321	-8.588	-14.928	-1.726	-15.876	-16.705	-13.657
LANCL2	-9.436	-19.218	-17.809	-8.129	-11.663	-14.811	-3.949	-17.783	-20.397	-21.133
LANCL3	-7.482	-11.835	-9.408	-7.515	-2.103	-2.463	-1.417	-11.5	-11.331	-11.742
LAP3	-1.047	-11.073	-11.404	-5.636	-9.666	-9.774	-1.737	-10.021	-9.578	-7.34
LAPTM4A	-12.061	-17.404	-17.372	-9.833	-12.012	-13.454	-4.393	-19.691	-13.173	-20.317
LAPTM4B	-14.779	-21.311	-19.552	-9.904	-15.989	-18.72	-8.523	-17.946	-24.869	-16.422
LAPTM5	-13.108	-17.064	-11.289	-8.289	-7.063	-15.384	-4.865	-17.012	-18.323	-12.04
LARGE	-7.65	-10.254	-15.364	-6.425	-7.211	-6.488	-2.451	-17.297	-10.063	-12.249
LARP1	-12.425	-11.252	-11.766	-14.632	-9.013	-9.437	-2.603	0.344	-8.538	4.303
LARP1B	-5.594	-2.856	-12.74	-4.084	-11.38	-7.13	5.7	-8.236	-3.619	-1.407
LARP4	-8.181	-0.902	-13.699	-9.986	-17.588	-15.594	-9.157	-6.522	-5.105	-6.898
LARP4B	-10.615	-9.83	-15.659	-5.268	-12.13	-14.82	-6.046	-13.262	-13.161	-11.993
LARP6	-0.687	11.665	-3.927	-2.692	-4.462	-0.61	-3.433	0.711	0.407	5.688
LARP7	-3.147	-12.379	-6.34	-7.089	-6.74	-2.839	-7.465	-12.262	-8.338	-3.564
LARS	21.24	66.953	57.948	24.09	9.98	26.135	6.663	54.985	62.79	43.819
LARS2	-7.002	7.5	-14.769	-8.79	-8.606	6.443	-1.264	2.614	0.872	-0.729
LAS1L	9.868	32.789	20.181	13.655	7.215	18.822	-1.261	29.52	26.051	28.722
LASP1	-9.396	-10.706	-17.272	-7.904	-10.91	-14.882	-5.346	-13.955	-17.273	-17.674
LAT	-5.75	-14.476	-17.249	-6.629	-5.66	-14.205	-2.445	-22.312	-16.013	-20.234
LAT2	-5.508	-12.981	-16.729	-6.803	-9.184	-10.516	-3.31	-27.202	-14.201	-19.977
LATS1	-6.397	-11.461	-14.24	-7.444	-11.828	-10.807	-1.822	-10.199	-10.289	-14.042
LATS2	-9.764	-13.558	-17.161	-24.285	-15.109	-11.402	-5.064	-23.349	-22.774	-20.109
LAX1	-3.198	-10.399	-8.425	-4.655	-8.139	-7.588	-5.478	-10.569	-11.721	-14.328
LAYN	-2.454	-8.939	-11	-2.595	-7.3	-2.01	-0.455	-9.86	-11.329	-8.161
LBH	-2.521	-16.553	-14.878	-11.327	-11.061	-18.213	-8.238	-16.144	-15.352	-19.681
LBP	-10.65	-16.117	-12.165	-1.606	-12.488	-14.833	-4.915	-15.23	-16.282	-16.758
LBR	-6.995	-12.988	-16.779	-8.054	-13.776	-8.061	-4.045	-23.17	-21.064	-24.909
LBX1	-10.133	-16.664	-13.746	-4.667	-7.38	-13.293	3.389	-19.088	-15.291	-20.578
LBX2	-11.064	-13.746	-15.787	-10.931	-8.122	-13.34	-2.47	-21.899	-19.463	-14.856
LCA5	-11.742	-11.974	-13.212	-3.566	-9.704	-12.863	-6.306	-21.651	-19.544	-14.32
LCA5L	5.658	-0.084	-10.594	-3.172	-9.876	-5.553	-1.925	-8.866	-9.532	-10.47
LCAT	-2.615	-8.998	-7.301	0.423	-5.215	-12.472	-3.431	-10.916	-9.44	-13.583
LCE1A	6.76	8.566	2.775	-0.085	4.273	8.723	0.351	4.446	0.593	4.679
LCE1B	-2.226	-7.817	-0.734	-2.05	-5.236	-4.955	-1.289	-7.742	-9.101	-5.676
LCE1C	1.339	-3.202	-1.096	-0.339	-2.166	-0.759	-0.466	-3.676	-5.295	-3.839
LCE1E	3.8	8.417	7.956	4.581	6.105	4.983	3.028	10.549	3.73	7.199
LCE1F	4.564	8.91	4.601	3.907	7.644	6.184	2.54	9.81	1.758	7.738
LCE2A	10.862	-4.668	-6.349	9.116	13.304	12.451	0.904	-15.467	11.674	-1.648
LCE2B	0.256	-15.408	-11.416	0.397	-1.37	-4.636	-0.425	-13.571	1.52	-10.66
LCE2C	8.446	-5.913	-4.36	1.857	3.209	8.381	1.317	-3.997	1.797	-10.411
LCE2D	2.924	1.058	-6.553	0.956	1.41	2.897	-0.458	2.092	2.019	-4.226
LCE3A	0.046	-11.909	-5.083	1.461	-2.769	-2.958	-0.523	-10.708	-10.739	-5.38
LCE3B	-15.344	-9.408	-10.916	-5.289	-13.339	-6.148	-5.915	-17.169	-15.007	-11.297
LCE3C	-7.475	-10.521	-7.517	-2.866	-11.058	-4.093	-0.537	-10.166	-10.623	-7.579
LCE3D	3.883	-1.317	2.261	4.056	-0.63	0.878	1.663	-2.929	-1.085	1.891
LCE4A	-2.593	-11.171	-15.359	-2.809	-12.478	-18.02	-2.414	-12.833	-15.787	-11.312
LCE5A	-3.663	-0.152	-10.721	-14.133	-11.746	-16.707	-13.921	-5.87	-13.519	-8.714
LCE6A	-1.847	-14.627	-7.555	-7.471	-5.17	-8.924	-0.228	-9.716	-13.777	-12.628
LCK	-8.12	-14.99	-11.899	-8.051	-7.057	-8.29	-3.677	-11.417	-12.021	-13.321
LCLAT1	-13.412	-10.799	-17.861	-12.625	-7.342	-14.783	-5.131	-15.816	-16.99	-17.401
LCMT1	9.303	-1.703	-0.652	-4.512	-5.731	11.737	1.615	-12.232	-14.601	-16.123
LCMT2	-14.44	-10.552	-13.852	-6.673	-8.095	-9.09	-3.297	-14.243	-13.254	-13.233
LCN1	7.842	-2.931	-2.819	-4.498	-3.153	0.608	3.796	-5.276	-12.149	-4.45
LCN10	-2.694	-10.183	-5.034	-3.527	-3.633	-9.234	-3.039	-9.246	-14.745	-9.906
LCN12	-4.36	-12.317	-14.549	-8.247	-10.422	-14.203	-7.039	-18.42	-19.523	-15.694
LCN15	5.854	-11.298	-9.013	-1.287	-7.381	-8.967	-2.57	-10.531	-11.091	-7.331
LCN2	-5.123	-19.401	-14.287	1.274	-9.598	-9.435	-4.342	-9.349	-11.98	-1.414
LCN6	2.786	-11.555	-9.594	-5.444	-7.595	-9.62	-5.503	-11.195	-12.628	-13.02
LCN8	1.402	-7.588	-10.472	-2.781	-4.759	-8.339	-0.916	-7.282	-20.127	-10.541
LCN9	1.14	-19.935	-15.054	-7.501	-9.666	-16.575	5.408	-19.499	-30.477	-9.729
LCNL1	-3.639	-10.48	-9.416	-3.461	-10.564	-10.025	-0.97	-12.111	-15.857	-8.427
LCOR	-8.126	-8.216	-10.107	-7.944	-3.053	-12.169	-4.348	-15.498	-15.255	-14.718
LCORL	-7.243	-17.735	-6.654	-3.845	-11.645	-11.693	-2.572	-13.692	-12.608	-15.299
LCP1	-5.035	-13.274	-12.782	-8.391	-10.03	-9.548	-3.237	-19.773	-18.381	-16.625
LCP2	-8.882	-11.211	-14.176	-7.144	-11.719	-12.367	-3.304	-17.483	-18.983	-20.696
LCT	-11.066	-12.489	-16.604	-13.153	-8.88	-19.7	-2.46	-9.819	-14.518	-14.429
LCTL	-9.013	-13.003	-12.568	-10.29	-11.094	-13.385	-3.257	-14.564	-14.714	-16.542
LDB1	6.339	-5.884	-8.86	-5.193	-5.453	-6.865	-0.906	-15.808	-12.068	-13.587
LDB2	-9.55	-19.197	-12.896	-11.027	-12.573	-14.442	-3.976	-16.026	-16.637	-18.391
LDB3	-5.42	-12.359	-14.848	-8.762	-7.821	-10.439	-4.283	-18.377	-15.653	-14.214
LDHA	3.411	4.183	3.754	5.908	3.577	6.042	1.092	2.449	-3.722	1.544
LDHAL6A	-10.158	-13.319	-12.914	-11.369	-8.803	-15.091	-5.65	-19.74	-17.001	-14.345
LDHAL6B	-10.441	-11.705	-11.38	-6.64	-4.205	-13.14	-5.659	-16.913	-16.187	-11.611
LDHB	-6.002	-8.535	-13.836	-8.181	-9.299	-11.105	1.266	-18.275	-18.028	-11.22
LDHC	-10.967	-9.94	-17.788	-5.263	-13.816	-13.202	-4.99	-18.25	-16.395	-16.306
LDHD	-10.535	-9.888	-15.584	-4.334	-6.256	-11.67	-1.072	-17.674	-13.618	-11.964
LDLR	-8.476	-7.364	-12.613	0.841	-13.021	-6.441	-1.992	-19.551	-17.811	-9.434
LDLRAD1	-17.428	-20.384	-20.017	-9.892	-11.778	-23.891	-4.614	-26.873	-24.948	-21.771
LDLRAD2	-11.801	-18.235	-14.717	-6.493	-12.199	-13.039	-3.626	-18.663	-16.693	-15.733
LDLRAD3	-10.05	-13.516	-14.019	-8.293	-12.387	-8.287	-5.415	-17.752	-18.258	-11.63
LDLRAD4	-11.454	-14.806	-12.019	-6.416	-11.589	-10.631	-4.607	-21.017	-19.601	-18.407
LDLRAP1	-11.893	-13.067	-10.93	-5.907	-9.343	-8.131	-1.411	-20.904	-11.643	-23.277
LDOC1	-9.515	-13.35	-10.709	-9.199	-6.104	-9.621	-1.365	-13.901	-13.258	-11.59
LDOC1L	-11.891	-16.511	-17.247	-7.331	-15.734	-19.799	-4.581	-21.177	-12.881	-18.219
LEAP2	-1.704	-17.13	-12.003	-6.134	-15.695	-10.88	-6.021	-16.33	-13.913	-12.3
LECT1	-7.809	-17.837	-12.765	-6.375	-6.583	-9.384	-0.595	-7.848	-12.423	-11.791
LECT2	-8.259	-15.304	-15.289	-9.691	-12.555	-13.034	-4.451	-19.815	-18.093	-20.608
LEF1	-7.623	-14.332	-8.124	-10.212	-11.615	-9.692	-7.357	-14.704	-15.097	-17.74
LEFTY1	-7.247	-1.888	-10.189	-5.982	-8.23	-6.25	-3.986	-9.504	-12.763	-10.276
LEFTY2	-7.312	-7.411	-11.053	-6.467	-7.534	-7.949	-2.696	-12.919	-16.752	-13.244
LEKR1	4.001	-17.514	-16.14	-14.025	-16.191	-10.584	-9.827	-18.792	-16.215	-17.907
LELP1	-2.955	-5.281	-3.746	-5.795	-1.817	-5.242	-1.392	-4.041	2.915	-3.214
LEMD1	-15.184	-25.812	-33.007	-8.041	-25.498	-25.227	-10.171	-31.317	-36.35	-27.329
LEMD2	-8.486	-20.242	-15.611	-2.938	-5.496	-6.94	-1.929	-16.103	-12.155	-20.904
LEMD3	-7.23	-6.204	-17.114	-11.584	-10.987	-12.751	-2.949	-15.764	-13.206	-12.465
LENEP	-2.766	-0.454	-7.829	-5.592	-3.68	-9.235	-2.31	-4.526	-11.264	-7.249
LENG1	-1.462	-14.882	-8.279	-6.754	-11.43	-10.623	-2.792	-2.552	-3.206	-10.595
LENG8	-1.499	-2.923	1.143	-3.747	0.499	-3.366	1.055	1.928	5.409	1.186
LENG9	-10.005	-15.868	-8.207	-6.369	-9.245	-4.279	-3.732	-9.707	-9.737	-15.636
LEO1	-6.327	-7.047	3.907	5.01	-9.726	1.385	-2.924	-4.679	-12.118	-2.47
LEP	-4.941	-13.567	-7.293	-5.903	-11.783	-8.774	-3.37	-20.388	-10.319	-14.963
LEPR	-12.868	-16.74	-14.202	-10.446	-10.134	-16.5	-5.665	-18.279	-17.962	-11.71
LEPRE1	-7.772	-9.831	-15.621	-13.785	-7.744	-9.74	-5.139	-23.385	-16.729	-14.452
LEPREL1	-10.749	-17.776	-17.748	-11.408	-11.398	-13.068	-6.432	-19.207	-17.49	-18.351
LEPREL2	-5.271	-9.366	-14.393	-3.714	-10.709	-5.729	-1.797	-15.298	-19.923	-12.577
LEPREL4	-6.192	-10.172	-12.311	-1.844	-9.935	-14.88	-2.161	-13.896	-8.63	-10.096
LEPROT	-7.262	-12.581	-13.168	-10.402	-12.039	-18.705	-1.484	-19.798	-14.892	-14.899
LEPROTL1	-4.617	-13.148	-22.037	-3.574	-2.842	-17.483	-0.198	-19.053	-15.28	-16.411
LETM1	1.757	-1.568	-0.399	-1.354	-6.955	14.543	-1.432	23.521	17.214	20.114
LETM2	-5.754	-5.013	-10.148	-11.498	-3.807	-0.657	-0.062	-7.179	-12.485	-14.299
LETMD1	-9.83	-16.093	-11.976	0.871	-7.313	-13.943	3.246	-14.192	-19.067	-12.276
LFNG	-8.832	-13.8	-13.682	-5.105	-10.806	-9.472	-2.148	-19.173	-15.419	-17.562
LGALS1	-9.404	-16.384	-12.095	-7.462	-12.228	-11.212	-2.454	-14.755	-20.395	-18.843
LGALS12	-7.046	-15.835	-13.252	-11.458	-10.607	-15.861	-6.62	-15.654	-12.589	-17.566
LGALS13	-0.232	-5.476	-8.55	-4.101	-10.768	-9.464	-2.873	-15.73	-13.414	-9.156
LGALS14	-7.62	-13.462	-12.927	-3.553	-7.608	-13.769	-1.569	-17.537	-4.656	-16.303
LGALS16	-10.838	-9.44	-9.392	-9.326	-6.734	-14.971	-0.246	-19.233	-11.696	-10.692
LGALS2	-6.157	-12.868	-15.387	-10.519	-13.369	-16.507	-3.787	-17.052	-16.927	-18.846
