GENE	BF
ADH7	-27.036
ADHFE1	-7.764
ADI1	-17.617
ADIG	-13.207
ADIPOQ	-14.360
ADIPOR1	-18.398
ADIPOR2	-8.893
ADIRF	-14.079
ADK	-11.562
ADM	-14.495
ADM2	-21.610
ADM5	-12.246
ADNP	-14.604
ADNP2	-14.832
ADO	-17.036
ADORA1	-16.849
ADORA2A	-15.652
ADORA2B	-22.442
ADORA3	-36.716
ADPGK	-18.672
ADPRH	-15.449
ADPRHL1	-9.700
ADPRHL2	-13.190
ADPRM	-7.060
ADRA1A	-15.974
ADRA1B	-11.263
ADRA1D	-9.641
ADRA2A	-13.062
ADRA2B	-16.873
ADRA2C	-13.037
ADRB1	-12.904
ADRB2	1.458
ADRB3	-12.535
ADRBK1	-15.802
ADRBK2	-16.438
ADRM1	2.836
ADSL	-2.009
ADSS	-1.443
ADSSL1	-17.612
ADTRP	-20.960
AEBP1	-13.319
AEBP2	-18.051
AEN	-12.042
AES	-16.155
AFAP1	-13.862
AFAP1L1	-15.915
AFAP1L2	-17.990
AFF1	-9.862
AFF2	-15.016
AFF3	-24.050
AFF4	-13.639
AFG3L2	41.421
AFM	-22.454
AFMID	-5.751
AFP	-8.385
AFTPH	-14.885
AGA	-13.435
AGAP1	-24.314
AGAP2	-10.915
AGAP3	-32.441
AGAP5	-2.868
AGAP6	6.535
AGAP7	-3.259
AGBL1	-12.372
AGBL2	-22.908
AGBL3	-13.295
AGBL4	-11.759
AGBL5	-14.198
AGER	-19.172
AGFG1	-22.583
AGFG2	-18.344
AGGF1	-10.883
AGK	-11.545
AGL	-11.902
AGMAT	-20.164
AGMO	-13.831
AGO1	-10.340
AGO2	-11.204
AGO3	-14.139
AGO4	-10.157
AGPAT1	-12.225
AGPAT2	-15.853
AGPAT3	-15.805
AGPAT4	-20.499
AGPAT5	-14.091
AGPAT6	-0.755
AGPAT9	-13.570
AGPS	-17.518
AGR2	-20.939
AGR3	-17.131
AGRN	-11.466
AGRP	-9.564
AGT	-22.640
AGTPBP1	-16.172
AGTR1	-10.499
AGTR2	-4.581
AGTRAP	-29.095
AGXT	-16.313
AGXT2	-19.292
AHCTF1	13.541
AHCY	-2.735
AHCYL1	1.902
AHCYL2	-12.682
AHDC1	-19.329
AHI1	-12.693
AHNAK	-14.887
AHNAK2	-15.411
AHR	-12.855
AHRR	-12.303
AHSA1	-7.408
AHSA2	-11.974
AHSG	-13.504
AHSP	-11.648
AICDA	-18.374
AIDA	-7.196
AIF1	-23.040
AIF1L	-26.165
AIFM1	-13.167
AIFM2	-14.933
AIFM3	-19.454
AIG1	-16.782
AIM1	-20.854
AIM2	-14.100
AIMP1	-5.772
AIMP2	-11.257
AIP	-12.802
AIPL1	-18.750
AIRE	-14.935
AJAP1	-16.577
AJUBA	-53.523
AK1	-20.691
AK2	-3.432
AK3	-11.589
AK4	-1.889
AK5	-18.325
AK6	-0.055
AK7	-15.725
AK8	-17.975
AK9	-15.113
AKAP1	-13.863
AKAP10	-11.998
AKAP11	-16.129
AKAP12	-7.865
AKAP13	-9.549
AKAP14	-21.075
AKAP17A	-14.058
AKAP2	-14.287
AKAP3	-5.838
AKAP4	-6.650
AKAP5	-5.238
AKAP6	-16.094
AKAP7	-32.776
AKAP8	-14.221
AKAP8L	-6.790
AKAP9	-15.448
AKIP1	-18.186
AKIRIN1	-9.112
AKIRIN2	51.511
AKNA	-14.521
AKNAD1	-11.104
AKR1A1	-17.217
AKR1B1	-11.848
AKR1B10	-17.164
AKR1B15	9.677
AKR1C1	-12.336
AKR1C2	-14.319
AKR1C3	-7.528
AKR1C4	-15.540
AKR1D1	-12.745
AKR1E2	-17.664
AKR7A2	-14.085
AKR7A3	-12.203
AKT1	-12.718
AKT1S1	-17.074
AKT2	-18.644
AKT3	-18.163
AKTIP	-5.307
ALAD	-10.668
ALAS1	-9.989
ALAS2	-8.516
ALB	-17.788
ALCAM	-5.745
ALDH16A1	-18.902
ALDH18A1	-15.967
ALDH1A1	-20.031
ALDH1A2	-10.418
ALDH1A3	-17.764
ALDH1B1	-17.678
ALDH1L1	-17.663
ALDH1L2	-16.315
ALDH2	-17.602
ALDH3A1	-16.576
ALDH3A2	-13.777
ALDH3B2	-17.795
ALDH4A1	-20.169
ALDH5A1	-13.762
ALDH6A1	-14.075
ALDH7A1	-10.284
ALDH8A1	-15.498
ALDH9A1	2.296
ALDOA	8.141
ALDOB	-23.083
ALDOC	-4.141
ALG1	13.399
ALG10	-3.265
ALG10B	-0.806
ALG11	66.978
ALG12	-16.247
ALG13	0.561
ALG14	-7.809
ALG1L	9.341
ALG2	56.118
ALG3	-20.576
ALG5	0.076
ALG6	-15.012
ALG8	2.899
ALG9	-8.044
ALK	-13.184
ALKBH1	-20.416
ALKBH2	-13.005
ALKBH3	-4.503
ALKBH4	-7.558
ALKBH5	-12.555
ALKBH6	-18.933
ALKBH7	-7.790
ALKBH8	-1.099
ALLC	-11.623
ALMS1	-5.053
ALOX12	-13.372
ALOX12B	-13.323
ALOX15	-19.114
ALOX15B	-13.375
ALOX5	-5.271
ALOX5AP	-15.874
ALOXE3	-15.080
ALPI	-11.985
ALPK1	-13.762
ALPK2	-15.579
ALPK3	-6.734
ALPL	-18.283
ALPP	-12.033
ALPPL2	-10.057
ALS2	-15.080
ALS2CL	-18.507
ALS2CR11	-9.751
ALS2CR12	-11.444
ALX1	-16.946
ALX3	-13.398
ALX4	-14.279
ALYREF	30.710
AMACR	-6.088
AMBN	-3.060
AMBP	-10.655
AMBRA1	-17.211
AMD1	-1.921
AMDHD1	-13.274
AMDHD2	-11.302
AMELX	-6.531
AMELY	-13.535
AMER1	-12.304
AMER2	-17.798
AMER3	-13.823
AMFR	-12.473
AMH	-15.093
AMHR2	-20.738
AMICA1	-7.921
AMIGO1	-13.732
AMIGO2	-22.128
AMIGO3	-14.604
AMMECR1	-21.643
AMMECR1L	-22.588
AMN	-19.934
AMN1	-17.666
AMOT	-11.652
AMOTL1	-9.693
AMOTL2	-18.175
AMPD1	-17.401
AMPD2	-16.665
AMPD3	-15.248
AMPH	-15.687
AMT	-17.040
AMTN	-8.079
AMY1B	-2.151
AMY2A	-10.388
AMY2B	-0.943
AMZ1	-13.272
AMZ2	-14.601
ANAPC1	69.058
ANAPC10	62.972
ANAPC11	99.616
ANAPC13	-2.050
ANAPC15	-17.246
ANAPC16	-6.496
ANAPC2	53.444
ANAPC4	31.928
ANAPC5	51.487
ANAPC7	-32.947
ANG	-19.375
ANGEL1	-13.331
ANGEL2	-12.882
ANGPT1	-11.269
ANGPT2	-15.537
ANGPT4	-13.552
ANGPTL1	-7.725
ANGPTL2	-14.404
ANGPTL3	-12.351
ANGPTL4	-14.744
ANGPTL5	-0.636
ANGPTL6	-13.320
ANGPTL7	-19.624
ANHX	-17.784
ANK1	-38.109
ANK2	-17.354
ANK3	-15.530
ANKAR	-15.493
ANKDD1A	-15.398
ANKDD1B	-14.786
ANKEF1	-11.014
ANKFN1	-11.954
ANKFY1	-15.321
ANKH	-19.782
ANKHD1	-5.099
ANKHD1-EIF4EBP3	-8.366
ANKIB1	-16.405
ANKK1	-19.106
ANKLE1	-19.853
ANKLE2	72.136
ANKMY1	-13.346
ANKMY2	-9.116
ANKRA2	0.634
ANKRD1	-6.437
ANKRD10	-21.778
ANKRD11	-11.693
ANKRD12	-15.946
ANKRD13A	-15.154
ANKRD13B	-11.390
ANKRD13C	-14.169
ANKRD13D	-18.154
ANKRD16	-10.743
ANKRD17	-8.691
ANKRD18A	-10.676
ANKRD2	-18.051
ANKRD22	-0.469
ANKRD23	-12.940
ANKRD24	-11.198
ANKRD26	-19.650
ANKRD27	-13.728
ANKRD28	-14.988
ANKRD29	-19.906
ANKRD30A	-9.587
ANKRD30B	-21.469
ANKRD31	-21.778
ANKRD32	-13.708
ANKRD33	-12.668
ANKRD33B	-14.065
ANKRD34A	-17.572
ANKRD34B	-9.815
ANKRD34C	-15.544
ANKRD35	-15.547
ANKRD36	-5.953
ANKRD37	-11.531
ANKRD39	-7.743
ANKRD40	-12.022
ANKRD42	-9.257
ANKRD44	-16.416
ANKRD45	-10.040
ANKRD46	-18.186
ANKRD49	-14.611
ANKRD50	-18.628
ANKRD52	-6.735
ANKRD53	-16.428
ANKRD54	-5.918
ANKRD55	-22.327
ANKRD6	-12.765
ANKRD61	-16.120
ANKRD62	-17.041
ANKRD65	-16.344
ANKRD66	-8.157
ANKRD7	-6.191
ANKRD9	-18.883
ANKS1A	-17.710
ANKS1B	-52.380
ANKS3	-16.178
ANKS4B	-15.486
ANKS6	-9.886
ANKZF1	-10.225
ANLN	-8.979
ANO1	-14.346
ANO10	-18.623
ANO3	-9.966
ANO4	-17.859
ANO5	-12.979
ANO6	-17.744
ANO7	-14.132
ANO8	-15.160
ANO9	-15.351
ANP32A	-15.788
ANP32B	-12.543
ANP32D	-7.993
ANP32E	-33.901
ANPEP	-20.782
ANTXR1	-18.709
ANTXR2	-6.908
ANTXRL	-11.013
ANXA1	-12.456
ANXA10	-15.445
ANXA11	-20.630
ANXA13	-3.173
ANXA2	-17.969
ANXA2R	-18.271
ANXA3	-9.329
ANXA4	-12.609
ANXA5	-15.058
ANXA6	-19.114
ANXA7	-11.671
ANXA8	-6.317
ANXA8L1	-13.062
ANXA8L2	-1.947
ANXA9	-17.261
AOAH	-4.259
AOC1	-13.791
AOC2	-23.382
AOC3	-24.777
AOX1	-19.291
AP1AR	-9.704
AP1B1	-15.091
AP1G1	-8.717
AP1G2	-11.569
AP1M1	-15.977
AP1M2	-16.868
AP1S1	-17.011
AP1S2	2.131
AP1S3	-13.165
AP2A1	-16.164
AP2A2	-16.348
AP2B1	-18.592
AP2M1	17.804
AP2S1	33.941
AP3B1	10.147
AP3B2	-14.695
AP3D1	-16.654
AP3M1	-7.260
AP3M2	-12.677
AP3S1	-8.487
AP3S2	-17.053
AP4B1	-9.796
AP4E1	-11.983
AP4M1	-14.104
AP4S1	-14.961
AP5B1	-12.496
AP5M1	-11.051
AP5S1	-14.665
AP5Z1	-13.987
APAF1	-14.074
APBA1	-13.705
APBA2	-15.276
APBA3	-20.063
APBB1	-10.292
APBB1IP	-15.299
APBB2	-40.599
APBB3	-14.509
APC	-7.883
APC2	-15.432
APCDD1	-17.256
APCDD1L	-13.761
APCS	-9.443
APEH	-11.200
APEX1	-13.438
APEX2	-9.879
APH1A	5.202
APH1B	-12.938
API5	-2.049
APIP	-7.962
APITD1	-18.739
APITD1-CORT	-8.888
APLF	-15.191
APLN	-9.329
APLNR	-17.518
APLP1	-13.873
APLP2	-15.642
APMAP	-16.633
APOA1	-20.220
APOA1BP	-15.306
APOA2	-18.370
APOA4	-13.918
APOA5	-14.629
APOB	-13.464
APOBEC1	-11.804
APOBEC2	-17.645
APOBEC3A	-13.073
APOBEC3B	-13.417
APOBEC3C	-10.367
APOBEC3D	-16.897
APOBEC3F	-19.112
APOBEC3G	-21.725
APOBEC3H	-14.507
APOBEC4	-10.122
APOBR	-18.739
APOC1	-28.550
APOC2	-17.480
APOC3	-18.869
APOC4	-13.528
APOD	-15.328
APOE	-15.682
APOF	-12.978
APOH	-4.990
APOL1	-13.590
APOL2	-12.020
APOL3	-12.708
APOL5	-11.007
APOL6	-16.649
APOLD1	-10.992
APOM	-24.543
APOO	-10.358
APOOL	-11.502
APOPT1	-10.614
APP	-16.328
APPBP2	-6.798
APPL1	-13.350
APPL2	-9.837
APRT	-5.954
APTX	-6.325
AQP1	-9.161
AQP10	-19.356
AQP11	-19.662
AQP12B	-5.964
AQP2	-9.252
AQP3	-19.453
AQP4	-17.756
AQP5	-17.519
AQP6	-12.761
AQP7	-3.333
AQP8	-16.190
AQP9	-12.433
AQPEP	-14.128
AQR	64.163
AR	-10.799
ARAF	-15.976
ARAP1	-6.947
ARAP2	-11.528
ARAP3	-14.175
ARC	-12.197
ARCN1	45.711
AREG	-13.494
AREL1	-16.958
ARF1	-11.665
ARF3	-17.079
ARF4	0.394
ARF5	-17.492
ARF6	0.663
ARFGAP1	-14.638
ARFGAP2	-17.795
ARFGAP3	-11.147
ARFGEF1	-21.440
ARFGEF2	-11.862
ARFIP1	-9.170
ARFIP2	-12.187
ARFRP1	23.760
ARG1	-19.992
ARG2	-18.574
ARGFX	-20.274
ARGLU1	5.400
ARHGAP1	-15.362
ARHGAP10	-10.027
ARHGAP11A	17.611
ARHGAP11B	-7.905
ARHGAP12	-16.207
ARHGAP15	-13.832
ARHGAP17	-18.294
ARHGAP18	-17.439
ARHGAP19	0.071
ARHGAP20	-11.121
ARHGAP21	-8.227
ARHGAP22	-17.941
ARHGAP23	-16.455
ARHGAP24	-3.806
ARHGAP25	-16.822
ARHGAP26	-12.714
ARHGAP27	-31.462
ARHGAP28	-12.319
ARHGAP29	-13.550
ARHGAP30	-12.122
ARHGAP31	-17.122
ARHGAP32	-12.037
ARHGAP33	-12.508
ARHGAP35	-10.945
ARHGAP36	-23.425
ARHGAP39	-13.183
ARHGAP4	-13.587
ARHGAP44	-15.285
ARHGAP5	-12.397
ARHGAP6	-9.008
ARHGAP8	-14.402
ARHGAP9	-27.315
ARHGDIA	-25.351
ARHGDIB	-7.710
ARHGDIG	-7.408
ARHGEF1	-11.481
ARHGEF10	-15.277
ARHGEF10L	-14.788
ARHGEF11	-13.979
ARHGEF12	-13.612
ARHGEF15	-10.811
ARHGEF16	-14.821
ARHGEF17	-13.253
ARHGEF18	-17.424
ARHGEF19	-13.902
ARHGEF2	-10.591
ARHGEF25	-13.888
ARHGEF26	-16.697
ARHGEF28	-24.815
ARHGEF3	-15.105
ARHGEF33	-9.072
ARHGEF35	-6.165
ARHGEF37	-17.764
ARHGEF38	-8.218
ARHGEF39	-11.545
ARHGEF4	-16.684
ARHGEF40	-21.955
ARHGEF5	-7.979
ARHGEF6	-17.223
ARHGEF7	-16.481
ARHGEF9	-16.131
ARID1A	-12.364
ARID1B	-8.811
ARID2	-1.500
ARID3A	-20.169
ARID3B	-8.710
ARID3C	-14.743
ARID4A	-13.694
ARID4B	-18.577
ARID5A	-13.168
ARID5B	-10.430
ARIH1	40.750
ARIH2	-19.746
ARIH2OS	-16.099
ARL1	-2.924
ARL10	-15.216
ARL11	-12.600
ARL13A	-11.485
ARL13B	-11.846
ARL14	-8.281
ARL14EP	-14.441
ARL14EPL	-14.651
ARL15	-13.694
ARL16	-21.391
ARL2	40.096
ARL2BP	-6.076
ARL3	-11.812
ARL4A	-8.219
ARL4C	-14.484
ARL4D	-16.051
ARL5A	-24.026
ARL5B	-15.196
ARL5C	-20.119
ARL6	-5.736
ARL6IP1	-9.794
ARL6IP4	-11.795
ARL6IP5	-15.436
ARL6IP6	-13.575
ARL8A	-14.888
ARL8B	-0.643
ARL9	-11.620
ARMC1	-10.488
ARMC10	-0.125
ARMC12	-16.744
ARMC2	-17.656
ARMC3	-16.106
ARMC4	-18.286
ARMC5	-8.579
ARMC6	-10.945
ARMC7	0.348
ARMC8	-7.662
ARMC9	-14.130
ARMCX1	-15.025
ARMCX2	-16.034
ARMCX3	-9.229
ARMCX4	-14.906
ARMCX5	-10.064
ARMCX6	-16.698
ARMS2	-12.871
ARNT	1.785
ARNT2	-16.029
ARNTL	-14.677
ARNTL2	-22.793
ARPC1A	-14.172
ARPC1B	-10.470
ARPC2	7.373
ARPC3	-3.908
ARPC4	18.350
ARPC4-TTLL3	-7.965
ARPC5	-11.638
ARPC5L	-20.084
ARPP19	4.003
ARPP21	-23.834
ARR3	-13.284
ARRB1	-3.877
ARRB2	-20.332
ARRDC1	-13.526
ARRDC2	-17.254
ARRDC3	-22.806
ARRDC4	-13.723
ARRDC5	-17.642
ARSA	-16.649
ARSB	-12.172
ARSD	-15.518
ARSE	-17.726
ARSF	-19.773
ARSG	-10.398
ARSH	-8.554
ARSI	-21.170
ARSJ	-18.005
ARSK	-10.358
ART1	-18.614
ART3	-8.545
ART4	-13.568
ART5	-18.381
ARTN	-11.145
ARV1	-26.147
ARVCF	-15.947
ARX	-13.652
AS3MT	-14.255
ASAH1	-11.113
ASAH2	-15.540
ASAH2B	-11.329
ASAP1	-11.017
ASAP2	-23.656
ASAP3	-10.105
ASB1	-14.302
ASB10	-18.861
ASB11	-19.404
ASB12	-9.018
ASB13	-13.810
ASB14	-9.403
ASB15	-19.192
ASB16	-13.763
ASB17	-10.207
ASB18	-15.563
ASB2	-19.407
ASB3	-19.106
ASB4	-10.974
ASB5	-15.340
ASB6	-14.125
ASB7	-8.885
ASB8	-11.643
ASB9	-19.090
ASCC1	-6.531
ASCC2	-19.808
ASCC3	9.915
ASCL1	-20.070
ASCL2	-12.271
ASCL3	-22.352
ASCL4	-11.582
ASCL5	-17.695
ASF1A	-10.868
ASF1B	-5.696
ASGR1	-14.371
ASGR2	-17.384
ASH1L	-14.646
ASH2L	7.761
ASIC1	-9.857
ASIC2	-14.150
ASIC3	-19.119
ASIC4	-7.675
ASIC5	-20.403
ASIP	-17.517
ASL	-19.369
ASMT	-15.503
ASMTL	-14.348
ASNA1	-2.721
ASNS	-17.519
ASNSD1	-14.586
ASPA	-7.264
ASPDH	-10.727
ASPG	-11.340
ASPH	-13.170
ASPHD1	-20.781
ASPHD2	-13.305
ASPM	-16.607
ASPRV1	-9.761
ASPSCR1	-11.384
ASRGL1	-20.078
ASS1	-19.610
ASTE1	-20.407
ASTL	-20.292
ASTN1	-14.559
ASTN2	-38.962
ASUN	-3.622
ASXL1	-8.677
ASXL3	-17.159
ASZ1	-13.825
ATAD1	-5.932
ATAD2	-11.615
ATAD2B	-10.285
ATAD3A	-16.199
ATAD3B	-11.625
ATAD3C	-10.948
ATAD5	-16.753
ATAT1	-15.297
ATCAY	-17.284
ATE1	-17.310
ATF1	-12.106
ATF2	-12.708
ATF3	-25.327
ATF4	-5.882
ATF5	-8.268
ATF6	-8.058
ATF6B	-10.152
ATF7	-14.092
ATF7IP	-12.037
ATF7IP2	-20.039
ATG10	-17.699
ATG12	-8.782
ATG13	-17.898
ATG14	-17.162
ATG16L1	-16.491
ATG16L2	-17.468
ATG2A	-17.241
ATG2B	-14.169
ATG3	1.267
ATG4A	-12.240
ATG4B	-19.280
ATG4C	-5.692
ATG4D	-20.953
ATG5	-12.200
ATG7	-13.551
ATG9A	-8.835
ATHL1	-12.545
ATIC	-8.780
ATL1	-8.749
ATL2	-6.007
ATL3	-4.346
ATM	-15.979
ATMIN	-16.510
ATN1	-19.681
ATOH1	-9.767
ATOH7	-15.812
ATOH8	-10.282
ATOX1	-3.135
ATP10A	-7.369
ATP10B	-15.607
ATP10D	-19.838
ATP11A	-13.885
ATP11B	-14.432
ATP11C	-3.793
ATP12A	-17.491
ATP13A1	-4.310
ATP13A2	-16.265
ATP13A3	-13.326
ATP13A4	-16.851
ATP13A5	-14.694
ATP1A1	11.470
ATP1A2	-14.914
ATP1A3	-19.637
ATP1A4	-25.877
ATP1B1	-14.562
ATP1B2	-15.457
ATP1B3	-17.652
ATP1B4	-12.515
ATP2A1	-12.724
ATP2A2	61.988
ATP2A3	-15.030
ATP2B1	-13.489
ATP2B2	-12.560
ATP2B3	-16.835
ATP2B4	-10.339
ATP2C1	-11.779
ATP2C2	-8.511
ATP4A	-13.058
ATP4B	-6.053
ATP5A1	63.717
ATP5B	9.756
ATP5C1	36.312
ATP5D	32.828
ATP5F1	42.406
ATP5G1	-4.476
ATP5G2	-7.413
ATP5G3	-21.386
ATP5H	14.743
ATP5I	-4.583
ATP5J	-8.676
ATP5J2	-26.212
ATP5J2-PTCD1	-53.801
ATP5L	19.479
ATP5L2	1.217
ATP5O	13.331
ATP5S	-9.558
ATP5SL	0.995
ATP6AP1	-6.806
ATP6AP1L	-11.338
ATP6AP2	2.702
ATP6V0A1	-4.205
ATP6V0A2	-8.302
ATP6V0A4	-15.278
ATP6V0B	3.467
ATP6V0C	67.526
ATP6V0D1	74.014
ATP6V0D2	-6.029
ATP6V0E1	-15.940
ATP6V0E2	-6.401
ATP6V1A	85.036
ATP6V1B1	-18.058
ATP6V1B2	61.737
ATP6V1C1	27.739
ATP6V1C2	-11.302
ATP6V1D	33.233
ATP6V1E1	33.437
ATP6V1E2	-21.989
ATP6V1F	4.795
ATP6V1G1	45.451
ATP6V1G2	-22.799
ATP6V1G3	-7.993
ATP6V1H	15.518
ATP7A	-10.646
ATP7B	-19.423
ATP8A1	-20.114
ATP8A2	-20.377
ATP8B1	-13.457
ATP8B2	-14.435
ATP8B3	-17.152
ATP8B4	-17.160
ATP9A	-10.294
ATP9B	-12.930
ATPAF1	-37.910
ATPAF2	-21.189
ATPIF1	-4.851
ATR	65.092
ATRAID	-9.570
ATRIP	13.304
ATRN	-9.029
ATRNL1	-16.580
ATRX	-14.954
ATXN1	-17.899
ATXN10	22.555
ATXN1L	-8.451
ATXN2	-11.870
ATXN2L	-12.332
ATXN3	-10.686
